token_a	token_b	count_a	count_b	structural_similarity	reliability	normalized_graphemic_distance	position_similarity	left_similarity	right_similarity	predecessor_jaccard	successor_jaccard	predecessor_js_similarity	successor_js_similarity	left_entropy_a	left_entropy_b	right_entropy_a	right_entropy_b	shared_context_strength	differential_context_strength	positional_agreement	entropy_agreement
okaiin	ol	216	560	0.6885394779857119	0.9331850161618348	0.8333333333333334	0.9552421318717423	0.6038885084239082	0.5064877936614851	0.15284974093264247	0.14782608695652175	0.43917075413697804	0.3815418412176289	4.7593186810098915	5.400147449264824	4.73310361803303	5.097747986269089	0.41035629767730347	0.68988840390681	0.9552421318717422	0.9049003823185553
okain	ol	141	560	0.6827717829349086	0.9229909371288142	0.8	0.9482072085520014	0.5724887971829521	0.5276193430697723	0.09836065573770492	0.13548387096774195	0.35407612173452296	0.3907189364798963	4.426036299530453	5.400147449264818	4.365255117924121	5.097747986269094	0.37239752910720963	0.7266789483115419	0.9482072085520014	0.8379622350410203
qokaiin	qol	265	142	0.739840714535427	0.9235648057431795	0.7142857142857143	0.9756381965116514	0.6875401988611686	0.5563437482334612	0.12206572769953052	0.10426540284360189	0.4018435396526425	0.33692244926120263	4.7997902645155985	4.010224624248176	4.82126522201056	3.949900425626728	0.3693829944569226	0.7163611188485712	0.9756381965116514	0.8273831669543277
daiin	dol	848	109	0.6671653268340186	0.9017522705995744	0.8	0.9435569305440578	0.6111312272941798	0.4468078226638179	0.09090909090909091	0.0891304347826087	0.3592517950580698	0.3231071941553264	5.6126221997887304	4.225401374141852	5.710499145692745	4.30417574211451	0.3411794946066981	0.7611326004700771	0.9435569305440578	0.7532846505515869
aiin	ar	504	403	0.6714859071189366	0.9331850161618348	0.75	0.957749973725049	0.6439147281663087	0.4127930194654521	0.16	0.13815789473684212	0.443869706599645	0.3641505372454189	4.485246143068411	5.11625683855979	5.437449919372945	4.969236329844175	0.40401012192253194	0.7018959138680991	0.957749973725049	0.8952782579949544
qokain	qol	279	142	0.7613510699163615	0.9235648057431795	0.6666666666666666	0.960093832279691	0.6971408646042923	0.6268185128651012	0.13541666666666666	0.11794871794871795	0.4285633250319778	0.40685331450910445	4.5637153634285506	4.010224624248175	4.617092398432803	3.9499004256267276	0.4177083197705411	0.6722755617199189	0.960093832279691	0.8671072385001773
chol	cthy	395	103	0.6832446249566512	0.8969891745201726	0.75	0.9270631543706633	0.48028313789916904	0.6423875826001212	0.11827956989247312	0.0830188679245283	0.3384650905055657	0.3520752152867659	5.199292096542042	3.9487955802466863	4.932007681070769	3.998074662928603	0.3452701528961658	0.7447303342185579	0.9270631543706634	0.7850627637602676
lchedy	qokeey	116	307	0.7030398901740598	0.9069493663954881	0.6666666666666666	0.9577558518727513	0.6227944750322931	0.5285693436171347	0.18137254901960784	0.13043478260869565	0.4484806466462309	0.3846642137043125	4.185984054264023	4.698553659992895	4.160753918200512	4.952808155624847	0.4165724301752717	0.6762987987987992	0.9577558518727513	0.8654944163381655
chedy	qokeey	506	307	0.6742683725902555	0.9331850161618348	0.6666666666666666	0.9273449344227103	0.38191451597225634	0.7135456673757996	0.13535911602209943	0.20652173913043478	0.33824063770061286	0.5184589810795763	5.065762198270186	4.698553659992894	5.124767916373693	4.952808155624846	0.4283498093900946	0.6769210211949073	0.9273449344227103	0.9469785234519342
qokedy	qol	276	142	0.6803936255049069	0.9235648057431795	0.6666666666666666	0.956715904579357	0.6554989669820468	0.42896600495331677	0.14948453608247422	0.12562814070351758	0.4374582096825691	0.3242781131818958	4.49936719883857	4.010224624248175	4.605904218955197	3.949900425626728	0.38086816143223245	0.7214883693609025	0.956715904579357	0.874429825294379
dal	ol	242	560	0.6703936886167118	0.9331850161618348	0.6666666666666666	0.9389830205739886	0.49072833615015055	0.5814697091259958	0.11971830985915492	0.14080459770114942	0.34620283304965793	0.4086209445607566	4.968535039319606	5.400147449264817	4.755728390831676	5.097747986269094	0.37741188880520726	0.7131823332764616	0.9389830205739885	0.9264908332731395
ain	al	113	261	0.6587802624263585	0.9047664520816965	0.6666666666666666	0.9179080487785386	0.6234374536090581	0.4349952848914788	0.11578947368421053	0.1031390134529148	0.43344396469673474	0.2773439169033617	3.657440398370391	4.683245194308061	4.167085191693249	4.9778682599694415	0.3553939408000482	0.7375239411493253	0.9179080487785387	0.8090426294107236
ain	ar	113	403	0.6572491976211156	0.9047664520816965	0.6666666666666666	0.9264496140248826	0.5424521828563501	0.5028457959821139	0.09818181818181818	0.12121212121212122	0.3797196279724344	0.3996006268335185	3.657440398370391	5.116256838559793	4.167085191693251	4.969236329844174	0.38966012740297645	0.7256921229610538	0.9264496140248826	0.7767215169015789
qokar	qol	159	142	0.7126060176385406	0.9230696025692001	0.6	0.9456196661752388	0.6356870264097396	0.5565113603306436	0.10650887573964497	0.174496644295302	0.355533099450557	0.41303431554863346	4.51950942607226	4.010224624248175	4.385104050783809	3.9499004256267276	0.38428370749959523	0.6948664807179239	0.9456196661752388	0.8940341174287789
qol	qotain	142	60	0.6640280727742115	0.8392756014178296	0.6666666666666666	0.9056001751564032	0.6057150699795127	0.4807689731867185	0.09174311926605505	0.08333333333333333	0.33212277611438823	0.25586790538540183	4.010224624248175	3.6171968405893513	3.949900425626728	3.5499718972131693	0.29399534074989503	0.7448295739348378	0.9056001751564032	0.9003716463526317
okar	otain	140	96	0.6620044257336869	0.8808961285829753	0.6	0.9380541923847969	0.4224239321764764	0.6255351526397873	0.12337662337662338	0.17164179104477612	0.3160680222990053	0.4142911373958016	4.487532120933854	4.167081407355799	4.260526450002371	3.992449380006673	0.36517957984740346	0.7065112297883718	0.9380541923847969	0.9328348837397444
