target_a	target_b	control_rank	control_a	control_b	match_cost	count_a	count_b	structural_similarity	reliability	normalized_graphemic_distance	position_similarity	left_similarity	right_similarity	predecessor_js_similarity	successor_js_similarity
ol	y	2	am	qokeedy	2.070788387028955	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.054183790599325765	0.05565288255424006
ol	y	3	aiin	sor	2.1392559701508618	504	51	0.2553001290808446	0.8316233399709739	1	0.5177279399607508	0.011729206713016145	0.2364432405687668	0.01939790486760451	0.19309179121448894
dar	ol	1	aiin	qotchy	1.9740159788587874	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.02587165534408742	0.12487397304196834
dar	ol	2	am	qokeedy	2.1279468008689033	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.054183790599324655	0.055652882554241945
dar	ol	3	aiin	sor	2.19641438399081	504	51	0.2553001290808446	0.8316233399709739	1	0.5177279399607508	0.011729206713016145	0.2364432405687668	0.0193979048676044	0.19309179121448883
ar	ol	1	aiin	qotchy	2.194687341027609	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344088307	0.12487397304196857
ar	ol	2	am	qokeedy	2.3486181630377247	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.054183790599325654	0.05565288255424128
ar	ol	3	aiin	sor	2.4170857461596316	504	51	0.2553001290808446	0.8316233399709739	1	0.5177279399607508	0.011729206713016145	0.2364432405687668	0.019397904867604843	0.19309179121448883
chor	daiin	1	aiin	qotchy	1.9641970185271225	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344088307	0.12487397304196868
chor	daiin	2	am	qokeedy	2.1181278405372383	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.05418379059932499	0.05565288255424128
chor	daiin	3	aiin	sor	2.186595423659145	504	51	0.2553001290808446	0.8316233399709739	1	0.5177279399607508	0.011729206713016145	0.2364432405687668	0.0193979048676044	0.19309179121448894
chey	ol	1	aiin	qotchy	2.056903638664555	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.02587165534408753	0.12487397304196834
chey	ol	2	am	qokeedy	2.210834460674671	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.054183790599324544	0.055652882554241834
chey	ol	3	aiin	sor	2.279302043796578	504	51	0.2553001290808446	0.8316233399709739	1	0.5177279399607508	0.011729206713016145	0.2364432405687668	0.019397904867605287	0.1930917912144886
lchedy	qokar	1	chy	sar	0.6993691044225538	164	81	0.2864600073746141	0.8763797025501114	1	0.6872271732239346	0.10340647907388008	0.0687463698260276	0.08990393953835507	0.09797549461391641
lchedy	qokar	2	cheey	sar	0.7128894903848845	183	81	0.2769130176000066	0.8763797025501114	1	0.6708628904057115	0.08360081942580755	0.07627534296850065	0.10512776578772864	0.09418166307803899
lchedy	qokar	3	cthy	saiin	0.729832190586363	103	127	0.2946035469195223	0.8792159775779164	1	0.6800831803570124	0.030046427553927786	0.17368103284762654	0.058401982626607785	0.15501659844661508
lchedy	qol	1	cthy	saiin	0.5999495751807511	103	127	0.2946035469195223	0.8792159775779164	1	0.6800831803570124	0.030046427553927786	0.17368103284762654	0.058401982626607896	0.15501659844661564
lchedy	qol	2	chdy	sar	0.6736557965503233	146	81	0.28460820608225285	0.8696087837346121	1	0.6877449004959468	0.12383025605668589	0.04224946169412588	0.1245055184573518	0.06552994003723989
lchedy	qol	3	am	cthy	0.7934077884976131	86	103	0.2691050027966924	0.8480552229378526	1	0.6455385494408217	0.09617623853214469	0.0656002204171109	0.09120120644218388	0.061898442077548355
okaiin	ol	1	sar	shedy	1.781091966978797	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190932	0.1178047242662662
okaiin	ol	2	aiin	qotchy	1.9065031499402516	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344088307	0.12487397304196857
okaiin	ol	3	shedy	sor	1.9935313999683058	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.05423330480572619	0.158701666280055
okain	ol	1	sar	shedy	1.26996684630689	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190921	0.11780472426626554
okain	ol	2	shedy	sor	1.482406279296399	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.05423330480572708	0.15870166628005533
okain	ol	3	aiin	qotchy	1.528711362601678	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.02587165534408653	0.12487397304196857
qokaiin	qol	1	sar	shey	1.1467461137097112	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966075	0.0912675699635439
qokaiin	qol	2	al	sol	1.3367207149980596	261	67	0.29643777986125536	0.858441735742027	0.6666666666666666	0.5673679372867656	0.04828114967631774	0.27366425262068284	0.060580355976293965	0.2197681627158068
qokaiin	qol	3	r	shor	1.3888035128148855	169	96	0.30280837040328845	0.8910199243307968	0.75	0.8034529055269104	0.011022672152387418	0.09394953353056755	0.017372847763874488	0.11786046249734272
daiin	dol	1	sar	shedy	1.3864811022282182	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190932	0.11780472426626543
daiin	dol	2	shedy	sor	1.598920535217727	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.05423330480572752	0.15870166628005444
daiin	dol	3	aiin	qotchy	1.645225618523006	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344087197	0.12487397304196857
aiin	ar	1	sar	shedy	2.330780348485485	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190865	0.11780472426626676
aiin	ar	2	shedy	sor	2.543219781474994	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.05423330480572719	0.15870166628005467
aiin	ar	3	sar	shey	2.678759385234023	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966086	0.09126756996354413
qokain	qol	1	sar	shey	1.1978465572560242	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966086	0.09126756996354413
qokain	qol	2	al	sol	1.2927759141475144	261	67	0.29643777986125536	0.858441735742027	0.6666666666666666	0.5673679372867656	0.04828114967631774	0.27366425262068284	0.06058035597629374	0.2197681627158068
qokain	qol	3	am	qokeedy	1.4531632184210421	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.054183790599325654	0.0556528825542415
chol	cthy	1	sar	shedy	0.8460841080299105	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190954	0.11780472426626687
chol	cthy	2	sar	shey	1.0061995051100405	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966086	0.0912675699635438
chol	cthy	3	shedy	sor	1.0585235410194194	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.05423330480572852	0.1587016662800549
lchedy	qokeey	1	sar	shey	1.0592551629028164	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966164	0.09126756996354413
lchedy	qokeey	2	am	qokeedy	1.123951464459183	86	307	0.2501351238727358	0.8815792806867858	1	0.6544075318438762	0.03964169781350871	0.0563561419608225	0.0541837905993251	0.05565288255424261
lchedy	qokeey	3	al	sol	1.1541845197943066	261	67	0.29643777986125536	0.858441735742027	0.6666666666666666	0.5673679372867656	0.04828114967631774	0.27366425262068284	0.060580355976293854	0.21976816271580712
chedy	qokeey	1	sar	shedy	2.2300844944804	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190987	0.11780472426626609
chedy	qokeey	2	shedy	sor	2.442523927469909	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.05423330480572863	0.15870166628005522
chedy	qokeey	3	aiin	qotchy	2.488829010775188	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344087197	0.12487397304196834
qokedy	qol	1	sar	shey	1.2014630115421672	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966053	0.09126756996354357
qokedy	qol	2	al	sol	1.2820038171656036	261	67	0.29643777986125536	0.858441735742027	0.6666666666666666	0.5673679372867656	0.04828114967631774	0.27366425262068284	0.060580355976293854	0.2197681627158069
qokedy	qol	3	otam	qokain	1.3377089649481597	48	279	0.26714263933088594	0.8255067100094764	0.6666666666666666	0.7252566391140237	0.049622931173563235	0.026548347705070932	0.07655975024651429	0.03598388776702466
dal	ol	1	sar	shedy	2.0942560567788857	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190932	0.11780472426626587
dal	ol	2	shedy	sor	2.3066954897683947	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.054233304805727856	0.15870166628005422
dal	ol	3	aiin	qotchy	2.3530005730736736	504	62	0.2678369848179705	0.8509325591667113	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.02587165534408853	0.12487397304196834
ain	al	1	sar	shey	0.992893124780032	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966053	0.09126756996354335
ain	al	2	otam	qokain	1.1291390781860247	48	279	0.26714263933088594	0.8255067100094764	0.6666666666666666	0.7252566391140237	0.049622931173563235	0.026548347705070932	0.07655975024651429	0.03598388776702488
ain	al	3	r	shor	1.204646913844001	169	96	0.30280837040328845	0.8910199243307968	0.75	0.8034529055269104	0.011022672152387418	0.09394953353056755	0.017372847763874266	0.11786046249734239
ain	ar	1	sar	shedy	1.1001122123660783	81	434	0.29848917413377624	0.8763797025501114	0.8	0.6942966538163875	0.10521229633799443	0.0959585722469467	0.11492865526190865	0.11780472426626687
ain	ar	2	sar	shey	1.3002289428595484	81	278	0.2988736528818981	0.8763797025501114	0.75	0.705741384802897	0.12316317040947483	0.06771640343332244	0.11841276033966053	0.09126756996354446
ain	ar	3	shedy	sor	1.3125516453555872	434	51	0.25709171774324235	0.8316233399709739	0.8	0.5729284744204652	0.06224443392986947	0.13610224487939243	0.0542333048057283	0.15870166628005522
qokar	qol	1	r	shor	1.2293112851233539	169	96	0.30280837040328845	0.8910199243307968	0.75	0.8034529055269104	0.011022672152387418	0.09394953353056755	0.01737284776387482	0.11786046249734272
qokar	qol	2	sar	shol	1.4516324881119589	81	186	0.29578225524166646	0.8763797025501114	0.75	0.6819082387753062	0.11481246061702359	0.09062606633266966	0.11120879770034253	0.1282554568372154
qokar	qol	3	sar	sheey	1.5421341727788163	81	149	0.3029199042519126	0.871118965026319	0.8	0.7226952986985542	0.06440081861116377	0.1216635954460199	0.07825110397986113	0.11220458669365074
qol	qotain	1	sheey	sor	0.5589634943898967	149	51	0.26713933161692005	0.8267192258752827	0.8	0.6210863984755524	0.0762000762001143	0.1041315201750935	0.07031457923284778	0.1061914277891467
qol	qotain	2	shy	sor	0.6216303307176686	98	51	0.2621390360990506	0.7970180549332003	0.6666666666666666	0.5999247461819457	0.04264014327112208	0.14385221884408397	0.040627418967731144	0.12735230553457622
qol	qotain	3	chckhy	pchedy	0.6618874270780857	140	36	0.265530033165835	0.7871873749337261	0.6666666666666666	0.6089466079465836	0.0816496580927726	0.10599383345814889	0.10620881896638057	0.10126575667357984
okar	otain	1	r	shor	0.9237397932413243	169	96	0.30280837040328845	0.8910199243307968	0.75	0.8034529055269104	0.011022672152387418	0.09394953353056755	0.017372847763874488	0.11786046249734206
okar	otain	2	am	sar	1.0274612480961525	86	81	0.2751063875813021	0.828970836109785	0.6666666666666666	0.575385535174334	0.08226127456606226	0.1676723530035101	0.10099933745700662	0.18179631227539528
okar	otain	3	dam	saiin	1.0535096494557403	88	127	0.30528446831639167	0.8661507385723124	0.8	0.6752947265545461	0.06378198309799199	0.17677669529663687	0.0945819518563138	0.13279874347921428
