record_type	window_size	window_index	start	end	adjacent_js_distance	concentration	separation	comparisons	mean_js_distance	mean_similarity
window	50	117	1170	1220	0.16225562489182654	0.028800000000000027				
window	50	118	1180	1230	0.14490224995673062	0.028000000000000025				
window	50	119	1190	1240	0.15735337493509594	0.028800000000000023				
window	50	120	1200	1250	0.15593628043433305	0.028000000000000025				
window	50	121	1210	1260	0.1553560655328985	0.02960000000000002				
window	50	122	1220	1270	0.1198398756899649	0.031200000000000023				
window	50	123	1230	1280	0.18248650075486894	0.02720000000000002				
window	50	124	1240	1290	0.16390359525563192	0.026400000000000017				
window	50	125	1250	1300	0.1563547202339972	0.028800000000000017				
window	50	126	1260	1310	0.1412569701907278	0.028800000000000017				
window	50	127	1270	1320	0.1663900960105008	0.027200000000000016				
window	50	128	1280	1330	0.17145247027726662	0.02880000000000002				
window	50	129	1290	1340	0.1602583154896291	0.02640000000000002				
window	50	130	1300	1350	0.17635472023399723	0.02400000000000002				
window	50	131	1310	1360	0.16980449991346136	0.022400000000000007				
window	50	132	1320	1370	0.19245112497836536	0.024000000000000007				
window	50	133	1330	1380	0.18490224995673066	0.023200000000000012				
window	50	134	1340	1390	0.18490224995673066	0.023200000000000005				
window	50	135	1350	1400	0.16490224995673064	0.022400000000000007				
window	50	136	1360	1410	0.16490224995673064	0.024800000000000006				
window	50	137	1370	1420	0.19245112497836536	0.023200000000000012				
window	50	138	1380	1430	0.18390359525563194	0.025600000000000008				
window	50	139	1390	1440	0.17735337493509595	0.024800000000000006				
window	50	140	1400	1450	0.14854752972273344	0.028800000000000003				
window	50	141	1410	1460	0.14364527976600283	0.025600000000000005				
window	50	142	1420	1470	0.18390359525563194	0.028000000000000018				
window	50	143	1430	1480	0.14	0.03360000000000001				
window	50	144	1440	1490	0.1745602719931667	0.03999999999999998				
window	50	145	1450	1500	0.16390359525563192	0.037599999999999974				
window	50	146	1460	1510	0.14190628585343434	0.026400000000000024				
window	50	147	1470	1520	0.168156529549656	0.02880000000000003				
window	50	148	1480	1530	0.15203268517870117	0.024800000000000016				
window	50	149	1490	1540	0.14225562489182664	0.025600000000000022				
window	50	150	1500	1550	0.16980449991346136	0.025600000000000015				
window	50	151	1510	1560	0.18490224995673066	0.025600000000000015				
window	50	152	1520	1570	0.16225562489182654	0.024800000000000016				
window	50	153	1530	1580	0.1439035952556319	0.02400000000000001				
window	50	154	1540	1590	0.18490224995673066	0.024000000000000007				
window	50	155	1550	1600	0.1563547202339972	0.022400000000000014				
window	50	156	1560	1610	0.17735337493509595	0.021600000000000005				
window	50	157	1570	1620	0.16490224995673064	0.021600000000000005				
window	50	158	1580	1630	0.16490224995673064	0.0216				
window	50	159	1590	1640	0.1563547202339972	0.023200000000000016				
window	50	160	1600	1650	0.16083853039106366	0.027200000000000026				
window	50	161	1610	1660	0.1757054045712907	0.03200000000000003				
window	50	162	1620	1670	0.18325427959292528	0.02800000000000003				
window	50	163	1630	1680	0.17858290549923717	0.028000000000000025				
window	50	164	1640	1690	0.13983987568996492	0.02640000000000002				
window	50	165	1650	1700	0.1514524702772666	0.028800000000000027				
window	50	166	1660	1710	0.16348515545596776	0.02560000000000002				
window	50	167	1670	1720	0.18000000000000005	0.025600000000000022				
window	50	168	1680	1730	0.16364527976600285	0.029600000000000033				
window	50	169	1690	1740	0.17609640474436816	0.02560000000000002				
window	50	170	1700	1750	0.1563547202339972	0.024800000000000013				
window	50	171	1710	1760	0.1563547202339972	0.025600000000000026				
window	50	172	1720	1770	0.18390359525563194	0.028000000000000018				
window	50	173	1730	1780	0.1488058452123625	0.03120000000000002				
window	50	174	1740	1790	0.1312923459672315	0.028000000000000025				
window	50	175	1750	1800	0.1829049405545331	0.028800000000000023				
window	50	176	1760	1810	0.13735337493509592	0.03280000000000002				
window	50	177	1770	1820	0.1555589266942654	0.0368				
window	50	178	1780	1830	0.13735337493509592	0.036				
window	50	179	1790	1840	0.12822728110266324	0.04799999999999994				
window	50	180	1800	1850	0.14293238018111976	0.04159999999999997				
window	50	181	1810	1860	0.12691015146295692	0.03839999999999997				
window	50	182	1820	1870	0.17065667673753482	0.03440000000000001				
window	50	183	1830	1880	0.1249022499567306	0.0344				
window	50	184	1840	1890	0.12390359525563188	0.03360000000000001				
window	50	185	1850	1900	0.15222024911532295	0.04159999999999996				
window	50	186	1860	1910	0.13571599667531942	0.0392				
window	50	187	1870	1920	0.13983987568996492	0.04239999999999997				
window	50	188	1880	1930	0.1463900960105009	0.04319999999999998				
window	50	189	1890	1940	0.11535606553289846	0.03520000000000001				
window	50	190	1900	1950	0.1437434709455968	0.029600000000000022				
window	50	191	1910	1960	0.168156529549656	0.030400000000000028				
window	50	192	1920	1970	0.1439035952556319	0.031200000000000023				
window	50	193	1930	1980	0.16225562489182654	0.026400000000000024				
window	50	194	1940	1990	0.14348515545596774	0.027200000000000005				
window	50	195	1950	2000	0.17635472023399723	0.027200000000000005				
window	50	196	1960	2010	0.14980449991346134	0.027200000000000012				
window	50	197	1970	2020	0.16125697019072782	0.025600000000000005				
window	50	198	1980	2030	0.16980449991346136	0.025600000000000005				
window	50	199	1990	2040	0.12225562489182662	0.024000000000000014				
window	50	200	2000	2050	0.18000000000000005	0.02480000000000001				
window	50	201	2010	2060	0.16390359525563192	0.027200000000000005				
window	50	202	2020	2070	0.14225562489182653	0.02480000000000001				
window	50	203	2030	2080	0.15735337493509594	0.024000000000000007				
window	50	204	2040	2090	0.14838740541269835	0.027200000000000005				
window	50	205	2050	2100	0.16980449991346136	0.024800000000000006				
window	50	206	2060	2110	0.15735337493509594	0.028000000000000004				
window	50	207	2070	2120	0.1563547202339972	0.03360000000000001				
window	50	208	2080	2130	0.16390359525563192	0.03280000000000001				
window	50	209	2090	2140	0.15593628043433305	0.02880000000000002				
window	50	210	2100	2150	0.17635472023399723	0.027200000000000023				
window	50	211	2110	2160	0.17999999999999994	0.026400000000000024				
window	50	212	2120	2170	0.16225562489182654	0.024000000000000014				
window	50	213	2130	2180	0.17593628043433307	0.026400000000000024				
window	50	214	2140	2190	0.18490224995673066	0.027200000000000033				
window	50	215	2150	2200	0.1908031546145601	0.030400000000000035				
window	50	216	2160	2210	0.1555589266942654	0.03759999999999998				
window	50	217	2170	2220	0.1553560655328985	0.02960000000000003				
window	50	218	2180	2230	0.15958156020033587	0.03280000000000002				
window	50	219	2190	2240	0.15470674987019195	0.04239999999999995				
window	50	220	2200	2250	0.15126433126555605	0.0352				
window	50	221	2210	2260	0.12815652954965595	0.029600000000000022				
window	50	222	2220	2270	0.1818371850921625	0.031200000000000026				
window	50	223	2230	2280	0.14325427959292536	0.028800000000000023				
window	50	224	2240	2290	0.17245112497836534	0.027200000000000012				
window	50	225	2250	2300	0.17835202963619468	0.032800000000000024				
window	50	226	2260	2310	0.15428831007052768	0.03280000000000002				
window	50	227	2270	2320	0.16838740541269837	0.030400000000000024				
window	50	228	2280	2330	0.16880584521236253	0.028000000000000025				
window	50	229	2290	2340	0.16490224995673064	0.028000000000000025				
window	50	230	2300	2350	0.12980449991346132	0.024000000000000007				
window	50	231	2310	2360	0.16225562489182666	0.02320000000000001				
window	50	232	2320	2370	0.18490224995673066	0.023200000000000005				
window	50	233	2330	2380	0.17245112497836534	0.02400000000000001				
window	50	234	2340	2390	0.15735337493509594	0.022400000000000007				
window	50	235	2350	2400	0.14980449991346134	0.02720000000000002				
window	50	236	2360	2410	0.1527094404679944	0.028800000000000017				
window	50	237	2370	2420	0.15593628043433305	0.030400000000000024				
window	50	238	2380	2430	0.10351259508255439	0.04079999999999997				
window	50	239	2390	2440	0.13819190532615955	0.036799999999999986				
window	50	240	2400	2450	0.20000000000000007	0.03599999999999999				
window	50	241	2410	2460	0.15593628043433305	0.03360000000000001				
window	50	242	2420	2470	0.16083853039106366	0.027200000000000016				
window	50	243	2430	2480	0.1478071905112638	0.024800000000000013				
window	50	244	2440	2490	0.16490224995673064	0.023200000000000012				
window	50	245	2450	2500	0.16490224995673064	0.023200000000000016				
window	50	246	2460	2510	0.20000000000000007	0.024000000000000018				
window	50	247	2470	2520	0.16225562489182654	0.023200000000000012				
window	50	248	2480	2530	0.16880584521236253	0.024000000000000014				
window	50	249	2490	2540	0.18390359525563194	0.026400000000000028				
window	50	250	2500	2550	0.18490224995673066	0.02720000000000002				
window	50	251	2510	2560	0.1553560655328985	0.02560000000000001				
window	50	252	2520	2570	0.17103403047760246	0.030400000000000017				
window	50	253	2530	2580	0.1249022499567306	0.03040000000000002				
window	50	254	2540	2590	0.1678071905112638	0.030400000000000028				
window	50	255	2550	2600	0.18490224995673066	0.02640000000000002				
window	50	256	2560	2610	0.16754887502163474	0.024000000000000014				
window	50	257	2570	2620	0.14980449991346134	0.021600000000000005				
window	50	258	2580	2630	0.15735337493509594	0.020800000000000003				
window	50	259	2590	2640	0.20000000000000007	0.020800000000000003				
window	50	260	2600	2650	0.20000000000000007	0.020800000000000003				
window	50	261	2610	2660	0.18000000000000005	0.020800000000000003				
window	50	262	2620	2670	0.18490224995673066	0.0208				
window	50	263	2630	2680	0.18000000000000005	0.0208				
window	50	264	2640	2690	0.19245112497836536	0.02240000000000001				
window	50	265	2650	2700	0.18490224995673066	0.024000000000000014				
window	50	266	2660	2710	0.16980449991346125	0.024000000000000018				
window	50	267	2670	2720	0.17735337493509595	0.023200000000000012				
window	50	268	2680	2730	0.15735337493509594	0.02240000000000001				
window	50	269	2690	2740	0.17900134529890122	0.025600000000000008				
window	50	270	2700	2750	0.17245112497836534	0.02480000000000001				
window	50	271	2710	2760	0.17593628043433307	0.028800000000000013				
window	50	272	2720	2770	0.17245112497836534	0.02960000000000001				
window	50	273	2730	2780	0.17470674987019197	0.03200000000000002				
window	50	274	2740	2790	0.15570540457129067	0.02880000000000002				
window	50	275	2750	2800	0.16083853039106366	0.026400000000000014				
window	50	276	2760	2810	0.16880584521236253	0.02400000000000001				
window	50	277	2770	2820	0.17635472023399723	0.025600000000000015				
window	50	278	2780	2830	0.11635472023399718	0.026400000000000017				
window	50	279	2790	2840	0.16980449991346136	0.026400000000000017				
window	50	280	2800	2850	0.1488058452123625	0.02720000000000002				
window	50	281	2810	2860	0.1602583154896291	0.02640000000000002				
window	50	282	2820	2870	0.12780719051126377	0.026400000000000017				
window	50	283	2830	2880	0.11470674987019192	0.024800000000000013				
window	50	284	2840	2890	0.14838740541269835	0.028000000000000018				
window	50	285	2850	2900	0.16980449991346125	0.02400000000000001				
window	50	286	2860	2910	0.16490224995673064	0.02640000000000001				
window	50	287	2870	2920	0.16348515545596776	0.028000000000000014				
window	50	288	2880	2930	0.14838740541269835	0.024800000000000013				
window	50	289	2890	2940	0.18000000000000005	0.02560000000000001				
window	50	290	2900	2950	0.18348515545596777	0.02880000000000002				
window	50	291	2910	2960	0.16980449991346125	0.024000000000000014				
window	50	292	2920	2970	0.1337080951690932	0.027200000000000016				
window	50	293	2930	2980	0.18390359525563194	0.028000000000000018				
window	50	294	2940	2990	0.12780719051126377	0.02880000000000001				
window	50	295	2950	3000	0.15370809516909312	0.04000000000000001				
window	50	296	2960	3010	0.16490224995673064	0.041600000000000005				
window	50	297	2970	3020	0.07784256628776742	0.041600000000000005				
window	50	298	2980	3030	0.13314317749240367	0.03760000000000001				
window	50	299	2990	3040	0.14025831548962908	0.033600000000000026				
window	50	300	3000	3050	0.14099865470109874	0.02880000000000002				
window	50	301	3010	3060	0.15609640474436814	0.032800000000000024				
window	50	302	3020	3070	0.17245112497836534	0.03200000000000003				
window	50	303	3030	3080	0.16490224995673064	0.029600000000000033				
window	50	304	3040	3090	0.140461176650996	0.036000000000000004				
window	50	305	3050	3100	0.14691015146295694	0.04239999999999998				
window	50	306	3060	3110	0.16241574920186175	0.030400000000000035				
window	50	307	3070	3120	0.16325427959292538	0.028000000000000025				
window	50	308	3080	3130	0.17735337493509595	0.025600000000000022				
window	50	309	3090	3140	0.18490224995673066	0.020800000000000003				
window	50	310	3100	3150	0.16000000000000003	0.02				
window	50	311	3110	3160	0.19245112497836536	0.023200000000000012				
window	50	312	3120	3170	0.19245112497836536	0.022400000000000014				
window	50	313	3130	3180	0.20000000000000007	0.02240000000000001				
window	50	314	3140	3190	0.19245112497836536	0.023200000000000012				
window	50	315	3150	3200	0.17103403047760235	0.02880000000000003				
window	50	316	3160	3210	0.1563547202339972	0.02320000000000001				
window	50	317	3170	3220	0.18000000000000005	0.024800000000000016				
window	50	318	3180	3230	0.19145247027726664	0.02320000000000001				
window	50	319	3190	3240	0.16390359525563192	0.0256				
window	50	320	3200	3250	0.17245112497836534	0.023999999999999997				
window	50	321	3210	3260	0.18390359525563194	0.026399999999999996				
window	50	322	3220	3270	0.16738875071159964	0.031200000000000002				
window	50	323	3230	3280	0.14738875071159963	0.028000000000000008				
window	50	324	3240	3290	0.1639035952556318	0.026400000000000017				
window	50	325	3250	3300	0.17245112497836534	0.02720000000000002				
window	50	326	3260	3310	0.1363547202339972	0.02720000000000002				
window	50	327	3270	3320	0.14348515545596774	0.030400000000000017				
window	50	328	3280	3330	0.15593628043433305	0.03120000000000002				
window	50	329	3290	3340	0.15451918593357006	0.02880000000000002				
window	50	330	3300	3350	0.17635472023399723	0.02880000000000002				
window	50	331	3310	3360	0.17635472023399723	0.025600000000000015				
window	50	332	3320	3370	0.15735337493509594	0.024800000000000013				
window	50	333	3330	3380	0.18000000000000005	0.02560000000000001				
window	50	334	3340	3390	0.16390359525563192	0.0224				
window	50	335	3350	3400	0.18490224995673066	0.024				
window	50	336	3360	3410	0.18490224995673066	0.02640000000000001				
window	50	337	3370	3420	0.14680853581016506	0.033600000000000005				
window	50	338	3380	3430	0.15999999999999992	0.03679999999999999				
window	50	339	3390	3440	0.1338682194791282	0.04399999999999996				
window	50	340	3400	3450	0.17810430625059448	0.04239999999999997				
window	50	341	3410	3460	0.1563547202339972	0.03999999999999999				
window	50	342	3420	3470	0.1563547202339972	0.03760000000000001				
window	50	343	3430	3480	0.14701139697153198	0.03200000000000002				
window	50	344	3440	3490	0.17080315461456008	0.028800000000000017				
window	50	345	3450	3500	0.15333074142902559	0.03999999999999998				
window	50	346	3460	3510	0.16300655620732507	0.03600000000000001				
window	50	347	3470	3520	0.14490224995673062	0.034400000000000014				
window	50	348	3480	3530	0.14801005167263082	0.032800000000000024				
window	50	349	3490	3540	0.16390359525563192	0.03360000000000002				
window	50	350	3500	3550	0.0934497796794641	0.026400000000000024				
window	50	351	3510	3560	0.15942143589030078	0.03200000000000002				
window	50	352	3520	3570	0.16348515545596776	0.03040000000000003				
window	50	353	3530	3580	0.16880584521236253	0.028000000000000025				
window	50	354	3540	3590	0.16083853039106366	0.025600000000000015				
window	50	355	3550	3600	0.14980449991346134	0.025600000000000008				
window	50	356	3560	3610	0.15735337493509594	0.0264				
window	50	357	3570	3620	0.15593628043433305	0.028800000000000017				
window	50	358	3580	3630	0.14715787484855725	0.03200000000000003				
window	50	359	3590	3640	0.1631078017159001	0.036799999999999986				
window	50	360	3600	3650	0.14490224995673062	0.036799999999999986				
window	50	361	3610	3660	0.13445902648459152	0.03919999999999998				
window	50	362	3620	3670	0.14790880616405566	0.03440000000000001				
window	50	363	3630	3680	0.16601274227043328	0.032800000000000024				
window	50	364	3640	3690	0.1832542795929254	0.03200000000000002				
window	50	365	3650	3700	0.1745191859335702	0.03280000000000002				
window	50	366	3660	3710	0.13103403047760231	0.030400000000000017				
window	50	367	3670	3720	0.13535606553289847	0.028000000000000014				
window	50	368	3680	3730	0.18490224995673066	0.028800000000000013				
window	50	369	3690	3740	0.1478071905112638	0.02800000000000001				
window	50	370	3700	3750	0.14980449991346134	0.026400000000000014				
window	50	371	3710	3760	0.1678071905112638	0.028800000000000017				
window	50	372	3720	3770	0.16980449991346136	0.02880000000000002				
window	50	373	3730	3780	0.15800269059780248	0.025600000000000015				
window	50	374	3740	3790	0.1337080951690931	0.024800000000000013				
window	50	375	3750	3800	0.15370809516909323	0.02560000000000001				
window	50	376	3760	3810	0.16854752972273346	0.02960000000000003				
window	50	377	3770	3820	0.17735337493509595	0.031200000000000037				
window	50	378	3780	3830	0.14854752972273344	0.02720000000000003				
window	50	379	3790	3840	0.13470674987019193	0.02560000000000002				
window	50	380	3800	3850	0.16125697019072782	0.025600000000000015				
window	50	381	3810	3860	0.1563547202339972	0.025600000000000005				
window	50	382	3820	3870	0.16490224995673064	0.024800000000000003				
window	50	383	3830	3880	0.19245112497836536	0.024000000000000004				
window	50	384	3840	3890	0.19245112497836536	0.023200000000000012				
window	50	385	3850	3900	0.1563547202339972	0.023200000000000012				
window	50	386	3860	3910	0.16125697019072782	0.0232				
window	50	387	3870	3920	0.15609640474436814	0.0296				
window	50	388	3880	3930	0.17735337493509595	0.03040000000000001				
window	50	389	3890	3940	0.14815652954965597	0.031200000000000012				
window	50	390	3900	3950	0.16183718509216238	0.034399999999999986				
window	50	391	3910	3960	0.1908031546145601	0.031200000000000012				
window	50	392	3920	3970	0.17735337493509595	0.026400000000000014				
window	50	393	3930	3980	0.19145247027726664	0.024800000000000006				
window	50	394	3940	3990	0.19245112497836536	0.022400000000000003				
window	50	395	3950	4000	0.18000000000000005	0.02				
window	50	396	3960	4010	0.19245112497836536	0.020800000000000003				
window	50	397	3970	4020	0.20000000000000007	0.020800000000000003				
window	50	398	3980	4030	0.18000000000000005	0.023999999999999997				
window	50	399	3990	4040	0.18348515545596777	0.025599999999999998				
window	50	400	4000	4050	0.19245112497836536	0.027200000000000002				
window	50	401	4010	4060	0.18490224995673066	0.025599999999999998				
window	50	402	4020	4070	0.18248650075486894	0.026400000000000003				
window	50	403	4030	4080	0.17119415478763744	0.030400000000000035				
window	50	404	4040	4090	0.19065667673753484	0.03440000000000001				
window	50	405	4050	4100	0.13456027199316667	0.032800000000000024				
window	50	406	4060	4110	0.16835996578611168	0.05359999999999993				
window	50	407	4070	4120	0.15037983206426309	0.05679999999999994				
window	50	408	4080	4130	0.14490224995673062	0.05759999999999994				
window	50	409	4090	4140	0.16773320699935912	0.05279999999999994				
window	50	410	4100	4150	0.17245112497836534	0.051999999999999935				
window	50	411	4110	4160	0.16081109076447697	0.03040000000000003				
window	50	412	4120	4170	0.16854752972273346	0.023200000000000012				
window	50	413	4130	4180	0.15509775004326942	0.025599999999999998				
window	50	414	4140	4190	0.16348515545596776	0.029600000000000005				
window	50	415	4150	4200	0.15203268517870117	0.03759999999999998				
window	50	416	4160	4210	0.17470674987019197	0.03999999999999997				
window	50	417	4170	4220	0.13666941900796803	0.05359999999999998				
window	50	418	4180	4230	0.13356161729206795	0.03999999999999997				
window	50	419	4190	4240	0.14715787484855725	0.03439999999999998				
window	50	420	4200	4250	0.1412569701907278	0.02880000000000001				
window	50	421	4210	4260	0.15493762573323422	0.02720000000000001				
window	50	422	4220	4270	0.14025831548962908	0.024000000000000007				
window	50	423	4230	4280	0.17635472023399723	0.02480000000000001				
window	50	424	4240	4290	0.18000000000000005	0.02560000000000001				
window	50	425	4250	4300	0.13435741083179964	0.02880000000000001				
window	50	426	4260	4310	0.1663900960105008	0.027200000000000023				
window	50	427	4270	4320	0.17593628043433307	0.024800000000000013				
window	50	428	4280	4330	0.18490224995673066	0.024800000000000016				
window	50	429	4290	4340	0.19103403047760237	0.026400000000000028				
window	50	430	4300	4350	0.15470674987019195	0.024800000000000006				
window	50	431	4310	4360	0.16390359525563192	0.025600000000000008				
window	50	432	4320	4370	0.17635472023399723	0.02720000000000001				
window	50	433	4330	4380	0.15942143589030078	0.034400000000000014				
window	50	434	4340	4390	0.15064303030452497	0.03600000000000002				
window	50	435	4350	4400	0.11761169042472497	0.035200000000000016				
window	50	436	4360	4410	0.12025831548962906	0.03440000000000001				
window	50	437	4370	4420	0.1198398756899649	0.037599999999999995				
window	50	438	4380	4430	0.1653914413094021	0.030400000000000024				
window	50	439	4390	4440	0.17493762573323424	0.02720000000000002				
window	50	440	4400	4450	0.1488058452123625	0.024800000000000013				
window	50	441	4410	4460	0.16490224995673064	0.024800000000000013				
window	50	442	4420	4470	0.19245112497836536	0.024000000000000014				
window	50	443	4430	4480	0.17245112497836534	0.024800000000000016				
window	50	444	4440	4490	0.17245112497836534	0.021600000000000008				
window	50	445	4450	4500	0.19245112497836536	0.0216				
window	50	446	4460	4510	0.17245112497836534	0.024800000000000006				
window	50	447	4470	4520	0.17103403047760235	0.028000000000000014				
window	50	448	4480	4530	0.17245112497836534	0.02880000000000002				
window	50	449	4490	4540	0.18490224995673066	0.028800000000000013				
window	50	450	4500	4550	0.17858290549923705	0.028000000000000014				
window	50	451	4510	4560	0.14490224995673062	0.024800000000000006				
window	50	452	4520	4570	0.15735337493509594	0.027200000000000012				
window	50	453	4530	4580	0.13270944046799438	0.02720000000000002				
window	50	454	4540	4590	0.16125697019072782	0.03440000000000001				
window	50	455	4550	4600	0.1439035952556319	0.036799999999999986				
window	50	456	4560	4610	0.1678071905112638	0.03519999999999999				
window	50	457	4570	4620	0.13570540457129066	0.0336				
window	50	458	4580	4630	0.16390359525563192	0.03280000000000002				
