record_type	token_a	token_b	control	parameter	observed_gain	control_mean	control_p95	percentile	mean_gain_full	mean_gain_ablated
pair	ar	ol	generic_smoothing_ablated		0.1470427004052231	0.5526581240846821	0.5538235871156526	0		
pair	dal	ol	random_space		0.056246767488566426	0.06182973576378194	0.06454867429507347	0		
pair	dal	ol	generic_smoothing		0.056246767488566426	0.5610191423238148	0.5629021682271347	0		
pair	dal	ol	random_space_ablated		0.1561597633077857	0.168817576584516	0.1715163753524481	0		
pair	dal	ol	generic_smoothing_ablated		0.1561597633077857	0.5470519699529376	0.5482081259892183	0		
pair	qokain	qol	random_space		0.10592389577023775	0.11195259993895956	0.1167386817068706	2		
pair	qokain	qol	generic_smoothing		0.10592389577023775	0.5393685470927976	0.5440606670550405	0		
pair	qokain	qol	random_space_ablated		0.246860650986032	0.25781660873431156	0.26160940223308166	0		
pair	qokain	qol	generic_smoothing_ablated		0.246860650986032	0.5381891998449287	0.540508385810957	0		
pair	aiin	ar	random_space		0.04175349943059423	0.04830959372516769	0.050943230681423105	0		
pair	aiin	ar	generic_smoothing		0.04175349943059423	0.5672380649814505	0.5693790828577292	0		
pair	aiin	ar	random_space_ablated		0.13480830751514367	0.14636121334057853	0.14907426728314932	0		
pair	aiin	ar	generic_smoothing_ablated		0.13480830751514367	0.5660422759827167	0.5671642457475408	0		
pair	or	s	random_space		0.05385989910364597	0.057879155951536546	0.06091364789100917	1		
pair	or	s	generic_smoothing		0.05385989910364597	0.5664722553908806	0.5687701968163195	0		
pair	or	s	random_space_ablated		0.1443920406437758	0.15627294137278705	0.15879999032980657	0		
pair	or	s	generic_smoothing_ablated		0.1443920406437758	0.5587811379681367	0.5600904244629508	0		
pair	r	s	random_space		0.06278021217989507	0.06664462968325088	0.06998869033103046	3.5		
pair	r	s	generic_smoothing		0.06278021217989507	0.5945664341076176	0.5977829539700323	0		
pair	r	s	random_space_ablated		0.1699056733394958	0.17865541540862234	0.18153033803998259	0		
pair	r	s	generic_smoothing_ablated		0.1699056733394958	0.5828276652076025	0.5849558144537614	0		
pair	or	r	random_space		0.0696038776521449	0.07465962502041316	0.07790469893641812	1		
pair	or	r	generic_smoothing		0.0696038776521449	0.6178634468751252	0.620994387352898	0		
pair	or	r	random_space_ablated		0.1812358609048761	0.19162405879268854	0.19464913692939306	0		
pair	or	r	generic_smoothing_ablated		0.1812358609048761	0.6035149418430009	0.6051714672161898	0		
pair	okaiin	ol	random_space		0.06463902545590176	0.07307771097015969	0.07624076980275366	0		
pair	okaiin	ol	generic_smoothing		0.06463902545590176	0.5684877265422299	0.5710628782590754	0		
pair	okaiin	ol	random_space_ablated		0.1854612878228869	0.19969404571352325	0.2020778190881724	0		
pair	okaiin	ol	generic_smoothing_ablated		0.1854612878228869	0.5616854830028855	0.5631652907624233	0		
pair	chor	daiin	random_space		0.04141785446498405	0.05140836734350327	0.05496909038258642	0		
pair	chor	daiin	generic_smoothing		0.04141785446498405	0.5910719029077395	0.5930490076841749	0		
pair	chor	daiin	random_space_ablated		0.14656054145424263	0.15721721110890294	0.15993356612390935	0		
pair	chor	daiin	generic_smoothing_ablated		0.14656054145424263	0.5796893966694041	0.5810786518175493	0		
pair	qokaiin	qol	random_space		0.10894773353437645	0.11210028206083353	0.11697518078387555	16		
pair	qokaiin	qol	generic_smoothing		0.10894773353437645	0.5672543083732597	0.571622437689098	0		
pair	qokaiin	qol	random_space_ablated		0.25536602262462066	0.2680913062688858	0.2714203338879426	0		
pair	qokaiin	qol	generic_smoothing_ablated		0.25536602262462066	0.5669187738978344	0.569031895668117	0		
pair	lchedy	qokeey	random_space		0.0928735328712571	0.1007051041001873	0.10491362438716148	0		
pair	lchedy	qokeey	generic_smoothing		0.0928735328712571	0.5922495706404355	0.5951724995226739	0		
pair	lchedy	qokeey	random_space_ablated		0.22414889442748825	0.23423833992980647	0.23754535254736706	0		
pair	lchedy	qokeey	generic_smoothing_ablated		0.22414889442748825	0.5791874226448224	0.5810639411975961	0		
pair	qokedy	qol	random_space		0.12522576884528674	0.13256573181398348	0.13710777435302146	0.5		
pair	qokedy	qol	generic_smoothing		0.12522576884528674	0.5775496446603947	0.5834281245901717	0		
pair	qokedy	qol	random_space_ablated		0.2523997096447117	0.26709703138837226	0.27087378608796675	0		
pair	qokedy	qol	generic_smoothing_ablated		0.2523997096447117	0.5784150672769958	0.5803185376737627	0		
pair	lchedy	qokain	random_space		0.08901373566354838	0.10173625934891682	0.10745022065358747	0		
pair	lchedy	qokain	generic_smoothing		0.08901373566354838	0.581529731447358	0.5852256886972367	0		
pair	lchedy	qokain	random_space_ablated		0.21525839243620243	0.2248264508759926	0.22869658425562395	0		
pair	lchedy	qokain	generic_smoothing_ablated		0.21525839243620243	0.5699784614905986	0.5719897657443603	0		
pair	qokar	qol	random_space		0.11961117049393463	0.1252683869750547	0.13142186224200786	7		
pair	qokar	qol	generic_smoothing		0.11961117049393463	0.5828313407065016	0.5876296469702	0		
pair	qokar	qol	random_space_ablated		0.26405015548991045	0.27575945915961453	0.27905653157780164	0		
pair	qokar	qol	generic_smoothing_ablated		0.26405015548991045	0.5727551626285001	0.5752480471279331	0		
pair	okain	ol	random_space		0.08210868288107875	0.09481043884701522	0.09936288948455965	0		
pair	okain	ol	generic_smoothing		0.08210868288107875	0.6153195613382832	0.6181669958425269	0		
pair	okain	ol	random_space_ablated		0.21850044401213636	0.23028225811851208	0.23336770372335697	0		
pair	okain	ol	generic_smoothing_ablated		0.21850044401213636	0.6041831775043349	0.6060780875350273	0		
pair	lchedy	qol	random_space		0.13426669634400248	0.13602257466364856	0.14194942947852832	31.5		
pair	lchedy	qol	generic_smoothing		0.13426669634400248	0.595778339615785	0.6006650801427054	0		
pair	lchedy	qol	random_space_ablated		0.26702312681108775	0.27926474797820217	0.2833096519724472	0		
pair	lchedy	qol	generic_smoothing_ablated		0.26702312681108775	0.592253800853157	0.5948069994165792	0		
pair	lchedy	qokar	random_space		0.10920397054047706	0.1210736761217943	0.12727908387431086	0		
pair	lchedy	qokar	generic_smoothing		0.10920397054047706	0.6319824145497287	0.6357046282775365	0		
pair	lchedy	qokar	random_space_ablated		0.2518383749759623	0.2658535247880537	0.2700013851607709	0		
pair	lchedy	qokar	generic_smoothing_ablated		0.2518383749759623	0.6144888770079526	0.6171888870033495	0		
pair	daiin	dol	random_space		0.07947472111875079	0.08660023908324475	0.09016238501837541	0		
pair	daiin	dol	generic_smoothing		0.07947472111875079	0.6544079754803092	0.6569853787976477	0		
pair	daiin	dol	random_space_ablated		0.19821757322692113	0.21056643821019003	0.21338413568728792	0		
pair	daiin	dol	generic_smoothing_ablated		0.19821757322692113	0.6435723009707399	0.6451633697119158	0		
pair	chol	cthy	random_space		0.057142494570348125	0.06353638240719493	0.06773125637489523	1		
pair	chol	cthy	generic_smoothing		0.057142494570348125	0.6564627659197445	0.6586056892875161	0		
pair	chol	cthy	random_space_ablated		0.18994607162760657	0.19958846552239962	0.20337396693884474	0		
pair	chol	cthy	generic_smoothing_ablated		0.18994607162760657	0.620682280488936	0.623624587907185	0		
pair	ain	ar	random_space		0.08507520804316623	0.09098210193902617	0.09470120565598819	0.5		
pair	ain	ar	generic_smoothing		0.08507520804316623	0.6587146009347385	0.6622215406620524	0		
pair	ain	ar	random_space_ablated		0.21101810040392216	0.22033051876648888	0.22395825534279917	0		
pair	ain	ar	generic_smoothing_ablated		0.21101810040392216	0.6458900763809798	0.6477298724860562	0		
pair	qol	qotain	random_space		0.13970353523218298	0.14033021250743163	0.14737144427915205	47		
pair	qol	qotain	generic_smoothing		0.13970353523218298	0.6143259697863045	0.6206459206466737	0		
pair	qol	qotain	random_space_ablated		0.3248228390896017	0.33108305247172104	0.33540580822197275	0		
pair	qol	qotain	generic_smoothing_ablated		0.3248228390896017	0.6334460959880562	0.6368731676107643	0		
pair	ain	al	random_space		0.09053168081909928	0.0979404715512804	0.10238798652722032	0		
pair	ain	al	generic_smoothing		0.09053168081909928	0.6962201162941826	0.6992384450301706	0		
pair	ain	al	random_space_ablated		0.22107068534211494	0.23462600582523788	0.23796737814104504	0		
pair	ain	al	generic_smoothing_ablated		0.22107068534211494	0.6826376545900595	0.6847887543386371	0		
pair	okar	otain	random_space		0.10759178199426374	0.121695501414469	0.1286583284641155	0		
pair	okar	otain	generic_smoothing		0.10759178199426374	0.6909376327081322	0.6960787839826434	0		
pair	okar	otain	random_space_ablated		0.27160290903943196	0.28276441491938253	0.28686061691993164	0		
pair	okar	otain	generic_smoothing_ablated		0.27160290903943196	0.7006092661393778	0.7031672531366208	0		
sweep			threshold	0.5					0.19836111872077328	0.33234256162212616
sweep			threshold	0.6					0.11102642520987721	0.26421287090508827
sweep			threshold	0.65					0.07789374063462225	0.19894264811085555
sweep			threshold	0.7					0.03845801200437484	0.13199126812074127
sweep			threshold	0.75					0.01716015955731163	0.08389590703002374
sweep			knn	3					0.18580898380099198	0.2157155607556213
sweep			knn	5					0.21989948157869413	0.25286191034240774
sweep			knn	10					0.2572765726804611	0.2916922766913028
sweep			knn	20					0.2830718588068623	0.3181655154923427
sweep			family_control	0					0.05274035203310907	0.05274035203310907
shuffle			global		0.07052069041296921				0.3898446602945349	
shuffle			line-preserving		0.09639808104634456				0.4155765102587383	
