token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
sheey	shey	149	278	0.6783690496046663	0.927459582949032	0.9676188998835689	0.4730530885880246	0.5944351603424053	0.9859815172838252	0.8965069119832414	0.899890319580029	2.782378748847096	0.6875685640988759	1	0.2	0.8	3	2	1	0.12583197516637498
chol	cthol	395	56	0.7469764180461222	0.8409432837330609	0.9395995055994772	0.5882120123269607	0.713117736211929	0.9632474830304645	0.7759140617731869	0.7836683063955315	2.522829851199183	0.7611756290971372	1	0.2	0.8	1	3	1	0.12563296037257315
chedy	cheey	506	183	0.6619940327891966	0.9331850161618348	0.9495052556971926	0.5378116872747721	0.4986651553956246	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6703126795463417	1	0.2	0.8	3	1	0	0.12355258243748493
qokedy	qotedy	276	89	0.6653141197033642	0.8845369134060542	0.9536760288140512	0.5748584041952849	0.4674079261007566	0.9762021567796695	0.835873189847681	0.8415353935908123	2.653610740218163	0.6801410658795763	1	0.16666666666666666	0.8333333333333334	2	3	0	0.0980824829813133
chol	shol	395	186	0.6928824918011086	0.9331850161618348	0.9436068592845926	0.5153934227800838	0.6196471933386489	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.7002132225847935	1	0.25	0.75	0	3	0	0.16164688982741748
chdy	chedy	146	506	0.6539832732412695	0.9258159572205557	0.9558132592943371	0.5478301148305529	0.4583064455989185	0.9855973577216235	0.8941915940558761	0.8976589198841674	2.777447871661667	0.6636722129792529	1	0.2	0.8	2	2	1	0.12109363002441963
qokal	qotal	197	59	0.7097902489019576	0.8460844546253593	0.9428493380686844	0.4763356172879845	0.7101857913492042	0.964852810868845	0.7829449893380543	0.7904555636691786	2.538253363876078	0.7264939564800208	1	0.2	0.8	2	2	0	0.12010849912812219
qokain	qotain	279	60	0.6763423208882275	0.8477314557994967	0.9348641982530346	0.5957538371959961	0.498408927215652	0.9653692597991269	0.7851959902450775	0.7926291173542857	2.54319436739849	0.6941373156177185	1	0.16666666666666666	0.8333333333333334	2	3	0	0.09555944338423124
chedy	cheedy	506	59	0.6626875695244151	0.8460844546253593	0.88017844366034	0.6562744210811683	0.4516098438317368	0.964852810868845	0.7829449893380543	0.7904555636691786	2.538253363876078	0.677649817465826	1	0.16666666666666666	0.8333333333333334	3	3	1	0.09344827514134493
okar	otar	140	152	0.6574600708669185	0.9183574230588274	0.936133373210969	0.4138510060564531	0.6223958333333334	0.9838390162245443	0.8836949866552852	0.8875382662966528	2.755072269176482	0.667540643369706	1	0.25	0.75	1	2	0	0.15094583411135432
chy	cthy	164	103	0.6527167054700959	0.8969891745201726	0.9458137254404475	0.4699263386124744	0.5424100523573656	0.9789845700146655	0.8535007169297772	0.858482236616075	2.6909675235605177	0.6661800595657376	1	0.25	0.75	1	2	1	0.14636995470878697
aiiin	aiin	47	504	0.6596618177104037	0.8233682667138827	0.8644996927225115	0.7421298941090009	0.3723558662996985	0.9578382100086524	0.7518282297321979	0.7604383604007979	2.470104800141648	0.6757440927642089	1	0.2	0.8	3	3	1	0.10862892149310888
cthol	cthor	56	43	0.6542203907379164	0.7373589033685453	0.8807599191249996	0.6454654726167648	0.4364357804719848	0.9317885398010195	0.6341515657861175	0.6461366045184985	2.212076710105636	0.6835215367779401	1	0.2	0.8	4	0	0	0.09647904597517025
