rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
33	qokedy	qokeedy	0.368177	0.932432	line	0.094203	0.605072	0.009512	5.282951	0.00990099	19.706587	0.089820	0.000000	31	23
34	chy	daiin	0.367844	0.891304	line	0.195122	0.774390	0.169179	4.489257	0.00990099	16.661417	0.070866	0.000000	22	15
35	qotchy	daiin	0.365836	0.756098	line	0.274194	0.903226	0.264760	5.131032	0.00990099	15.553571	0.035714	0.000000	5	4
36	otaiin	al	0.365426	0.885714	line	0.096774	0.445161	0.058460	4.917544	0.00990099	24.217391	0.057971	0.000000	23	12
37	chor	chy	0.365306	0.891304	line	0.071090	0.360190	0.022310	5.423873	0.00990099	21.750000	0.065789	0.000000	27	14
38	o	r	0.365249	0.894180	line	0.130653	0.331658	0.047813	11.286891	0.00990099	19.045455	0.106061	0.000000	20	25
39	qokeey	qokeedy	0.365062	0.938838	line	0.087948	0.589577	0.000000	5.212854	0.00990099	20.475138	0.049724	0.000000	30	28
40	qokaiin	qokal	0.364560	0.907834	line	0.075472	0.328302	0.024710	5.720815	0.00990099	19.597701	0.000000	0.000000	21	16
41	ar	al	0.363628	0.928826	line	0.109181	0.429280	-0.028750	9.555601	0.00990099	21.034682	0.104046	0.000000	33	37
42	dor	daiin	0.362856	0.772727	line	0.264706	0.779412	0.251734	5.040272	0.00990099	13.962264	0.037736	0.000000	7	7
43	qokain	chedy	0.360546	0.933110	line	0.114695	0.634409	0.041573	4.560794	0.00990099	22.813559	0.073446	0.000000	32	23
44	shedy	qokedy	0.360229	0.932432	line	0.096774	0.497696	-0.026414	6.584054	0.00990099	18.712963	0.097222	0.000000	30	40
45	otar	al	0.358737	0.883721	line	0.111842	0.460526	0.062034	5.125790	0.00990099	20.557143	0.071429	0.000000	18	22
46	l	r	0.358535	0.894180	line	0.079787	0.287234	-0.008970	5.282332	0.00990099	22.333333	0.092593	0.000000	20	12
47	aiin	al	0.358364	0.928826	line	0.069444	0.347222	-0.049330	5.089094	0.00990099	23.468571	0.051429	0.000000	31	39
48	qokeedy	qokeey	0.356653	0.938838	line	0.087948	0.553746	0.000000	4.726975	0.00990099	19.764706	0.052941	0.000000	34	24
49	qokain	chckhy	0.355588	0.875000	line	0.060932	0.283154	0.039503	5.464655	0.00990099	22.164557	0.126582	0.000000	15	10
50	ol	or	0.354954	0.951220	line	0.094643	0.469643	-0.041255	4.769456	0.00990099	21.087452	0.026616	0.000000	45	48
51	otaiin	otal	0.354825	0.872611	line	0.070968	0.232258	0.041771	5.154452	0.00990099	20.416667	0.138889	0.000000	20	11
52	qokaiin	otal	0.354198	0.872611	line	0.056604	0.222642	0.027407	5.293169	0.00990099	24.033898	0.067797	0.000000	21	14
53	shey	qoky	0.353794	0.878788	line	0.061151	0.251799	0.012875	4.904994	0.00990099	23.071429	0.042857	0.000000	24	14
54	ain	ar	0.352758	0.849624	line	0.150442	0.495575	0.120666	4.535536	0.019802	20.892857	0.107143	0.000000	19	8
55	qokeedy	qoky	0.352699	0.878788	line	0.055375	0.237785	0.041581	4.796583	0.00990099	20.164384	0.054795	0.000000	19	12
56	qokar	okar	0.352289	0.875000	line	0.088050	0.320755	0.073765	7.570874	0.00990099	22.313725	0.117647	0.000000	17	20
57	sar	al	0.351431	0.801980	line	0.160494	0.358025	0.156662	6.520748	0.00990099	16.172414	0.241379	0.000000	13	12
58	sho	shol	0.350733	0.862069	line	0.096000	0.384000	0.069118	5.248838	0.00990099	17.062500	0.104167	0.000000	14	18
59	sheedy	qokeedy	0.350082	0.805825	line	0.144578	0.433735	0.128292	4.955682	0.00990099	12.805556	0.250000	0.000000	13	6
60	shor	cthy	0.349077	0.827586	line	0.093750	0.322917	0.074333	6.530565	0.00990099	18.967742	0.129032	0.000000	8	11
61	sol	oly	0.348660	0.753086	line	0.089552	0.179104	0.089552	7.381789	0.00990099	25.666667	0.000000	0.000000	10	7
62	r	l	0.348375	0.894180	line	0.088757	0.242604	0.008970	5.214177	0.00990099	20.658537	0.024390	0.000000	17	15
63	qol	shedy	0.347784	0.876543	line	0.147887	0.767606	0.101804	4.627096	0.00990099	19.266055	0.091743	0.000000	18	18
64	qokeey	okeey	0.347510	0.901961	line	0.078176	0.413681	-0.019650	6.826308	0.00990099	22.322835	0.055118	0.000000	24	24
65	shey	ol	0.347509	0.932886	line	0.133094	0.633094	0.093808	4.266172	0.00990099	20.306818	0.022727	0.000000	34	32
66	okedy	qoky	0.347340	0.857143	line	0.075000	0.275000	0.075000	4.994668	0.00990099	25.181818	0.121212	0.000000	7	15
67	sho	s	0.347207	0.862069	line	0.112000	0.536000	0.094857	4.423097	0.00990099	23.955224	0.000000	0.000000	19	11
68	or	am	0.347090	0.811321	line	0.043590	0.135897	0.043590	6.085191	0.00990099	23.528302	0.075472	0.000000	11	8
69	chedy	qokain	0.346874	0.933110	line	0.073123	0.393281	-0.041573	4.866575	0.00990099	21.793970	0.090452	0.000000	27	29
70	sheedy	qokedy	0.344875	0.805825	line	0.132530	0.385542	0.121661	5.636466	0.00990099	17.812500	0.156250	0.000000	13	9
71	sol	shey	0.344761	0.770115	line	0.164179	0.462687	0.160582	5.863500	0.00990099	22.419355	0.096774	0.000000	11	11
72	r	ain	0.344484	0.849624	line	0.088757	0.230769	0.071058	7.201083	0.00990099	17.333333	0.333333	0.000000	13	10
73	chor	cthy	0.344168	0.837398	line	0.066351	0.327014	0.037224	6.180788	0.00990099	19.666667	0.057971	0.000000	12	9
74	l	am	0.343195	0.811321	line	0.053191	0.164894	0.053191	5.060754	0.00990099	24.967742	0.000000	0.000000	7	16
75	r	o	0.342663	0.894180	line	0.082840	0.254438	-0.047813	5.194371	0.00990099	20.604651	0.023256	0.000000	23	21
76	okedy	otedy	0.342255	0.857143	line	0.108333	0.475000	0.047727	7.152302	0.00990099	18.771930	0.070175	0.000000	16	19
77	qokey	qoky	0.341401	0.843750	line	0.074074	0.250000	0.067178	4.649851	0.00990099	18.888889	0.037037	0.000000	18	10
78	aiin	am	0.340753	0.811321	line	0.039683	0.154762	0.016427	6.034879	0.00990099	26.179487	0.064103	0.000000	14	9
79	shedy	qokaiin	0.338923	0.929825	line	0.073733	0.375576	-0.013060	4.705217	0.00990099	20.766871	0.104294	0.000000	29	30
80	dair	al	0.337235	0.847328	line	0.108108	0.324324	0.096614	4.487348	0.00990099	21.388889	0.166667	0.000000	14	10
81	shey	qokaiin	0.336292	0.929825	line	0.079137	0.312950	0.033854	4.427721	0.00990099	18.988506	0.091954	0.000000	21	18
82	otol	oty	0.335973	0.803922	line	0.097561	0.231707	0.097561	5.941756	0.00990099	21.210526	0.157895	0.000000	13	15
83	cheo	al	0.335912	0.791667	line	0.131579	0.368421	0.120085	5.585295	0.00990099	22.428571	0.107143	0.000000	7	8
84	qokeey	lchedy	0.335710	0.852941	line	0.052117	0.267101	-0.008228	6.359987	0.00990099	22.512195	0.048780	0.000000	15	13
85	sheedy	qoteedy	0.335636	0.793814	line	0.084337	0.301205	0.084337	6.904793	0.00990099	20.400000	0.080000	0.000000	13	5
86	chol	dain	0.335443	0.914530	line	0.060759	0.341772	0.032722	4.440741	0.00990099	25.407407	0.037037	0.000000	23	16
87	oteedy	okedy	0.335214	0.841270	line	0.066038	0.198113	0.057704	5.044457	0.00990099	19.809524	0.190476	0.000000	8	7
88	chedy	qol	0.334572	0.876543	line	0.045455	0.286561	-0.158771	5.172555	0.00990099	22.082759	0.089655	0.000000	24	18
89	dshedy	shedy	0.333661	0.629630	line	0.294118	0.735294	0.294118	6.055164	0.00990099	16.040000	0.040000	0.000000	3	1
90	qokeedy	lchedy	0.333312	0.852941	line	0.058632	0.381107	-0.018954	6.545895	0.00990099	22.059829	0.042735	0.000000	14	17
91	l	chedy	0.332806	0.903846	line	0.138298	0.489362	0.108654	3.918770	0.00990099	19.913043	0.119565	0.000000	22	13
92	dain	oty	0.331716	0.855072	line	0.046729	0.154206	0.029780	4.424446	0.00990099	20.303030	0.060606	0.000000	19	7
93	qokar	qokain	0.331227	0.888268	line	0.100629	0.396226	0.082708	4.465655	0.00990099	15.174603	0.047619	0.000000	14	14
94	shedy	qokeedy	0.330972	0.938838	line	0.078341	0.488479	0.003422	4.495853	0.00990099	21.009434	0.070755	0.000000	34	34
95	shor	shol	0.330563	0.827586	line	0.083333	0.354167	0.056452	4.974924	0.00990099	21.764706	0.147059	0.000000	13	13
96	dair	ar	0.330230	0.847328	line	0.135135	0.351351	0.110321	4.399075	0.00990099	22.538462	0.076923	0.000000	13	14
97	dair	cheo	0.330065	0.791667	line	0.063063	0.180180	0.036747	5.787461	0.00990099	20.200000	0.050000	0.000000	9	3
98	okey	oly	0.329745	0.753086	line	0.061538	0.153846	0.045145	6.191779	0.00990099	22.800000	0.000000	0.000000	7	3
99	or	ain	0.329431	0.849624	line	0.048718	0.169231	0.013320	6.239308	0.00990099	20.924242	0.181818	0.000000	9	15
100	chey	lchedy	0.329314	0.852941	line	0.051282	0.179487	-0.009063	6.826361	0.00990099	21.634921	0.063492	0.000000	12	13
