target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
ol	y	1	aiin	qotchy	1	0.1333305202287588	0.07936507936507933	0.04395604395604396	504	62	1
ol	y	1	aiin	qotchy	2	0.19910642851973825	0.11309523809523805	0.0549738219895288	504	62	1
ol	y	1	aiin	qotchy	3	0.16909826829858754	0.09549411162314389	0.04825737265415549	504	62	1
ol	y	1	aiin	qotchy	4	0.22209649178007496	0.13914490527393747	0.06933333333333333	504	62	1
ol	y	1	aiin	qotchy	5	0.14778285177168993	0.08954173067076293	0.041884816753926704	504	62	1
ol	y	1	aiin	qotchy	6	0.2112103769121454	0.12499999999999997	0.05945945945945946	504	62	1
ol	y	1	aiin	qotchy	7	0.2047067113267168	0.1349206349206349	0.056	504	62	1
ol	y	1	aiin	qotchy	8	0.17763771582960308	0.1193036354326677	0.04450261780104712	504	62	1
ol	y	1	aiin	qotchy	9	0.15280019855411286	0.08928571428571425	0.05699481865284974	504	62	1
ol	y	1	aiin	qotchy	10	0.22209271496321348	0.13914490527393752	0.06077348066298342	504	62	1
ol	y	1	aiin	qotchy	11	0.20107712537439604	0.121031746031746	0.05929919137466307	504	62	1
ol	y	1	aiin	qotchy	12	0.20212528179315514	0.12327188940092167	0.046153846153846156	504	62	1
ol	y	1	aiin	qotchy	13	0.20914537710616543	0.14932155657962112	0.04960835509138381	504	62	1
ol	y	1	aiin	qotchy	14	0.14832542893700706	0.10317460317460317	0.042666666666666665	504	62	1
ol	y	1	aiin	qotchy	15	0.15246001016855582	0.09152585765488991	0.04580152671755725	504	62	1
ol	y	1	aiin	qotchy	16	0.18220448619716745	0.12103174603174602	0.04639175257731959	504	62	1
ol	y	1	aiin	qotchy	17	0.17997866921718253	0.10317460317460317	0.04738154613466334	504	62	1
ol	y	1	aiin	qotchy	18	0.17712607368984212	0.1111111111111111	0.05675675675675676	504	62	1
ol	y	1	aiin	qotchy	19	0.21065816481517452	0.13492063492063489	0.06382978723404255	504	62	1
ol	y	1	aiin	qotchy	20	0.2183015094913845	0.13888888888888887	0.059895833333333336	504	62	1
ol	y	2	am	qokeedy	1	0.12734625680602196	0.08700098477388078	0.0502092050209205	86	307	1
ol	y	2	am	qokeedy	2	0.17947631315351087	0.1163169456859329	0.07434944237918216	86	307	1
ol	y	2	am	qokeedy	3	0.20823695816456744	0.15074615559427318	0.08979591836734693	86	307	1
ol	y	2	am	qokeedy	4	0.35442293186266927	0.26937353230815847	0.125	86	307	1
ol	y	2	am	qokeedy	5	0.22651586318669026	0.15540489356866907	0.08984375	86	307	1
ol	y	2	am	qokeedy	6	0.2815215852855776	0.2107794864025453	0.1125	86	307	1
ol	y	2	am	qokeedy	7	0.2915716736681355	0.21263540640860543	0.10655737704918032	86	307	1
ol	y	2	am	qokeedy	8	0.24915583111445072	0.19680327247935764	0.08835341365461848	86	307	1
ol	y	2	am	qokeedy	9	0.2086415287247686	0.15169305355654877	0.078125	86	307	1
ol	y	2	am	qokeedy	10	0.23563324581642775	0.17540337853192944	0.08764940239043825	86	307	1
ol	y	2	am	qokeedy	11	0.19016739333261667	0.13260359063707297	0.06746031746031746	86	307	1
ol	y	2	am	qokeedy	12	0.2415101667319468	0.18191803651238544	0.10204081632653061	86	307	1
ol	y	2	am	qokeedy	13	0.1889070021665754	0.13771683963336112	0.07364341085271318	86	307	1
ol	y	2	am	qokeedy	14	0.3117824342533424	0.22471782440724192	0.12350597609561753	86	307	1
ol	y	2	am	qokeedy	15	0.24847355407241112	0.18377395651844558	0.08661417322834646	86	307	1
ol	y	2	am	qokeedy	16	0.2280280096668057	0.16843420952958113	0.10196078431372549	86	307	1
ol	y	2	am	qokeedy	17	0.191756321064678	0.13400499962124085	0.08139534883720931	86	307	1
ol	y	2	am	qokeedy	18	0.20035477244034183	0.12794485266267705	0.08949416342412451	86	307	1
ol	y	2	am	qokeedy	19	0.24703860300055258	0.19680327247935764	0.08943089430894309	86	307	1
ol	y	2	am	qokeedy	20	0.25162714844506506	0.18983410347700932	0.09523809523809523	86	307	1
ol	y	3	aiin	sor	1	0.18909692173059744	0.11286181139122314	0.05475504322766571	504	51	1
ol	y	3	aiin	sor	2	0.22086656047159914	0.15032679738562085	0.052770448548812667	504	51	1
ol	y	3	aiin	sor	3	0.20341570449432422	0.12476657329598506	0.06301369863013699	504	51	1
ol	y	3	aiin	sor	4	0.2519842881625757	0.16246498599439776	0.06486486486486487	504	51	1
ol	y	3	aiin	sor	5	0.21935503076874185	0.1369047619047619	0.06027397260273973	504	51	1
ol	y	3	aiin	sor	6	0.26287825098884354	0.17460317460317457	0.06060606060606061	504	51	1
ol	y	3	aiin	sor	7	0.26154699387986513	0.16421568627450978	0.07799442896935933	504	51	1
ol	y	3	aiin	sor	8	0.22026457155383072	0.15429505135387483	0.04904632152588556	504	51	1
ol	y	3	aiin	sor	9	0.21849720080715396	0.1386554621848739	0.06702412868632708	504	51	1
ol	y	3	aiin	sor	10	0.1884200895976913	0.13492063492063489	0.03825136612021858	504	51	1
ol	y	3	aiin	sor	11	0.19921554469820557	0.11904761904761901	0.06077348066298342	504	51	1
ol	y	3	aiin	sor	12	0.26657238943382133	0.16795051353874874	0.0748663101604278	504	51	1
ol	y	3	aiin	sor	13	0.2796910482631746	0.17238562091503268	0.07967032967032966	504	51	1
ol	y	3	aiin	sor	14	0.13373009218381304	0.07913165266106442	0.04120879120879121	504	51	1
ol	y	3	aiin	sor	15	0.1403278404477628	0.08905228758169931	0.038860103626943004	504	51	1
ol	y	3	aiin	sor	16	0.2076383229687434	0.132703081232493	0.047493403693931395	504	51	1
ol	y	3	aiin	sor	17	0.21328496507003847	0.13095238095238093	0.05102040816326531	504	51	1
ol	y	3	aiin	sor	18	0.18726498416415815	0.11484593837535012	0.05234159779614325	504	51	1
ol	y	3	aiin	sor	19	0.14475948305306996	0.09302054154995332	0.042328042328042326	504	51	1
ol	y	3	aiin	sor	20	0.2022219784951541	0.136437908496732	0.05235602094240838	504	51	1
dar	ol	1	aiin	qotchy	1	0.13333052022875902	0.07936507936507937	0.04395604395604396	504	62	1
dar	ol	1	aiin	qotchy	2	0.19910642851973837	0.11309523809523808	0.0549738219895288	504	62	1
dar	ol	1	aiin	qotchy	3	0.16909826829858865	0.09549411162314386	0.04825737265415549	504	62	1
dar	ol	1	aiin	qotchy	4	0.2220964917800743	0.13914490527393752	0.06933333333333333	504	62	1
dar	ol	1	aiin	qotchy	5	0.14778285177168893	0.08954173067076292	0.041884816753926704	504	62	1
dar	ol	1	aiin	qotchy	6	0.2112103769121465	0.125	0.05945945945945946	504	62	1
dar	ol	1	aiin	qotchy	7	0.20470671132671747	0.1349206349206349	0.056	504	62	1
dar	ol	1	aiin	qotchy	8	0.17763771582960453	0.11930363543266767	0.04450261780104712	504	62	1
dar	ol	1	aiin	qotchy	9	0.15280019855411286	0.08928571428571427	0.05699481865284974	504	62	1
dar	ol	1	aiin	qotchy	10	0.22209271496321492	0.1391449052739375	0.06077348066298342	504	62	1
dar	ol	1	aiin	qotchy	11	0.20107712537439726	0.12103174603174605	0.05929919137466307	504	62	1
dar	ol	1	aiin	qotchy	12	0.20212528179315525	0.12327188940092165	0.046153846153846156	504	62	1
dar	ol	1	aiin	qotchy	13	0.2091453771061672	0.1493215565796211	0.04960835509138381	504	62	1
dar	ol	1	aiin	qotchy	14	0.14832542893700806	0.10317460317460315	0.042666666666666665	504	62	1
dar	ol	1	aiin	qotchy	15	0.1524600101685556	0.09152585765488991	0.04580152671755725	504	62	1
dar	ol	1	aiin	qotchy	16	0.18220448619716767	0.12103174603174602	0.04639175257731959	504	62	1
dar	ol	1	aiin	qotchy	17	0.1799786692171811	0.10317460317460317	0.04738154613466334	504	62	1
dar	ol	1	aiin	qotchy	18	0.1771260736898429	0.1111111111111111	0.05675675675675676	504	62	1
dar	ol	1	aiin	qotchy	19	0.2106581648151754	0.13492063492063489	0.06382978723404255	504	62	1
dar	ol	1	aiin	qotchy	20	0.21830150949138494	0.13888888888888887	0.059895833333333336	504	62	1
dar	ol	2	am	qokeedy	1	0.12734625680602163	0.08700098477388078	0.0502092050209205	86	307	1
dar	ol	2	am	qokeedy	2	0.17947631315351098	0.1163169456859329	0.07434944237918216	86	307	1
dar	ol	2	am	qokeedy	3	0.2082369581645679	0.15074615559427318	0.08979591836734693	86	307	1
dar	ol	2	am	qokeedy	4	0.35442293186267015	0.2693735323081585	0.125	86	307	1
dar	ol	2	am	qokeedy	5	0.22651586318669037	0.15540489356866907	0.08984375	86	307	1
dar	ol	2	am	qokeedy	6	0.2815215852855777	0.2107794864025453	0.1125	86	307	1
dar	ol	2	am	qokeedy	7	0.2915716736681354	0.21263540640860543	0.10655737704918032	86	307	1
dar	ol	2	am	qokeedy	8	0.2491558311144505	0.19680327247935764	0.08835341365461848	86	307	1
dar	ol	2	am	qokeedy	9	0.2086415287247695	0.15169305355654875	0.078125	86	307	1
dar	ol	2	am	qokeedy	10	0.23563324581642797	0.17540337853192942	0.08764940239043825	86	307	1
dar	ol	2	am	qokeedy	11	0.1901673933326169	0.13260359063707297	0.06746031746031746	86	307	1
dar	ol	2	am	qokeedy	12	0.24151016673194636	0.18191803651238544	0.10204081632653061	86	307	1
dar	ol	2	am	qokeedy	13	0.18890700216657497	0.13771683963336112	0.07364341085271318	86	307	1
dar	ol	2	am	qokeedy	14	0.3117824342533422	0.2247178244072419	0.12350597609561753	86	307	1
dar	ol	2	am	qokeedy	15	0.24847355407241167	0.18377395651844555	0.08661417322834646	86	307	1
dar	ol	2	am	qokeedy	16	0.22802800966680647	0.1684342095295811	0.10196078431372549	86	307	1
dar	ol	2	am	qokeedy	17	0.1917563210646781	0.13400499962124085	0.08139534883720931	86	307	1
dar	ol	2	am	qokeedy	18	0.20035477244034217	0.12794485266267708	0.08949416342412451	86	307	1
dar	ol	2	am	qokeedy	19	0.24703860300055303	0.19680327247935764	0.08943089430894309	86	307	1
