window_size	method	k	metadata	subset	windows	mutual_information	normalized_mutual_information	adjusted_rand_index	homogeneity	completeness	conditional_entropy	normalized_entropy_reduction	contingency
50	contiguous_segmentation	6	currier	purity>=0.9	4752	0.8591368553622079	0.6542573859458274	0.5479598033306887	0.5654394044994248	0.776177672268425	0.6602776893718809	0.5654394044994249	1:0=1407,2:0=498,2:3=16,2:4=1376,3:5=471,4:5=177,5:5=99,X:5=560,Y:5=148
50	contiguous_segmentation	7	currier	all	4945	0.8393612956428528	0.6406604217839701	0.5262332604867542	0.5526275400270783	0.7620548075205997	0.6794940542040347	0.5526275400270783	1:0=1483,2:0=568,2:3=16,2:4=1376,2:5=4,3:5=479,4:5=189,5:5=107,X:5=568,Y:5=155
50	contiguous_segmentation	7	currier	purity>=0.8	4802	0.8533443853311875	0.6502361784694012	0.541685990270286	0.5617035284896005	0.7718986361716506	0.6658634210107064	0.5617035284896006	1:0=1426,2:0=517,2:3=16,2:4=1376,2:5=1,3:5=473,4:5=180,5:5=101,X:5=562,Y:5=150
50	contiguous_segmentation	7	currier	purity>=0.9	4752	0.8591368553622079	0.6542573859458274	0.5479598033306887	0.5654394044994248	0.776177672268425	0.6602776893718809	0.5654394044994249	1:0=1407,2:0=498,2:3=16,2:4=1376,3:5=471,4:5=177,5:5=99,X:5=560,Y:5=148
50	contiguous_segmentation	8	currier	all	4945	0.8393612956428528	0.6406604217839701	0.5262332604867542	0.5526275400270783	0.7620548075205997	0.6794940542040347	0.5526275400270783	1:0=1483,2:0=568,2:3=16,2:4=1376,2:5=4,3:5=479,4:5=189,5:5=107,X:5=568,Y:5=155
50	contiguous_segmentation	8	currier	purity>=0.8	4802	0.8533443853311875	0.6502361784694012	0.541685990270286	0.5617035284896005	0.7718986361716506	0.6658634210107064	0.5617035284896006	1:0=1426,2:0=517,2:3=16,2:4=1376,2:5=1,3:5=473,4:5=180,5:5=101,X:5=562,Y:5=150
50	contiguous_segmentation	8	currier	purity>=0.9	4752	0.8591368553622079	0.6542573859458274	0.5479598033306887	0.5654394044994248	0.776177672268425	0.6602776893718809	0.5654394044994249	1:0=1407,2:0=498,2:3=16,2:4=1376,3:5=471,4:5=177,5:5=99,X:5=560,Y:5=148
50	contiguous_segmentation	9	currier	all	4945	0.8393612956428528	0.6406604217839701	0.5262332604867542	0.5526275400270783	0.7620548075205997	0.6794940542040347	0.5526275400270783	1:0=1483,2:0=568,2:3=16,2:4=1376,2:5=4,3:5=479,4:5=189,5:5=107,X:5=568,Y:5=155
50	contiguous_segmentation	9	currier	purity>=0.8	4802	0.8533443853311875	0.6502361784694012	0.541685990270286	0.5617035284896005	0.7718986361716506	0.6658634210107064	0.5617035284896006	1:0=1426,2:0=517,2:3=16,2:4=1376,2:5=1,3:5=473,4:5=180,5:5=101,X:5=562,Y:5=150
50	contiguous_segmentation	9	currier	purity>=0.9	4752	0.8591368553622079	0.6542573859458274	0.5479598033306887	0.5654394044994248	0.776177672268425	0.6602776893718809	0.5654394044994249	1:0=1407,2:0=498,2:3=16,2:4=1376,3:5=471,4:5=177,5:5=99,X:5=560,Y:5=148
50	contiguous_segmentation	10	currier	all	4945	0.9604142965117941	0.6820559577873385	0.5767467833303712	0.6323276911185857	0.7402734209849546	0.5584410533350934	0.6323276911185857	1:0=1483,2:0=568,2:3=16,2:4=1376,2:5=4,3:5=479,4:5=189,5:5=107,X:5=203,X:6=365,Y:6=155
50	contiguous_segmentation	10	currier	purity>=0.8	4802	0.974004381038804	0.6903095907945888	0.5928145278859973	0.6411264982794636	0.7476656828424241	0.54520342530309	0.6411264982794637	1:0=1426,2:0=517,2:3=16,2:4=1376,2:5=1,3:5=473,4:5=180,5:5=101,X:5=203,X:6=359,Y:6=150
50	contiguous_segmentation	10	currier	purity>=0.9	4752	0.9796470643541455	0.6938068098729276	0.599339289219544	0.6447529857795277	0.7509394690997371	0.5397674803799432	0.6447529857795278	1:0=1407,2:0=498,2:3=16,2:4=1376,3:5=471,4:5=177,5:5=99,X:5=203,X:6=357,Y:6=148
50	contiguous_segmentation	11	currier	all	4945	1.0376976028778968	0.7132895555068619	0.5980351314309134	0.6832102892368946	0.7461393600839199	0.48115774696899083	0.6832102892368945	1:0=1483,2:0=568,2:3=16,2:4=1376,2:5=4,3:5=479,4:5=189,5:5=107,X:5=27,X:6=176,X:7=365,Y:7=155
50	contiguous_segmentation	11	currier	purity>=0.8	4802	1.052588418070517	0.7216694465831257	0.614957406431105	0.6928534817136363	0.7529863539755798	0.46661938827137717	0.6928534817136363	1:0=1426,2:0=517,2:3=16,2:4=1376,2:5=1,3:5=473,4:5=180,5:5=101,X:5=27,X:6=176,X:7=359,Y:7=150
50	contiguous_segmentation	11	currier	purity>=0.9	4752	1.0587146226123616	0.7251985641075728	0.6218170851360738	0.6967911596486962	0.7560206910124222	0.46069992212172717	0.6967911596486963	1:0=1407,2:0=498,2:3=16,2:4=1376,3:5=471,4:5=177,5:5=99,X:5=27,X:6=176,X:7=357,Y:7=148
50	contiguous_segmentation	12	currier	all	4945	1.0516710721598057	0.6627204995471567	0.5458927106834697	0.6924102892785823	0.6354721542634448	0.46718427768708193	0.6924102892785822	1:0=1102,1:1=381,2:0=264,2:1=304,2:4=16,2:5=1376,2:6=4,3:6=479,4:6=189,5:6=107,X:6=27,X:7=176,X:8=365,Y:8=155
50	contiguous_segmentation	12	currier	purity>=0.8	4802	1.0665132756249351	0.6729158815201964	0.5668599596467355	0.7020193492771711	0.6461294303184353	0.45269453071695887	0.7020193492771711	1:0=1081,1:1=345,2:0=246,2:1=271,2:4=16,2:5=1376,2:6=1,3:6=473,4:6=180,5:6=101,X:6=27,X:7=176,X:8=359,Y:8=150
50	contiguous_segmentation	12	currier	purity>=0.9	4752	1.0725670358601318	0.6770779000053966	0.5749634602141903	0.7059081009704568	0.6505102202278019	0.4468475088739573	0.7059081009704566	1:0=1074,1:1=333,2:0=239,2:1=259,2:4=16,2:5=1376,3:6=471,4:6=177,5:6=99,X:6=27,X:7=176,X:8=357,Y:8=148
50	contiguous_segmentation	13	currier	all	4945	1.0517972539334495	0.6484669691497642	0.5423145677733112	0.6924933661651709	0.6097040388627661	0.4670580959134383	0.6924933661651708	1:0=1102,1:1=309,1:2=72,2:0=264,2:1=236,2:2=68,2:5=16,2:6=1376,2:7=4,3:7=479,4:7=189,5:7=107,X:7=27,X:8=176,X:9=365,Y:9=155
50	contiguous_segmentation	13	currier	purity>=0.8	4802	1.0666614281348408	0.6596626768178322	0.5639873631354978	0.7021168688589473	0.6220498183082274	0.45254637820705323	0.7021168688589474	1:0=1081,1:1=282,1:2=63,2:0=246,2:1=211,2:2=60,2:5=16,2:6=1376,2:7=1,3:7=473,4:7=180,5:7=101,X:7=27,X:8=176,X:9=359,Y:9=150
50	contiguous_segmentation	13	currier	purity>=0.9	4752	1.0727201502078387	0.6641916382763278	0.5723201296828504	0.7060088729080676	0.6270511088160584	0.44669439452625026	0.7060088729080676	1:0=1074,1:1=273,1:2=60,2:0=239,2:1=202,2:2=57,2:5=16,2:6=1376,3:7=471,4:7=177,5:7=99,X:7=27,X:8=176,X:9=357,Y:9=148
50	contiguous_segmentation	14	currier	all	4945	1.0517972539334495	0.6380515378175117	0.5191276471950437	0.6924933661651709	0.591545907136289	0.4670580959134383	0.6924933661651708	1:0=1102,1:1=309,1:2=72,2:0=264,2:1=236,2:2=68,2:5=16,2:6=65,2:7=1311,2:8=4,3:8=479,4:8=189,5:8=107,X:10=365,X:8=27,X:9=176,Y:10=155
50	contiguous_segmentation	14	currier	purity>=0.8	4802	1.0666614281348406	0.648723992330248	0.5396508191023166	0.7021168688589472	0.6028778067116606	0.45254637820705323	0.7021168688589474	1:0=1081,1:1=282,1:2=63,2:0=246,2:1=211,2:2=60,2:5=16,2:6=65,2:7=1311,2:8=1,3:8=473,4:8=180,5:8=101,X:10=359,X:8=27,X:9=176,Y:10=150
50	contiguous_segmentation	14	currier	purity>=0.9	4752	1.0727201502078387	0.6530510119026505	0.5475649639379894	0.7060088729080676	0.6074835539727619	0.44669439452625026	0.7060088729080676	1:0=1074,1:1=273,1:2=60,2:0=239,2:1=202,2:2=57,2:5=16,2:6=65,2:7=1311,3:8=471,4:8=177,5:8=99,X:10=357,X:8=27,X:9=176,Y:10=148
50	contiguous_segmentation	15	currier	all	4945	1.0517972539334495	0.6135313798467537	0.44219958861216785	0.6924933661651709	0.5507336349540449	0.4670580959134383	0.6924933661651708	1:0=1102,1:1=309,1:2=72,2:0=264,2:1=236,2:2=68,2:5=16,2:6=65,2:7=259,2:8=1052,2:9=4,3:9=479,4:9=189,5:9=107,X:10=176,X:11=365,X:9=27,Y:11=155
50	contiguous_segmentation	15	currier	purity>=0.8	4802	1.0666614281348408	0.6230176312573942	0.4587264175150705	0.7021168688589473	0.5599362134048333	0.45254637820705323	0.7021168688589474	1:0=1081,1:1=282,1:2=63,2:0=246,2:1=211,2:2=60,2:5=16,2:6=65,2:7=259,2:8=1052,2:9=1,3:9=473,4:9=180,5:9=101,X:10=176,X:11=359,X:9=27,Y:11=150
50	contiguous_segmentation	15	currier	purity>=0.9	4752	1.0727201502078387	0.626887103265135	0.46517873965785184	0.7060088729080676	0.5637123724770072	0.44669439452625026	0.7060088729080676	1:0=1074,1:1=273,1:2=60,2:0=239,2:1=202,2:2=57,2:5=16,2:6=65,2:7=259,2:8=1052,3:9=471,4:9=177,5:9=99,X:10=176,X:11=357,X:9=27,Y:11=148
50	hierarchical	2	currier	all	4945	0.0011215157399394246	0.0014677461872532284	-0.0008243357045459997	0.0007383953580915274	0.11982680136610925	1.517733834106948	0.0007383953580916147	1:0=1483,2:0=1958,2:1=6,3:0=479,4:0=189,5:0=107,X:0=568,Y:0=155
50	hierarchical	2	currier	purity>=0.8	4802	0.0009607647883279262	0.0012580403469613242	-0.0007139818024386674	0.0006324116979370683	0.11729230352332486	1.518247041553566	0.0006324116979371519	1:0=1426,2:0=1905,2:1=5,3:0=473,4:0=180,5:0=101,X:0=562,Y:0=150
50	hierarchical	2	currier	purity>=0.9	4752	0.0007766218079149025	0.0010177091998518912	-0.0005786070098100501	0.0005111322717072043	0.11419204899007727	1.5186379229261737	0.000511132271707404	1:0=1407,2:0=1886,2:1=4,3:0=471,4:0=177,5:0=99,X:0=560,Y:0=148
50	hierarchical	3	currier	all	4945	0.013852031551781205	0.0178343016043095	0.004220505518175395	0.009120046588490206	0.4008206982563251	1.5050033182951064	0.009120046588490194	1:0=1483,2:0=1958,2:1=6,3:0=479,4:0=170,4:2=19,5:0=107,X:0=568,Y:0=155
50	hierarchical	3	currier	purity>=0.8	4802	0.014158467031044482	0.01823095778224779	0.0044840616905609705	0.009319638150844358	0.4161112503701932	1.5050493393108495	0.009319638150844467	1:0=1426,2:0=1905,2:1=5,3:0=473,4:0=161,4:2=19,5:0=101,X:0=562,Y:0=150
50	hierarchical	3	currier	purity>=0.9	4752	0.014143107938754357	0.018222358453782273	0.004673360155132075	0.009308261519393003	0.4303239926700224	1.5052714367953344	0.009308261519393124	1:0=1407,2:0=1886,2:1=4,3:0=471,4:0=158,4:2=19,5:0=99,X:0=560,Y:0=148
50	hierarchical	4	currier	all	4945	0.014323276475476189	0.018418242572504823	0.004417530552238559	0.009430309790145643	0.392628301633186	1.5045320733714116	0.009430309790145475	1:0=1483,2:0=1958,2:1=6,3:0=478,3:2=1,4:0=170,4:3=19,5:0=107,X:0=568,Y:0=155
50	hierarchical	4	currier	purity>=0.8	4802	0.01464027359372394	0.01882744058822195	0.00468435388258195	0.009636781441359432	0.4066955009578189	1.5045675327481702	0.009636781441359377	1:0=1426,2:0=1905,2:1=5,3:0=472,3:2=1,4:0=161,4:3=19,5:0=101,X:0=562,Y:0=150
50	hierarchical	4	currier	purity>=0.9	4752	0.014628707167245177	0.018823873107432564	0.004874737413848731	0.009627857794269917	0.41967518561640477	1.5047858375668437	0.00962785779427	1:0=1407,2:0=1886,2:1=4,3:0=470,3:2=1,4:0=158,4:3=19,5:0=99,X:0=560,Y:0=148
50	hierarchical	5	currier	all	4945	0.017169161063425628	0.02178915606374547	0.004802374145036327	0.011304013292086315	0.3007861482660745	1.501686188783462	0.01130401329208619	1:0=12,1:1=1471,2:1=1958,2:2=6,3:0=1,3:1=477,3:3=1,4:0=2,4:1=168,4:4=19,5:1=107,X:1=568,Y:1=155
50	hierarchical	5	currier	purity>=0.8	4802	0.01760303966725752	0.02233423164548711	0.005113555473319056	0.011586986055346795	0.30817430069838747	1.5016047666746366	0.011586986055346804	1:0=12,1:1=1414,2:1=1905,2:2=5,3:0=1,3:1=471,3:3=1,4:0=2,4:1=159,4:4=19,5:1=101,X:1=562,Y:1=150
50	hierarchical	5	currier	purity>=0.9	4752	0.017632927882369046	0.022382724606218513	0.005317679289876946	0.011605080353798354	0.3139255311189046	1.50178161685172	0.01160508035379837	1:0=12,1:1=1395,2:1=1886,2:2=4,3:0=1,3:1=469,3:3=1,4:0=2,4:1=156,4:4=19,5:1=99,X:1=560,Y:1=148
50	hierarchical	6	currier	all	4945	0.01791702290054428	0.022651226772341822	0.00446514646708164	0.011796398453842531	0.2837843793521387	1.5009383269463437	0.011796398453842283	1:0=12,1:1=1466,1:3=5,2:1=1958,2:2=6,3:0=1,3:1=478,4:0=2,4:1=168,4:5=19,5:1=107,X:1=568,Y:1=155
50	hierarchical	6	currier	purity>=0.8	4802	0.018387273728394726	0.02323768613048993	0.004783687262957619	0.012103198556272237	0.2903346141788818	1.5008205326134993	0.012103198556272288	1:0=12,1:1=1409,1:3=5,2:1=1905,2:2=5,3:0=1,3:1=472,4:0=2,4:1=159,4:5=19,5:1=101,X:1=562,Y:1=150
50	hierarchical	6	currier	purity>=0.9	4752	0.018430068608648195	0.023301898548073397	0.004989713604789454	0.012129717115399617	0.2951800572436732	1.5009844761254405	0.012129717115399785	1:0=12,1:1=1390,1:3=5,2:1=1886,2:2=4,3:0=1,3:1=470,4:0=2,4:1=156,4:5=19,5:1=99,X:1=560,Y:1=148
50	hierarchical	7	currier	all	4945	0.02554569633843899	0.03166193964550152	0.009349966875948105	0.01681904490840039	0.26947526180899195	1.4933096535084487	0.01681904490840025	1:0=12,1:1=1466,1:3=5,2:1=1954,2:2=6,2:6=4,3:0=1,3:1=476,3:6=2,4:0=2,4:1=160,4:5=18,4:6=9,5:1=98,5:6=9,X:1=566,X:6=2,Y:1=155
50	hierarchical	7	currier	purity>=0.8	4802	0.023135812190962928	0.028769976671535098	0.008083951421686582	0.01522886605399411	0.2595957397880454	1.496071994150931	0.015228866053994206	1:0=12,1:1=1409,1:3=5,2:1=1901,2:2=5,2:6=4,3:0=1,3:1=470,3:6=2,4:0=2,4:1=154,4:5=18,4:6=6,5:1=95,5:6=6,X:1=560,X:6=2,Y:1=150
50	hierarchical	7	currier	purity>=0.9	4752	0.022221038858364666	0.027680222103924814	0.007742600245295942	0.01462473749206708	0.2579673340717453	1.4971935058757242	0.014624737492067164	1:0=12,1:1=1390,1:3=5,2:1=1882,2:2=4,2:6=4,3:0=1,3:1=468,3:6=2,4:0=2,4:1=152,4:5=18,4:6=5,5:1=94,5:6=5,X:1=558,X:6=2,Y:1=148
50	hierarchical	8	currier	all	4945	0.03969399435365046	0.04775247480971547	0.017245293434292916	0.026134150534909018	0.2763548226195951	1.479161355493237	0.026134150534909084	1:0=12,1:1=1466,1:3=5,2:1=1954,2:2=6,2:6=4,3:0=1,3:1=466,3:6=2,3:7=10,4:0=2,4:1=160,4:5=18,4:6=9,5:1=98,5:6=9,X:1=534,X:6=2,X:7=32,Y:1=155
50	hierarchical	8	currier	purity>=0.8	4802	0.03755669633238482	0.045293444961591725	0.016078042206057207	0.024721237065532017	0.26987276894766793	1.4816511100095093	0.024721237065531976	1:0=12,1:1=1409,1:3=5,2:1=1901,2:2=5,2:6=4,3:0=1,3:1=460,3:6=2,3:7=10,4:0=2,4:1=154,4:5=18,4:6=6,5:1=95,5:6=6,X:1=528,X:6=2,X:7=32,Y:1=150
50	hierarchical	8	currier	purity>=0.9	4752	0.036739050312667304	0.04436993494346996	0.015768267688653467	0.02417974109830373	0.26891611288422723	1.4826754944214213	0.02417974109830401	1:0=12,1:1=1390,1:3=5,2:1=1882,2:2=4,2:6=4,3:0=1,3:1=458,3:6=2,3:7=10,4:0=2,4:1=152,4:5=18,4:6=5,5:1=94,5:6=5,X:1=526,X:6=2,X:7=32,Y:1=148
50	hierarchical	9	currier	all	4945	0.04901324129920257	0.0578980789491079	0.022205120230704894	0.03226985460079756	0.2813108406107866	1.4698421085476852	0.032269854600797454	1:0=12,1:1=1466,1:3=5,2:1=1955,2:2=6,2:6=3,3:0=1,3:1=462,3:6=2,3:7=4,3:8=10,4:0=2,4:1=160,4:5=18,4:6=9,5:1=98,5:6=9,X:1=513,X:6=2,X:7=21,X:8=32,Y:1=155
50	hierarchical	9	currier	purity>=0.8	4802	0.047010106380093425	0.055643732790391864	0.021107701601996928	0.030943828871765233	0.27576086486859763	1.4721976999618005	0.03094382887176539	1:0=12,1:1=1409,1:3=5,2:1=1902,2:2=5,2:6=3,3:0=1,3:1=456,3:6=2,3:7=4,3:8=10,4:0=2,4:1=154,4:5=18,4:6=6,5:1=95,5:6=6,X:1=507,X:6=2,X:7=21,X:8=32,Y:1=150
50	hierarchical	9	currier	purity>=0.9	4752	0.04623691253881504	0.0547960888996372	0.02082060175038799	0.03043074235340225	0.2749178646030924	1.4731776321952739	0.030430742353402263	1:0=12,1:1=1390,1:3=5,2:1=1883,2:2=4,2:6=3,3:0=1,3:1=454,3:6=2,3:7=4,3:8=10,4:0=2,4:1=152,4:5=18,4:6=5,5:1=94,5:6=5,X:1=505,X:6=2,X:7=21,X:8=32,Y:1=148
50	hierarchical	10	currier	all	4945	0.05433061131388035	0.06363587852844763	0.024459102852116662	0.03577076073726	0.2879340492195306	1.4645247385330074	0.03577076073725993	1:0=12,1:1=1466,1:3=5,2:1=1954,2:2=6,2:6=3,2:9=1,3:1=463,3:6=2,3:7=4,3:8=10,4:0=2,4:1=159,4:5=19,4:6=9,5:1=98,5:6=9,X:1=511,X:6=2,X:7=21,X:8=32,X:9=2,Y:1=148,Y:9=7
50	hierarchical	10	currier	purity>=0.8	4802	0.05249084987447568	0.06159046087959471	0.02341651852078301	0.03455146139675821	0.28326804925909665	1.4667169564674185	0.03455146139675813	1:0=12,1:1=1409,1:3=5,2:1=1901,2:2=5,2:6=3,2:9=1,3:1=457,3:6=2,3:7=4,3:8=10,4:0=2,4:1=153,4:5=19,4:6=6,5:1=95,5:6=6,X:1=505,X:6=2,X:7=21,X:8=32,X:9=2,Y:1=143,Y:9=7
50	hierarchical	10	currier	purity>=0.9	4752	0.0517798969223754	0.06082578277982785	0.023149272575139757	0.03407884773897392	0.28271921329466576	1.4676346478117128	0.034078847738974405	1:0=12,1:1=1390,1:3=5,2:1=1882,2:2=4,2:6=3,2:9=1,3:1=455,3:6=2,3:7=4,3:8=10,4:0=2,4:1=151,4:5=19,4:6=5,5:1=94,5:6=5,X:1=503,X:6=2,X:7=21,X:8=32,X:9=2,Y:1=141,Y:9=7
50	hierarchical	11	currier	all	4945	0.06122570283297461	0.07085922745086176	0.027913379801211304	0.040310423793251046	0.29261182554910387	1.4576296470139132	0.040310423793250894	1:0=12,1:1=1466,1:3=5,2:1=1955,2:10=1,2:2=6,2:7=2,3:0=1,3:1=448,3:4=15,3:7=1,3:8=4,3:9=10,4:0=2,4:1=160,4:6=18,4:7=9,5:1=98,5:7=9,X:1=510,X:10=2,X:7=2,X:8=21,X:9=33,Y:1=147,Y:10=7,Y:4=1
50	hierarchical	11	currier	purity>=0.8	4802	0.05941877360455004	0.06887289207006245	0.02692972585771442	0.039111682652305954	0.28808538674145456	1.4597890327373446	0.03911168265230558	1:0=12,1:1=1409,1:3=5,2:1=1902,2:10=1,2:2=5,2:7=2,3:0=1,3:1=442,3:4=15,3:7=1,3:8=4,3:9=10,4:0=2,4:1=154,4:6=18,4:7=6,5:1=95,5:7=6,X:1=504,X:10=2,X:7=2,X:8=21,X:9=33,Y:1=142,Y:10=7,Y:4=1
50	hierarchical	11	currier	purity>=0.9	4752	0.05871207110389171	0.06812518784321436	0.026682242443232584	0.0386412459373731	0.28746912070571856	1.4607024736301972	0.03864124593737317	1:0=12,1:1=1390,1:3=5,2:1=1883,2:10=1,2:2=4,2:7=2,3:0=1,3:1=440,3:4=15,3:7=1,3:8=4,3:9=10,4:0=2,4:1=152,4:6=18,4:7=5,5:1=94,5:7=5,X:1=502,X:10=2,X:7=2,X:8=21,X:9=33,Y:1=140,Y:10=7,Y:4=1
50	hierarchical	12	currier	all	4945	0.06406229173814851	0.07289036366214581	0.024989820261333655	0.042178007105552535	0.2681374478788172	1.4547930581087396	0.042178007105552195	1:0=12,1:1=1466,1:4=5,2:1=1933,2:11=1,2:2=22,2:3=6,2:8=2,3:0=1,3:1=447,3:10=7,3:2=5,3:5=14,3:8=1,3:9=4,4:0=2,4:1=160,4:7=18,4:8=9,5:1=98,5:8=9,X:1=510,X:10=33,X:11=2,X:8=2,X:9=21,Y:1=147,Y:11=7,Y:5=1
50	hierarchical	12	currier	purity>=0.8	4802	0.062186931116445625	0.07087599757282502	0.02403201224684394	0.040933788555356204	0.26394960690550434	1.4570208752254483	0.04093378855535634	1:0=12,1:1=1409,1:4=5,2:1=1881,2:11=1,2:2=21,2:3=5,2:8=2,3:0=1,3:1=441,3:10=7,3:2=5,3:5=14,3:8=1,3:9=4,4:0=2,4:1=154,4:7=18,4:8=6,5:1=95,5:8=6,X:1=504,X:10=33,X:11=2,X:8=2,X:9=21,Y:1=142,Y:11=7,Y:5=1
50	hierarchical	12	currier	purity>=0.9	4752	0.06136437254542841	0.07004389006521702	0.023893136732788076	0.040386853448324544	0.26364404606867103	1.4580501721886603	0.04038685344832471	1:0=12,1:1=1390,1:4=5,2:1=1863,2:11=1,2:2=20,2:3=4,2:8=2,3:0=1,3:1=439,3:10=7,3:2=5,3:5=14,3:8=1,3:9=4,4:0=2,4:1=152,4:7=18,4:8=5,5:1=94,5:8=5,X:1=502,X:10=33,X:11=2,X:8=2,X:9=21,Y:1=140,Y:11=7,Y:5=1
50	hierarchical	13	currier	all	4945	0.06429665026529396	0.07258300758052608	0.025296800328436633	0.04233230654372424	0.25432101097853094	1.454558699581594	0.042332306543723996	1:0=12,1:1=1459,1:4=5,1:6=7,2:1=1932,2:12=1,2:2=22,2:3=6,2:6=1,2:9=2,3:0=1,3:1=449,3:10=4,3:11=7,3:2=5,3:5=6,3:6=7,4:0=2,4:1=155,4:6=5,4:8=18,4:9=9,5:1=98,5:9=9,X:1=510,X:10=21,X:11=33,X:12=2,X:9=2,Y:1=148,Y:12=7
50	hierarchical	13	currier	purity>=0.8	4802	0.06239497742765063	0.07054266349972704	0.024369836894496948	0.041070732500968196	0.24978777867275628	1.4568128289142432	0.04107073250096838	1:0=12,1:1=1402,1:4=5,1:6=7,2:1=1880,2:12=1,2:2=21,2:3=5,2:6=1,2:9=2,3:0=1,3:1=443,3:10=4,3:11=7,3:2=5,3:5=6,3:6=7,4:0=2,4:1=149,4:6=5,4:8=18,4:9=6,5:1=95,5:9=6,X:1=504,X:10=21,X:11=33,X:12=2,X:9=2,Y:1=143,Y:12=7
