transcription	class	object_id	corpus	policy	scale	replicate	direct_core_distance	coverage_adjusted_distance	core_coverage	metric_n
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Astafiev	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_cue_association	Longfellow	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	0	0.940200	0.940200	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	1	0.940200	0.940200	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.859021	0.859021	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.859021	0.859021	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.884534	0.884534	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.884534	0.884534	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_LOCAL_V1	SMALL	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Astafiev	CUE_RESET_LOCAL_V1	SMALL	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_GLOBAL_V1	LARGE	0	0.940200	0.940200	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_GLOBAL_V1	LARGE	1	0.940200	0.940200	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.859021	0.859021	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.859021	0.859021	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_GLOBAL_V1	SMALL	0	0.884534	0.884534	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_GLOBAL_V1	SMALL	1	0.884534	0.884534	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_LOCAL_V1	LARGE	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_LOCAL_V1	LARGE	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.940200	0.940200	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.940200	0.940200	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.859021	0.859021	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.859021	0.859021	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.884534	0.884534	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.884534	0.884534	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_LOCAL_V1	LARGE	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_LOCAL_V1	LARGE	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_LOCAL_V1	SMALL	0	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_index_mapping	Longfellow	CUE_RESET_LOCAL_V1	SMALL	1	1.102676	1.102676	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Astafiev	LITERAL_RESET_V1	LARGE	0	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Astafiev	LITERAL_RESET_V1	LARGE	1	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Astafiev	LITERAL_RESET_V1	MEDIUM	0	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Astafiev	LITERAL_RESET_V1	MEDIUM	1	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Astafiev	LITERAL_RESET_V1	SMALL	0	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Astafiev	LITERAL_RESET_V1	SMALL	1	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Doyle	LITERAL_RESET_V1	LARGE	0	1.246490	1.246490	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Doyle	LITERAL_RESET_V1	LARGE	1	1.246490	1.246490	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Doyle	LITERAL_RESET_V1	MEDIUM	0	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Doyle	LITERAL_RESET_V1	MEDIUM	1	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Doyle	LITERAL_RESET_V1	SMALL	0	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Doyle	LITERAL_RESET_V1	SMALL	1	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Longfellow	LITERAL_RESET_V1	LARGE	0	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Longfellow	LITERAL_RESET_V1	LARGE	1	1.244207	1.244207	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Longfellow	LITERAL_RESET_V1	MEDIUM	0	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Longfellow	LITERAL_RESET_V1	MEDIUM	1	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Longfellow	LITERAL_RESET_V1	SMALL	0	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	negative_randomized_path	Longfellow	LITERAL_RESET_V1	SMALL	1	1.239642	1.239642	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	0	0.550521	0.550521	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	1	0.550521	0.550521	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.587408	0.587408	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.587408	0.587408	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.644918	0.644918	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.644918	0.644918	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_LOCAL_V1	SMALL	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Astafiev	CUE_RESET_LOCAL_V1	SMALL	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_GLOBAL_V1	LARGE	0	0.550521	0.550521	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_GLOBAL_V1	LARGE	1	0.550521	0.550521	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.587408	0.587408	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.587408	0.587408	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_GLOBAL_V1	SMALL	0	0.644918	0.644918	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_GLOBAL_V1	SMALL	1	0.644918	0.644918	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_LOCAL_V1	LARGE	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_LOCAL_V1	LARGE	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.550521	0.550521	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.550521	0.550521	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.587408	0.587408	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.587408	0.587408	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.644918	0.644918	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.644918	0.644918	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_LOCAL_V1	LARGE	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_LOCAL_V1	LARGE	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_LOCAL_V1	SMALL	0	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_ambiguous	Longfellow	CUE_RESET_LOCAL_V1	SMALL	1	1.261075	1.261075	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Astafiev	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Doyle	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_LOCAL_V1	MEDIUM	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_LOCAL_V1	SMALL	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cue_based	Longfellow	CUE_RESET_LOCAL_V1	SMALL	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	0	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_GLOBAL_V1	LARGE	1	0.647320	0.647320	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	0	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_GLOBAL_V1	MEDIUM	1	0.570410	0.570410	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	0	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_GLOBAL_V1	SMALL	1	0.599715	0.599715	1.000000	3
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_LOCAL_V1	LARGE	0	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_LOCAL_V1	LARGE	1	NA	NA	0.000000	0
IT2a	SIMPLE_NULL	synthetic_cyclic_state	Astafiev	CUE_RESET_LOCAL_V1	MEDIUM	0	NA	NA	0.000000	0
