transcription	class	object_id	corpus	policy	scale	replicate	direct_core_distance	coverage_adjusted_distance	core_coverage	metric_n
IT2a	EXTRACTION	PERIODIC_GLYPH_7	Doyle			0	1.261075	1.261075	1.000000	3
IT2a	EXTRACTION	PERIODIC_GLYPH_7	Longfellow			0	1.261075	1.261075	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_2	Astafiev			0	1.114160	1.114160	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_2	Doyle			0	0.646378	0.646378	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_2	Longfellow			0	0.702114	0.702114	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_3	Astafiev			0	1.138596	1.138596	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_3	Doyle			0	0.660861	0.660861	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_3	Longfellow			0	0.690795	0.690795	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_5	Astafiev			0	1.122902	1.122902	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_5	Doyle			0	0.623886	0.623886	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_5	Longfellow			0	0.743539	0.743539	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_7	Astafiev			0	1.107976	1.107976	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_7	Doyle			0	0.685500	0.685500	1.000000	3
IT2a	EXTRACTION	PERIODIC_TOKEN_7	Longfellow			0	0.694881	0.694881	1.000000	3
ZL3b	EXTRACTION	FIRST_GLYPH_OF_LINE	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	FIRST_GLYPH_OF_LINE	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	FIRST_GLYPH_OF_LINE	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	FIRST_GLYPH_OF_TOKEN	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	FIRST_TOKEN_OF_LINE	Astafiev			0	1.237889	1.237889	1.000000	3
ZL3b	EXTRACTION	FIRST_TOKEN_OF_LINE	Doyle			0	0.672697	0.672697	1.000000	3
ZL3b	EXTRACTION	FIRST_TOKEN_OF_LINE	Longfellow			0	0.692374	0.692374	1.000000	3
ZL3b	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev			0	1.119110	1.119110	1.000000	3
ZL3b	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Doyle			0	0.657688	0.657688	1.000000	3
ZL3b	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow			0	0.616976	0.616976	1.000000	3
ZL3b	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev			0	1.108720	1.108720	1.000000	3
ZL3b	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Doyle			0	0.675005	0.675005	1.000000	3
ZL3b	EXTRACTION	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow			0	0.696361	0.696361	1.000000	3
ZL3b	EXTRACTION	LAST_GLYPH_OF_LINE	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	LAST_GLYPH_OF_LINE	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	LAST_GLYPH_OF_LINE	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	LAST_GLYPH_OF_TOKEN	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	LAST_GLYPH_OF_TOKEN	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	LAST_GLYPH_OF_TOKEN	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	LAST_TOKEN_OF_LINE	Astafiev			0	1.141209	1.141209	1.000000	3
ZL3b	EXTRACTION	LAST_TOKEN_OF_LINE	Doyle			0	0.646926	0.646926	1.000000	3
ZL3b	EXTRACTION	LAST_TOKEN_OF_LINE	Longfellow			0	1.100431	1.100431	1.000000	3
ZL3b	EXTRACTION	NTH_GLYPH_OF_TOKEN_2	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	NTH_GLYPH_OF_TOKEN_2	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	NTH_GLYPH_OF_TOKEN_2	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	NTH_GLYPH_OF_TOKEN_3	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	NTH_GLYPH_OF_TOKEN_3	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	NTH_GLYPH_OF_TOKEN_3	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	NTH_TOKEN_OF_LINE_2	Astafiev			0	1.262063	1.262063	1.000000	3
ZL3b	EXTRACTION	NTH_TOKEN_OF_LINE_2	Doyle			0	0.598822	0.598822	1.000000	3
ZL3b	EXTRACTION	NTH_TOKEN_OF_LINE_2	Longfellow			0	0.636363	0.636363	1.000000	3
ZL3b	EXTRACTION	NTH_TOKEN_OF_LINE_3	Astafiev			0	1.166160	1.166160	1.000000	3
ZL3b	EXTRACTION	NTH_TOKEN_OF_LINE_3	Doyle			0	0.673734	0.673734	1.000000	3
ZL3b	EXTRACTION	NTH_TOKEN_OF_LINE_3	Longfellow			0	0.682808	0.682808	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_2	Astafiev			0	NA	NA	0.000000	0
ZL3b	EXTRACTION	PERIODIC_GLYPH_2	Doyle			0	NA	NA	0.000000	0
ZL3b	EXTRACTION	PERIODIC_GLYPH_2	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_3	Astafiev			0	NA	NA	0.000000	0
ZL3b	EXTRACTION	PERIODIC_GLYPH_3	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_3	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_5	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_5	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_5	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_7	Astafiev			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_7	Doyle			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_GLYPH_7	Longfellow			0	1.261052	1.261052	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_2	Astafiev			0	1.105179	1.105179	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_2	Doyle			0	0.637396	0.637396	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_2	Longfellow			0	0.693133	0.693133	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_3	Astafiev			0	1.129614	1.129614	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_3	Doyle			0	0.651880	0.651880	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_3	Longfellow			0	0.681813	0.681813	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_5	Astafiev			0	1.113920	1.113920	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_5	Doyle			0	0.614905	0.614905	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_5	Longfellow			0	0.734557	0.734557	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_7	Astafiev			0	1.098995	1.098995	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_7	Doyle			0	0.676518	0.676518	1.000000	3
ZL3b	EXTRACTION	PERIODIC_TOKEN_7	Longfellow			0	0.685900	0.685900	1.000000	3
