sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
x000013 x000076	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.0070736716699449625	0.5444555444555444
x000013 x000111	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5694305694305695
x000013 x000135	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5344655344655345
x000013 x000140	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5104895104895105
x000013 x000672	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5564435564435565
x000014 x000112	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.4935064935064935
x000014 x000134	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5414585414585414
x000014 x000136	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4145854145854146
x000014 x000138	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5314685314685315
x000014 x000313	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5554445554445554
x000015 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.022977022977022976	0.024664600935787376	0.5794205794205795
x000015 x000063	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.006006651576271829	0.5584415584415584
x000016 x000008	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.026973026973026972	0.028004782103142757	0.4745254745254745
x000016 x000039	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.024975024975024976	0.02636252636252636	0.5034965034965035
x000017 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.06393606393606394	0.06496177619172272	0.4945054945054945
x000017 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.08391608391608392	0.08480880821306354	0.4855144855144855
x000018 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.026973026973026972	0.028004782103142757	0.5494505494505495
x000018 x000012	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.6723276723276723
x000019 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.08791208791208792	0.0883772312343741	0.5504495504495505
x000019 x000010	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.00489832747897264	0.4855144855144855
x000020 x000013	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5834165834165834
x000020 x000075	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.00489832747897264	0.5564435564435565
x000020 x000088	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5354645354645354
x000021 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.059940059940059943	0.06122909348715801	0.5734265734265734
x000021 x000012	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5504495504495505
x000022 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01898101898101898	0.02084620581730408	0.5754245754245755
x000022 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.023976023976023976	0.02559238514294694	0.5024975024975025
x000022 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5514485514485514
x000022 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5484515484515484
x000022 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5374625374625375
x000022 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.09290709290709291	0.09290709290709291	0.7512487512487512
x000022 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5464535464535465
x000022 x000040	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5824175824175825
x000022 x000047	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5324675324675324
x000022 x000086	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5444555444555444
x000023 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.6043956043956044
x000023 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.017982017982017984	0.01998001998001998	0.5174825174825175
x000023 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5334665334665335
x000023 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.6293706293706294
x000023 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6863136863136863
x000024 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.006006651576271829	0.5154845154845155
x000024 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.008991008991008992	0.010480317228783486	0.4985014985014985
x000024 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.4245754245754246
x000024 x000089	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5224775224775224
x000025 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.013986013986013986	0.015912231481093757	0.4935064935064935
x000025 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.4925074925074925
x000025 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01998001998001998	0.02169259312116455	0.5974025974025974
x000025 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.46353646353646355
x000025 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5124875124875125
x000025 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01098901098901099	0.012654012654012654	0.5554445554445554
x000026 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.024975024975024976	0.02636252636252636	0.7062937062937062
x000026 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.7012987012987013
x000026 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.025974025974025976	0.027265552127430582	0.6133866133866134
x000026 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.43156843156843155
x000026 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.008991008991008992	0.010480317228783486	0.5844155844155844
x000027 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5114885114885115
x000027 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.46653346653346656
x000027 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.4435564435564436
x000027 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01898101898101898	0.02084620581730408	0.5174825174825175
x000027 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.022977022977022976	0.024664600935787376	0.4565434565434565
x000027 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.43656343656343655
x000028 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4565434565434565
x000028 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.0070736716699449625	0.46553446553446554
x000028 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.44755244755244755
x000028 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.42357642357642356
x000028 x000040	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5334665334665335
x000028 x000042	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4885114885114885
x000030 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.011988011988011988	0.01372121854049565	0.5564435564435565
x000031 x000164	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5704295704295704
x000032 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.015984015984015984	0.017970195484988384	0.5964035964035964
x000032 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.0070736716699449625	0.5584415584415584
x000032 x000162	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5824175824175825
x000033 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.015984015984015984	0.017970195484988384	0.4805194805194805
x000033 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01998001998001998	0.02169259312116455	0.4875124875124875
x000033 x000163	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5354645354645354
x000034 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.017982017982017984	0.01998001998001998	0.5074925074925075
x000038 x000413	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.7462537462537463
x000039 x000411	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4755244755244755
x000043 x000075	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5664335664335665
x000043 x000076	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.42357642357642356
x000043 x000098	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6453546453546454
x000044 x000092	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.36163836163836166
x000044 x000093	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.3776223776223776
x000045 x000076	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.00489832747897264	0.7262737262737263
x000045 x000096	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4745254745254745
x000046 x000074	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4925074925074925
x000046 x000075	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6023976023976024
x000046 x000094	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6483516483516484
x000046 x000096	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4405594405594406
x000047 x000072	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.6433566433566433
x000047 x000097	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.38161838161838163
x000047 x000098	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6703296703296703
x000048 x000071	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4035964035964036
x000049 x000074	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5434565434565435
x000050 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6223776223776224
x000050 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.4855144855144855
x000050 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.46153846153846156
x000050 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.4935064935064935
x000051 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5764235764235764
x000051 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5974025974025974
x000051 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5984015984015985
x000052 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.4155844155844156
x000052 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5164835164835165
x000052 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.43456543456543456
x000053 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5104895104895105
x000053 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4045954045954046
x000053 x000042	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.45454545454545453
x000054 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4985014985014985
x000054 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.48951048951048953
x000054 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.6583416583416584
x000054 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.027972027972027972	0.028884159318941928	0.7062937062937062
x000054 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.3946053946053946
x000054 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5044955044955045
x000054 x000042	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6953046953046953
x000055 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.006006651576271829	0.5574425574425574
x000056 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.8641358641358642
x000056 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.03796203796203796	0.03898803898803899	0.7912087912087912
x000056 x000007	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4405594405594406
x000056 x000039	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6013986013986014
x000056 x000041	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5744255744255744
x000058 x000110	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4805194805194805
x000062 x000071	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5504495504495505
x000064 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037710633737123808	0.5554445554445554
x000064 x000012	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01098901098901099	0.012654012654012654	0.7732267732267732
x000066 x000057	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5184815184815185
x000070 x000012	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5464535464535465
x000071 x000042	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.7842157842157842
x000074 x000039	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5094905094905094
x000081 x000140	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.43356643356643354
x000099 x000038	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.44255744255744256
x000099 x000041	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5744255744255744
x000100 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6573426573426573
x000101 x000036	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5304695304695305
x000104 x000042	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5484515484515484
x000121 x000004	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.7222777222777222
x000125 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4015984015984016
x000126 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4955044955044955
x000132 x000287	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5034965034965035
x000146 x000041	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5414585414585414
x000150 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002770951676061165	0.5494505494505495
x000150 x000003	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5644355644355644
x000177 x000097	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4085914085914086
x000178 x000076	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5704295704295704
x000192 x000063	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5134865134865135
x000195 x000010	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5534465534465535
x000196 x000009	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5124875124875125
x000222 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4515484515484515
x000223 x000001	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5234765234765235
x000223 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.3946053946053946
x000240 x000000	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5494505494505495
x000241 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.5994005994005994
x000242 x000002	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.45354645354645357
x000245 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.37462537462537465
x000249 x000025	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.6403596403596403
x000357 x000164	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.38461538461538464
x000925 x000627	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4965034965034965
x000926 x000629	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0017739270075718674	0.4085914085914086
