scheme	class	window_size	method	k	allowed_k_max	windows	silhouette	medoid_separation	within_dispersion	between_dispersion	cluster_size_entropy	smallest_cluster_fraction	cluster_sizes	diagnostic_only
joint	1/1	100	k_medoids	6	10	648	0.027198111793225288	0.7630008948247503	0.719338334424572	0.7656770374991394	1.5410120800344596	0.040123456790123455	236,81,107,26,170,28	false
joint	1/1	100	k_medoids	7	10	648	0.044902163026041296	0.7898637729137722	0.7054200956498927	0.7688202026456514	1.6101290615605204	0.021604938271604937	242,79,24,109,14,150,30	false
joint	1/1	100	k_medoids	8	10	648	0.04134341508380935	0.7774389569255206	0.7023492417559494	0.7656155483991188	1.8399381955640248	0.023148148148148147	41,112,185,15,47,125,99,24	false
joint	1/1	100	k_medoids	9	10	648	0.06942446522675338	0.8156167947536119	0.6885439549366932	0.7789290495871207	1.530002314956041	0.021604938271604937	349,62,107,18,21,14,23,21,33	false
joint	1/1	100	k_medoids	10	10	648	0.057077365111730505	0.7937839824830759	0.687927419097217	0.7701633569393622	1.848579690820149	0.021604938271604937	17,21,125,21,32,74,14,40,255,49	false
joint	1/1	100	hierarchical	2	10	648	0.031104698300690643	0.7830872586861024	0.7456379725151318	0.770182909897353	0.1323738737153311	0.029320987654320986	629,19	false
joint	1/1	100	hierarchical	3	10	648	0.01727376747167378	0.7561677937341815	0.7372467214979792	0.7672713665813566	0.2946082090397814	0.029320987654320986	604,25,19	false
joint	1/1	100	hierarchical	4	10	648	0.031504511349315714	0.7670835973037261	0.7253771605377992	0.7843749975670132	0.5824172578421694	0.029320987654320986	548,25,19,56	false
joint	1/1	100	hierarchical	5	10	648	0.03190906050532645	0.7568395361222637	0.7180057982976806	0.7813212963005947	0.7148885139834141	0.029320987654320986	528,20,25,19,56	false
joint	1/1	100	hierarchical	6	10	648	0.022434503950173514	0.746603592030256	0.7126538575427509	0.7792052734577888	0.7901976426706915	0.013888888888888888	518,21,25,9,19,56	false
joint	1/1	100	hierarchical	7	10	648	0.030063974878192096	0.7425136495393558	0.7040729444056453	0.7698783649931068	1.0843390905932577	0.013888888888888888	455,64,20,25,9,19,56	false
joint	1/1	100	hierarchical	8	10	648	0.030889924157657355	0.7346416225768875	0.697643606211987	0.7683770284323205	1.1808201599389518	0.013888888888888888	441,64,20,25,9,19,56,14	false
joint	1/1	100	hierarchical	9	10	648	0.013344677090410548	0.7262611738461384	0.6924883931515831	0.7680801245529911	1.211741878772563	0.010802469135802469	442,7,56,20,25,9,19,56,14	false
joint	1/1	100	hierarchical	10	10	648	0.025255223547919363	0.7213922945307225	0.6836465064889563	0.7669698923131624	1.4252396994411614	0.010802469135802469	397,52,7,54,20,25,8,19,56,10	false
joint	1/1	200	k_medoids	2	10	279	0.10668552976210105	0.7264686351869691	0.638403150428956	0.7156174133700698	0.34131324178704003	0.10752688172043011	249,30	false
joint	1/1	200	k_medoids	3	10	279	0.09657196178386447	0.7075602132377945	0.615761152724451	0.6928584992577607	0.8145672905238628	0.07526881720430108	186,21,72	false
joint	1/1	200	k_medoids	4	10	279	0.1039329400590616	0.6677796892521467	0.5987868055238595	0.6916926101164049	1.1048009691860265	0.08243727598566308	23,34,163,59	false
joint	1/1	200	k_medoids	5	10	279	0.10932630959431427	0.6876415559848493	0.5830882344378847	0.6832336870844107	1.294518426719547	0.03942652329749104	124,52,11,80,12	false
joint	1/1	200	k_medoids	6	10	279	0.12421791402018782	0.6828241503558412	0.5634318547938217	0.6811399948670671	1.595954611417654	0.06810035842293907	111,19,29,22,47,51	false
joint	1/1	200	k_medoids	7	10	279	0.12615174523871894	0.671474430272015	0.5524660657329895	0.6772355549119536	1.7202236800352233	0.03942652329749104	82,11,23,33,76,42,12	false
joint	1/1	200	k_medoids	8	10	279	0.1590598308082332	0.6968883990895306	0.5319327826305018	0.6790662792922497	1.8432678901597632	0.03942652329749104	12,17,21,62,28,43,85,11	false
joint	1/1	200	k_medoids	9	10	279	0.18637296731432074	0.6944054136965139	0.5107121449858937	0.6803018682630659	1.9495587055778987	0.03942652329749104	91,18,15,35,11,49,12,26,22	false
joint	1/1	200	k_medoids	10	10	279	0.20485279592496478	0.6924757597120217	0.4957600681267256	0.6814361135070461	2.0455081657785916	0.05017921146953405	100,15,27,20,24,26,20,14,17,16	false
joint	1/1	200	hierarchical	2	10	279	0.07185224930101952	0.6447907801001662	0.645728956535812	0.6966019391600928	0.08983439575505107	0.017921146953405017	274,5	false
joint	1/1	200	hierarchical	3	10	279	0.10022505524625394	0.6621468695273361	0.6214783617881637	0.715739900886129	0.3729600103137717	0.017921146953405017	251,5,23	false
joint	1/1	200	hierarchical	4	10	279	0.08639899893512436	0.6653983122176191	0.6151835673991599	0.7124238640075418	0.4312486189415776	0.010752688172043012	248,3,5,23	false
joint	1/1	200	hierarchical	5	10	279	0.07700044523065298	0.6701091509910191	0.6016746135747041	0.7023489307121379	0.5579205010684556	0.010752688172043012	240,3,8,5,23	false
joint	1/1	200	hierarchical	6	10	279	0.09336960127290399	0.6637017279347381	0.583629525870367	0.6874778901256517	0.8131594314629802	0.010752688172043012	219,21,3,8,5,23	false
joint	1/1	200	hierarchical	7	10	279	0.1194249583673977	0.6578537702311946	0.5655345591437979	0.6831290706641463	1.0611697022877251	0.010752688172043012	198,21,21,3,8,5,23	false
joint	1/1	200	hierarchical	8	10	279	0.12705913011792674	0.6851868937856727	0.5538007462375649	0.6826825775818836	1.1163472763226028	0.010752688172043012	198,21,21,3,8,5,9,14	false
joint	1/1	200	hierarchical	9	10	279	0.15850846802704507	0.6732210405577497	0.5329143283352731	0.6786459834680547	1.587195261453382	0.010752688172043012	123,75,21,21,3,8,5,9,14	false
joint	1/1	200	hierarchical	10	10	279	0.1594304278092904	0.6674275312534544	0.521486313566807	0.6781869170041191	1.635104930034712	0.010752688172043012	123,75,21,7,14,3,8,5,9,14	false
joint	1/1	500	k_medoids	2	4	83	0.22708398788064713	0.5845140309359182	0.46350634536102975	0.5998761126851232	0.1931591886475105	0.04819277108433735	79,4	false
joint	1/1	500	k_medoids	3	4	83	0.1840254831439115	0.5617267792460957	0.42437284245905066	0.5382764470194891	0.8119730054071295	0.04819277108433735	51,4,28	false
joint	1/1	500	k_medoids	4	4	83	0.28503272696286047	0.5719925267312964	0.36701444811093037	0.546410062853696	1.1346849472605012	0.04819277108433735	44,4,20,15	false
joint	1/1	500	hierarchical	2	4	83	0.22708398788064713	0.5845140309359182	0.46350634536102975	0.5998761126851232	0.1931591886475105	0.04819277108433735	79,4	false
joint	1/1	500	hierarchical	3	4	83	0.174515162812966	0.5665816834341372	0.4448109474562035	0.574324748914057	0.34683159367316363	0.03614457831325301	76,3,4	false
joint	1/1	500	hierarchical	4	4	83	0.17912382898663157	0.5489949990126073	0.42709759769810857	0.5592310866199223	0.49907686827466097	0.03614457831325301	73,3,3,4	false
joint	2/2	50	k_medoids	2	10	1777	0.03674074337426821	0.7244838101570669	0.806165576549761	0.8370499038208142	0.588345989585811	0.2751828925154755	489,1288	false
joint	2/2	50	k_medoids	3	10	1777	0.06699110611443435	0.7645159902863532	0.8000853874883201	0.8662844752632468	0.64643247378815	0.056837366347777155	1393,283,101	false
joint	2/2	50	k_medoids	4	10	1777	0.03775065016085367	0.7957577709266932	0.7955318876267324	0.8485831904060601	0.9633332203504594	0.05402363534046145	1200,259,96,222	false
joint	2/2	50	k_medoids	5	10	1777	0.027096190043783747	0.7736278565595462	0.7968183241218866	0.8398637410613228	1.0573046136736357	0.03432751828925155	1157,61,67,308,184	false
joint	2/2	50	k_medoids	6	10	1777	0.004641583509002305	0.6861722600679717	0.7853068750599239	0.8234807699237574	1.769822995640458	0.09904333145751266	307,176,312,374,311,297	false
joint	2/2	50	k_medoids	7	10	1777	0.006067841786292887	0.7675331891169018	0.7860997701864547	0.8289344978484794	1.657533048976391	0.04276871131119865	651,150,484,106,76,177,133	false
joint	2/2	50	k_medoids	8	10	1777	0.02122530057936794	0.8005680429381259	0.7752456178138815	0.8329400605424011	1.7414787199925514	0.023635340461451885	659,103,42,175,167,421,138,72	false
joint	2/2	50	k_medoids	9	10	1777	0.013361057448041969	0.8257649762379788	0.7793515500908227	0.8307342193372872	1.7464372779949844	0.014068655036578503	696,196,148,108,123,25,392,62,27	false
joint	2/2	50	k_medoids	10	10	1777	0.00914474744763668	0.8251888256521126	0.7778056963889469	0.8238672630088444	2.0319062001049493	0.008441193021947102	351,76,60,15,311,26,221,323,221,173	false
joint	2/2	50	hierarchical	2	10	1777	0.11486504104841551	0.9524511249783659	0.8160965105035393	0.9193396241021594	0.05400078044186393	0.009566685424873381	1760,17	false
joint	2/2	50	hierarchical	3	10	1777	0.09645710174924814	0.9257844583116993	0.8151081515556159	0.9164021633183457	0.10262834402058868	0.008441193021947102	1745,15,17	false
joint	2/2	50	hierarchical	4	10	1777	0.06156891490269701	0.8981343075353942	0.8145329878978158	0.9015018085375739	0.16159150124068766	0.008441193021947102	1726,15,19,17	false
joint	2/2	50	hierarchical	5	10	1777	0.0549060342821108	0.9063094155282896	0.8137996468184913	0.897664161930622	0.23274769391553396	0.008441193021947102	1702,15,19,17,24	false
joint	2/2	50	hierarchical	6	10	1777	0.05423762019162409	0.9073501353420971	0.8130372497643807	0.8957018876480107	0.3013112206152235	0.008441193021947102	1679,15,23,19,17,24	false
joint	2/2	50	hierarchical	7	10	1777	0.048709425514622824	0.8938504611742611	0.8124997469142867	0.8906345857881193	0.35414738115709804	0.007315700619020821	1662,15,23,18,22,13,24	false
joint	2/2	50	hierarchical	8	10	1777	0.05054073395513294	0.8909155548318196	0.8118864153902687	0.8879259725041264	0.40762078482440933	0.007315700619020821	1645,18,15,23,18,21,13,24	false
joint	2/2	50	hierarchical	9	10	1777	0.05095097141460248	0.882538993201815	0.8112373354503414	0.8862008668856086	0.44979608053955444	0.0061902082160945416	1632,18,16,11,24,18,21,13,24	false
joint	2/2	50	hierarchical	10	10	1777	0.05290611989089775	0.8774511347813952	0.8086898207574474	0.8873525358556349	0.4864893049191699	0.0061902082160945416	1620,11,16,11,36,19,15,17,13,19	false
joint	2/2	100	k_medoids	2	10	847	0.026928601872172487	0.4927903280188801	0.7171230150031235	0.7373292416892243	0.6463804447521684	0.3482880755608028	295,552	false
joint	2/2	100	k_medoids	3	10	847	0.05416208150272249	0.8013826344648084	0.687410949813146	0.7590346194303844	0.9706618933896959	0.16765053128689492	483,142,222	false
joint	2/2	100	k_medoids	4	10	847	0.1027307917561092	0.77320935564165	0.6917716274971139	0.7952224913901927	0.6455235376980428	0.031877213695395513	692,27,96,32	false
joint	2/2	100	k_medoids	5	10	847	0.04534412028016607	0.7239468370621673	0.6723223769731494	0.7462246221241728	1.4614942612434234	0.04604486422668241	190,115,292,211,39	false
joint	2/2	100	k_medoids	6	10	847	0.0467014051729027	0.7509731979668544	0.6671950311673518	0.7461927298790133	1.539159449848891	0.031877213695395513	189,91,27,290,39,211	false
joint	2/2	100	k_medoids	7	10	847	0.048669880194905486	0.7588567043517908	0.6662315700940582	0.7416486519536124	1.6052736878879157	0.024793388429752067	293,188,21,24,165,131,25	false
joint	2/2	100	k_medoids	8	10	847	0.057829211132248856	0.7680047780157861	0.6654077277340855	0.761431571346335	1.285748337829701	0.014167650531286895	485,18,24,84,14,21,189,12	false
joint	2/2	100	k_medoids	9	10	847	0.05556253840045265	0.7400516307262209	0.6508862731640628	0.7421540854772721	1.8967253683977532	0.014167650531286895	234,112,134,12,156,94,16,19,70	false
joint	2/2	100	k_medoids	10	10	847	0.05234901631686866	0.7617118759323815	0.6486983471743438	0.7420130618686335	1.8736284228328515	0.010625737898465172	75,25,147,103,9,20,21,142,281,24	false
joint	2/2	100	hierarchical	2	10	847	0.09512193799313368	0.7783065178618137	0.7204788346748588	0.7975925650963361	0.0641462697056184	0.011806375442739079	837,10	false
joint	2/2	100	hierarchical	3	10	847	0.09099085562119105	0.7771287093118481	0.7123225318458565	0.8019704694945666	0.19271186948008134	0.011806375442739079	813,24,10	false
joint	2/2	100	hierarchical	4	10	847	0.09688949141906225	0.7811202271501836	0.7041844890344309	0.8042786403106498	0.3036782579992359	0.011806375442739079	793,21,23,10	false
joint	2/2	100	hierarchical	5	10	847	0.08978052300653404	0.7741780210229237	0.6970790743579067	0.8005538595203898	0.37213228355911687	0.011806375442739079	11,782,21,23,10	false
joint	2/2	100	hierarchical	6	10	847	0.09314886830935197	0.7668747576165816	0.6922278923663597	0.8006743343075553	0.43510428060115475	0.010625737898465172	9,12,772,21,23,10	false
joint	2/2	100	hierarchical	7	10	847	0.12172840415438194	0.7699981785188935	0.6685539478251576	0.8005337280964522	0.7449454615106897	0.010625737898465172	9,12,91,21,18,10,686	false
joint	2/2	100	hierarchical	8	10	847	0.12057811961104153	0.7675268300205295	0.664383268488887	0.7997224893804523	0.789007545293742	0.010625737898465172	9,12,78,21,18,10,13,686	false
joint	2/2	100	hierarchical	9	10	847	0.1258954177939648	0.7647417041323483	0.6589533002137078	0.798522042149962	0.8525665567807157	0.010625737898465172	9,12,36,42,21,18,10,13,686	false
joint	2/2	100	hierarchical	10	10	847	0.11890163326407882	0.760352183361653	0.6615500836959392	0.7984633226375005	0.8623868238016357	0.0070838252656434475	9,6,6,36,42,21,18,10,13,686	false
joint	2/2	200	k_medoids	2	10	380	0.19074875773128447	0.6056047774496753	0.5847296302995055	0.7237223569938193	0.34761431419105826	0.11052631578947368	42,338	false
joint	2/2	200	k_medoids	3	10	380	0.04852731886002541	0.5781942634177171	0.5764663562140253	0.6416700376568751	0.9213543280502674	0.11052631578947368	221,42,117	false
joint	2/2	200	k_medoids	4	10	380	0.1826238078463102	0.6689213799874616	0.574478290578569	0.7234385584099958	0.42527659077221014	0.002631578947368421	338,12,29,1	false
joint	2/2	200	k_medoids	5	10	380	0.06457338103172015	0.6562346389216708	0.5634719864039963	0.640792328911704	1.0328132054133525	0.002631578947368421	145,29,193,1,12	false
joint	2/2	200	k_medoids	6	10	380	0.12353670840877905	0.695408128877011	0.5509507271391815	0.6871606247573281	0.7691576032821875	0.002631578947368421	299,7,28,39,1,6	false
joint	2/2	200	k_medoids	7	10	380	0.14214645854335492	0.6881027449534584	0.5391448545464701	0.6946408267635358	0.7948491248767224	0.002631578947368421	302,4,18,1,6,13,36	false
joint	2/2	200	k_medoids	8	10	380	0.1266610860534192	0.7031979838643103	0.5195307885410523	0.6478805389949375	1.4620204075443752	0.002631578947368421	182,7,28,22,1,86,48,6	false
joint	2/2	200	k_medoids	9	10	380	0.13240869023717527	0.6808773259562352	0.5079327700065858	0.6441444769059552	1.5376719496229738	0.002631578947368421	60,4,18,38,1,54,6,186,13	false
joint	2/2	200	k_medoids	10	10	380	0.15352861013761984	0.698182728865816	0.49082647635321397	0.643271542573777	1.7331186836798098	0.002631578947368421	48,4,18,39,6,1,13,24,158,69	false
joint	2/2	200	hierarchical	2	10	380	0.15857278475527808	0.7010214023365364	0.611319037780397	0.7251953679772619	0.018260142914537814	0.002631578947368421	1,379	false
joint	2/2	200	hierarchical	3	10	380	0.16546665006582953	0.7093602422898106	0.6008420748794226	0.7354865774779015	0.09938360181908527	0.002631578947368421	1,373,6	false
joint	2/2	200	hierarchical	4	10	380	0.17549378848903494	0.7035473945340934	0.5897960876062028	0.7356430576724957	0.15759310558674083	0.002631578947368421	1,369,6,4	false
joint	2/2	200	hierarchical	5	10	380	0.20240829543116806	0.6829383026134599	0.5624872569091259	0.724551976353724	0.43770059410951623	0.002631578947368421	1,31,6,4,338	false
joint	2/2	200	hierarchical	6	10	380	0.196135937147282	0.6728363968375253	0.5617909101737318	0.7240598899369873	0.45721567281560016	0.002631578947368421	1,29,6,4,2,338	false
joint	2/2	200	hierarchical	7	10	380	0.20920012424501064	0.6614833626853036	0.5504801648314874	0.7224786346540848	0.5097046672018404	0.002631578947368421	1,13,16,6,4,2,338	false
joint	2/2	200	hierarchical	8	10	380	0.20355729033100708	0.655307395341258	0.5504299758400396	0.7220641185125715	0.528185335230933	0.002631578947368421	1,10,3,16,6,4,2,338	false
joint	2/2	200	hierarchical	9	10	380	0.09647279962232849	0.6597003305705187	0.5377131643895557	0.6565944316682814	0.9400451151116223	0.002631578947368421	1,10,3,16,6,4,2,279,59	false
joint	2/2	200	hierarchical	10	10	380	0.09357144036696169	0.6482806725570688	0.5379913716798215	0.656429311993617	0.9561204914814878	0.002631578947368421	1,3,7,3,16,6,4,2,279,59	false
joint	2/2	500	k_medoids	2	6	131	0.2906462322954151	0.5614786310800942	0.43034962201839133	0.6028864774756166	0.044819624275764414	0.007633587786259542	130,1	false
joint	2/2	500	k_medoids	3	6	131	0.12389627996334682	0.55692266784359	0.40566712158155116	0.4686580016736998	0.598629675878195	0.007633587786259542	98,1,32	false
joint	2/2	500	k_medoids	4	6	131	0.13762208808548623	0.5319893327766295	0.3810038725525194	0.45938623725667793	1.1100898094410365	0.007633587786259542	34,1,57,39	false
joint	2/2	500	k_medoids	5	6	131	0.20464475648232558	0.515623828662912	0.34430857147795507	0.46137124282346803	1.3833862338298137	0.007633587786259542	29,1,42,39,20	false
joint	2/2	500	k_medoids	6	6	131	0.24961031649749213	0.5131652537265132	0.31653840289183804	0.4611396799749244	1.6006733271235956	0.007633587786259542	26,1,19,41,23,21	false
joint	2/2	500	hierarchical	2	6	131	0.2906462322954151	0.5614786310800942	0.43034962201839133	0.6028864774756166	0.044819624275764414	0.007633587786259542	1,130	false
joint	2/2	500	hierarchical	3	6	131	0.14105475095456776	0.511328038653675	0.39892519055284487	0.46643116350000846	0.6746964735998389	0.007633587786259542	1,43,87	false
joint	2/2	500	hierarchical	4	6	131	0.18683847201521334	0.49055907041559516	0.3700797209884129	0.46369885596956756	1.1135927530936613	0.007633587786259542	1,42,33,55	false
joint	2/2	500	hierarchical	5	6	131	0.20608160299105907	0.4774846374354399	0.34702816344329257	0.4616499523280884	1.3498950373995653	0.007633587786259542	1,42,32,42,14	false
joint	2/2	500	hierarchical	6	6	131	0.1710774252751391	0.46901757060280685	0.3463636113668433	0.4612299141137823	1.4813827119653147	0.007633587786259542	1,6,36,32,42,14	false
joint	2/2	1000	k_medoids	2	3	60	0.24477372582312493	0.39201900291724817	0.2719839540131472	0.3643765167385268	0.6656723999853216	0.38333333333333336	37,23	true
joint	2/2	1000	k_medoids	3	3	60	0.3251761756474495	0.38882301067077446	0.2296723520579281	0.3615121088356992	1.0926356953049257	0.2833333333333333	21,22,17	true
joint	2/2	1000	hierarchical	2	3	60	0.14583977709010845	0.34378255189929324	0.29205057856143035	0.3444441205336711	0.45056120886630463	0.16666666666666666	10,50	true
joint	2/2	1000	hierarchical	3	3	60	0.24324534929877	0.32889012205455853	0.2501375863731626	0.3584161096161034	0.8327328026267704	0.11666666666666667	7,12,41	true
joint	3/2	50	k_medoids	2	10	352	0.08609387140373695	0.8520326851787018	0.8121043234130813	0.8894015639327981	0.2706460061683199	0.07670454545454546	325,27	false
joint	3/2	50	k_medoids	3	10	352	0.04214349392059919	0.8159126965833311	0.7986291320054086	0.8562456487844569	0.9677987916250457	0.16761363636363635	202,91,59	false
joint	3/2	50	k_medoids	4	10	352	0.03988533589658222	0.7659506256299263	0.7860309697787332	0.8460506574371893	1.3139401226249992	0.14204545454545456	109,62,131,50	false
joint	3/2	50	k_medoids	5	10	352	0.09409823825807911	0.885754258966346	0.756505250725459	0.8697554403890903	1.1716410064283527	0.05965909090909091	214,30,21,63,24	false
joint	3/2	50	k_medoids	6	10	352	0.07197071372063768	0.8705884666320519	0.7537341553703467	0.8558665340475342	1.578203285176636	0.05397727272727273	143,34,33,69,54,19	false
joint	3/2	50	k_medoids	7	10	352	0.11547337869050456	0.8678385448077742	0.7158890242424808	0.8566883181555422	1.631810447702511	0.036931818181818184	115,33,13,111,17,17,46	false
joint	3/2	50	k_medoids	8	10	352	0.1052888399086025	0.8757232593432994	0.7121780797702746	0.852071076426787	1.917070307396787	0.05113636363636364	18,51,29,92,38,19,27,78	false
joint	3/2	50	k_medoids	9	10	352	0.12645921228030008	0.8782720514243288	0.6901659079028404	0.8533737720619701	1.965134689288723	0.04261363636363636	43,42,24,21,113,17,15,57,20	false
joint	3/2	50	k_medoids	10	10	352	0.1426678752780642	0.8822656836004685	0.6731348185279963	0.8526606395046792	2.0746184300414465	0.028409090909090908	93,22,19,17,15,51,55,20,50,10	false
joint	3/2	50	hierarchical	2	10	352	0.0602527223532195	0.6920326851787016	0.806608523104015	0.8586192584746242	0.571506057972369	0.2585227272727273	91,261	false
joint	3/2	50	hierarchical	3	10	352	0.07548163278128071	0.7714294366901764	0.7872462884807829	0.8615862079185375	0.8689792228326203	0.10227272727272728	91,225,36	false
joint	3/2	50	hierarchical	4	10	352	0.07016633527453545	0.8029237649439094	0.7772133104429299	0.8613390628205827	0.942282981609708	0.036931818181818184	91,224,13,24	false
joint	3/2	50	hierarchical	5	10	352	0.06125445477875349	0.7766928649777254	0.7765547610650771	0.8612192675377948	0.9761075686490546	0.017045454545454544	91,224,10,6,21	false
joint	3/2	50	hierarchical	6	10	352	0.06306874085820417	0.787446547670036	0.7581069954801699	0.8581350308395475	1.1469477207491585	0.017045454545454544	91,206,21,7,6,21	false
joint	3/2	50	hierarchical	7	10	352	0.08624280781391476	0.7865081531695371	0.7335922020255532	0.85407790366096	1.5273770298487654	0.017045454545454544	91,128,80,19,7,6,21	false
joint	3/2	50	hierarchical	8	10	352	0.06558825159646958	0.7961066773663358	0.7328131871040765	0.8539938498352745	1.642901671651023	0.017045454545454544	91,122,14,72,19,7,6,21	false
joint	3/2	50	hierarchical	9	10	352	0.08444643604933826	0.8150219851714131	0.7138691166014327	0.8538589988531361	1.7948877696555237	0.017045454545454544	25,66,122,14,72,19,7,6,21	false
joint	3/2	50	hierarchical	10	10	352	0.0988951860036843	0.8112812562672431	0.6952485485395087	0.8522014948894951	1.9642395619042596	0.017045454545454544	25,66,97,28,11,72,19,7,6,21	false
joint	3/2	100	k_medoids	2	8	167	0.10592942528192642	0.7170986432608827	0.6987882924141658	0.78304112226355	0.6051795591570596	0.2934131736526946	118,49	false
joint	3/2	100	k_medoids	3	8	167	0.11098995933705048	0.7438223384954764	0.6600746331336924	0.7676592818106733	0.994055272843136	0.1437125748502994	83,60,24	false
joint	3/2	100	k_medoids	4	8	167	0.1738030256916224	0.7574971990640669	0.6158115351973523	0.7738419165178938	1.2997144655479236	0.10778443113772455	61,18,35,53	false
joint	3/2	100	k_medoids	5	8	167	0.22074655575797264	0.7885228615456606	0.5716773492458835	0.7773886355009966	1.5108799869986478	0.10179640718562874	30,48,19,17,53	false
joint	3/2	100	k_medoids	6	8	167	0.20410339615543488	0.7711172847827998	0.5598243735520032	0.7694888810038137	1.6839618559061305	0.07784431137724551	47,13,21,19,22,45	false
joint	3/2	100	k_medoids	7	8	167	0.27970499714314384	0.7869737301773305	0.5084373430612285	0.7744627703852236	1.8157078321311573	0.0658682634730539	50,16,19,11,18,17,36	false
joint	3/2	100	k_medoids	8	8	167	0.28974826780330937	0.7702424730154634	0.4852315494470338	0.7687250973593134	2.000336496720671	0.0718562874251497	23,12,14,21,15,38,30,14	false
joint	3/2	100	hierarchical	2	8	167	0.1283000412558718	0.654951345546528	0.6852237116457056	0.7864299927625563	0.5573472554660794	0.24550898203592814	41,126	false
joint	3/2	100	hierarchical	3	8	167	0.1275094983026367	0.7433545469329865	0.6669384521139984	0.7883634783747552	0.7665041846733097	0.059880239520958084	41,10,116	false
joint	3/2	100	hierarchical	4	8	167	0.1441389179576946	0.7686383429724358	0.6382982631064175	0.7859280171318183	1.0223271343662979	0.059880239520958084	41,10,102,14	false
joint	3/2	100	hierarchical	5	8	167	0.17121648794442884	0.7632431176683678	0.6080599849362804	0.785723226077702	1.180900930019447	0.05389221556886228	41,10,95,12,9	false
