block_a	block_b	edges_a	edges_b	intersection	edge_jaccard	degree_rank_correlation	scc_overlap
2/2#1	2/2#4	1	0	0	0	0	0
2/2#1	1/1#5	1	0	0	0	0	0
2/2#1	2/2#5	1	0	0	0	0	0
2/2#1	1/1#6	1	0	0	0	0	0
2/2#1	2/5#1	1	0	0	0	0	0
2/2#1	1/1#7	1	0	0	0	0	0
2/2#1	2/2#6	1	0	0	0	0	0
2/2#1	1/1#8	1	2	1	0.5	0.7057887804	1
2/2#1	2/2#7	1	0	0	0	0	0
2/2#1	1/1#9	1	0	0	0	0	0
2/2#1	2/5#2	1	0	0	0	0	0
2/2#1	2/2#8	1	7	1	0.1428571429	0.3922449716	0
2/2#1	3/2#0	1	0	0	0	0	0
2/2#1	3/4#0	1	1	0	0	-0.003724394786	0
2/2#1	3/2#1	1	2	0	0	-0.005276925461	0
2/2#1	4/1#0	1	1	1	1	1	1
2/2#1	4/1#1	1	1	1	1	1	1
2/2#1	5/3#0	1	0	0	0	0	0
2/2#1	4/1#2	1	0	0	0	0	0
2/2#1	X/3#0	1	6	1	0.1666666667	0.4044292328	0
2/2#1	Y/3#0	1	2	0	0	-0.005276925461	0
2/2#1	X/3#1	1	2	0	0	-0.005276925461	0
1/1#2	2/2#2	0	0	0	0	0	0
1/1#2	1/1#3	0	0	0	0	0	0
1/1#2	2/2#3	0	0	0	0	0	0
1/1#2	2/5#0	0	0	0	0	0	0
1/1#2	1/1#4	0	0	0	0	0	0
1/1#2	2/2#4	0	0	0	0	0	0
1/1#2	1/1#5	0	0	0	0	0	0
1/1#2	2/2#5	0	0	0	0	0	0
1/1#2	1/1#6	0	0	0	0	0	0
1/1#2	2/5#1	0	0	0	0	0	0
1/1#2	1/1#7	0	0	0	0	0	0
1/1#2	2/2#6	0	0	0	0	0	0
1/1#2	1/1#8	0	2	0	0	0	0
1/1#2	2/2#7	0	0	0	0	0	0
1/1#2	1/1#9	0	0	0	0	0	0
1/1#2	2/5#2	0	0	0	0	0	0
1/1#2	2/2#8	0	7	0	0	0	0
1/1#2	3/2#0	0	0	0	0	0	0
1/1#2	3/4#0	0	1	0	0	0	0
1/1#2	3/2#1	0	2	0	0	0	0
1/1#2	4/1#0	0	1	0	0	0	0
1/1#2	4/1#1	0	1	0	0	0	0
1/1#2	5/3#0	0	0	0	0	0	0
1/1#2	4/1#2	0	0	0	0	0	0
1/1#2	X/3#0	0	6	0	0	0	0
1/1#2	Y/3#0	0	2	0	0	0	0
1/1#2	X/3#1	0	2	0	0	0	0
2/2#2	1/1#3	0	0	0	0	0	0
2/2#2	2/2#3	0	0	0	0	0	0
2/2#2	2/5#0	0	0	0	0	0	0
2/2#2	1/1#4	0	0	0	0	0	0
2/2#2	2/2#4	0	0	0	0	0	0
2/2#2	1/1#5	0	0	0	0	0	0
2/2#2	2/2#5	0	0	0	0	0	0
2/2#2	1/1#6	0	0	0	0	0	0
2/2#2	2/5#1	0	0	0	0	0	0
2/2#2	1/1#7	0	0	0	0	0	0
2/2#2	2/2#6	0	0	0	0	0	0
2/2#2	1/1#8	0	2	0	0	0	0
2/2#2	2/2#7	0	0	0	0	0	0
2/2#2	1/1#9	0	0	0	0	0	0
2/2#2	2/5#2	0	0	0	0	0	0
2/2#2	2/2#8	0	7	0	0	0	0
2/2#2	3/2#0	0	0	0	0	0	0
2/2#2	3/4#0	0	1	0	0	0	0
2/2#2	3/2#1	0	2	0	0	0	0
2/2#2	4/1#0	0	1	0	0	0	0
2/2#2	4/1#1	0	1	0	0	0	0
2/2#2	5/3#0	0	0	0	0	0	0
2/2#2	4/1#2	0	0	0	0	0	0
2/2#2	X/3#0	0	6	0	0	0	0
2/2#2	Y/3#0	0	2	0	0	0	0
2/2#2	X/3#1	0	2	0	0	0	0
1/1#3	2/2#3	0	0	0	0	0	0
1/1#3	2/5#0	0	0	0	0	0	0
1/1#3	1/1#4	0	0	0	0	0	0
1/1#3	2/2#4	0	0	0	0	0	0
1/1#3	1/1#5	0	0	0	0	0	0
1/1#3	2/2#5	0	0	0	0	0	0
1/1#3	1/1#6	0	0	0	0	0	0
1/1#3	2/5#1	0	0	0	0	0	0
1/1#3	1/1#7	0	0	0	0	0	0
1/1#3	2/2#6	0	0	0	0	0	0
1/1#3	1/1#8	0	2	0	0	0	0
1/1#3	2/2#7	0	0	0	0	0	0
1/1#3	1/1#9	0	0	0	0	0	0
1/1#3	2/5#2	0	0	0	0	0	0
1/1#3	2/2#8	0	7	0	0	0	0
1/1#3	3/2#0	0	0	0	0	0	0
1/1#3	3/4#0	0	1	0	0	0	0
1/1#3	3/2#1	0	2	0	0	0	0
1/1#3	4/1#0	0	1	0	0	0	0
1/1#3	4/1#1	0	1	0	0	0	0
1/1#3	5/3#0	0	0	0	0	0	0
1/1#3	4/1#2	0	0	0	0	0	0
1/1#3	X/3#0	0	6	0	0	0	0
1/1#3	Y/3#0	0	2	0	0	0	0
1/1#3	X/3#1	0	2	0	0	0	0
2/2#3	2/5#0	0	0	0	0	0	0
2/2#3	1/1#4	0	0	0	0	0	0
2/2#3	2/2#4	0	0	0	0	0	0
2/2#3	1/1#5	0	0	0	0	0	0
2/2#3	2/2#5	0	0	0	0	0	0
2/2#3	1/1#6	0	0	0	0	0	0
2/2#3	2/5#1	0	0	0	0	0	0
2/2#3	1/1#7	0	0	0	0	0	0
2/2#3	2/2#6	0	0	0	0	0	0
2/2#3	1/1#8	0	2	0	0	0	0
2/2#3	2/2#7	0	0	0	0	0	0
2/2#3	1/1#9	0	0	0	0	0	0
2/2#3	2/5#2	0	0	0	0	0	0
2/2#3	2/2#8	0	7	0	0	0	0
2/2#3	3/2#0	0	0	0	0	0	0
2/2#3	3/4#0	0	1	0	0	0	0
2/2#3	3/2#1	0	2	0	0	0	0
2/2#3	4/1#0	0	1	0	0	0	0
2/2#3	4/1#1	0	1	0	0	0	0
2/2#3	5/3#0	0	0	0	0	0	0
2/2#3	4/1#2	0	0	0	0	0	0
2/2#3	X/3#0	0	6	0	0	0	0
2/2#3	Y/3#0	0	2	0	0	0	0
2/2#3	X/3#1	0	2	0	0	0	0
2/5#0	1/1#4	0	0	0	0	0	0
2/5#0	2/2#4	0	0	0	0	0	0
2/5#0	1/1#5	0	0	0	0	0	0
2/5#0	2/2#5	0	0	0	0	0	0
2/5#0	1/1#6	0	0	0	0	0	0
2/5#0	2/5#1	0	0	0	0	0	0
2/5#0	1/1#7	0	0	0	0	0	0
2/5#0	2/2#6	0	0	0	0	0	0
2/5#0	1/1#8	0	2	0	0	0	0
2/5#0	2/2#7	0	0	0	0	0	0
2/5#0	1/1#9	0	0	0	0	0	0
2/5#0	2/5#2	0	0	0	0	0	0
2/5#0	2/2#8	0	7	0	0	0	0
2/5#0	3/2#0	0	0	0	0	0	0
2/5#0	3/4#0	0	1	0	0	0	0
2/5#0	3/2#1	0	2	0	0	0	0
2/5#0	4/1#0	0	1	0	0	0	0
2/5#0	4/1#1	0	1	0	0	0	0
2/5#0	5/3#0	0	0	0	0	0	0
2/5#0	4/1#2	0	0	0	0	0	0
2/5#0	X/3#0	0	6	0	0	0	0
2/5#0	Y/3#0	0	2	0	0	0	0
2/5#0	X/3#1	0	2	0	0	0	0
1/1#4	2/2#4	0	0	0	0	0	0
1/1#4	1/1#5	0	0	0	0	0	0
1/1#4	2/2#5	0	0	0	0	0	0
1/1#4	1/1#6	0	0	0	0	0	0
1/1#4	2/5#1	0	0	0	0	0	0
1/1#4	1/1#7	0	0	0	0	0	0
1/1#4	2/2#6	0	0	0	0	0	0
1/1#4	1/1#8	0	2	0	0	0	0
1/1#4	2/2#7	0	0	0	0	0	0
1/1#4	1/1#9	0	0	0	0	0	0
1/1#4	2/5#2	0	0	0	0	0	0
1/1#4	2/2#8	0	7	0	0	0	0
1/1#4	3/2#0	0	0	0	0	0	0
1/1#4	3/4#0	0	1	0	0	0	0
1/1#4	3/2#1	0	2	0	0	0	0
1/1#4	4/1#0	0	1	0	0	0	0
1/1#4	4/1#1	0	1	0	0	0	0
1/1#4	5/3#0	0	0	0	0	0	0
1/1#4	4/1#2	0	0	0	0	0	0
1/1#4	X/3#0	0	6	0	0	0	0
1/1#4	Y/3#0	0	2	0	0	0	0
1/1#4	X/3#1	0	2	0	0	0	0
2/2#4	1/1#5	0	0	0	0	0	0
2/2#4	2/2#5	0	0	0	0	0	0
2/2#4	1/1#6	0	0	0	0	0	0
2/2#4	2/5#1	0	0	0	0	0	0
2/2#4	1/1#7	0	0	0	0	0	0
2/2#4	2/2#6	0	0	0	0	0	0
2/2#4	1/1#8	0	2	0	0	0	0
2/2#4	2/2#7	0	0	0	0	0	0
2/2#4	1/1#9	0	0	0	0	0	0
2/2#4	2/5#2	0	0	0	0	0	0
2/2#4	2/2#8	0	7	0	0	0	0
2/2#4	3/2#0	0	0	0	0	0	0
2/2#4	3/4#0	0	1	0	0	0	0
2/2#4	3/2#1	0	2	0	0	0	0
2/2#4	4/1#0	0	1	0	0	0	0
2/2#4	4/1#1	0	1	0	0	0	0
2/2#4	5/3#0	0	0	0	0	0	0
2/2#4	4/1#2	0	0	0	0	0	0
2/2#4	X/3#0	0	6	0	0	0	0
2/2#4	Y/3#0	0	2	0	0	0	0
2/2#4	X/3#1	0	2	0	0	0	0
1/1#5	2/2#5	0	0	0	0	0	0
1/1#5	1/1#6	0	0	0	0	0	0
1/1#5	2/5#1	0	0	0	0	0	0
1/1#5	1/1#7	0	0	0	0	0	0
1/1#5	2/2#6	0	0	0	0	0	0
1/1#5	1/1#8	0	2	0	0	0	0
1/1#5	2/2#7	0	0	0	0	0	0
1/1#5	1/1#9	0	0	0	0	0	0
1/1#5	2/5#2	0	0	0	0	0	0
1/1#5	2/2#8	0	7	0	0	0	0
1/1#5	3/2#0	0	0	0	0	0	0
1/1#5	3/4#0	0	1	0	0	0	0
1/1#5	3/2#1	0	2	0	0	0	0
1/1#5	4/1#0	0	1	0	0	0	0
1/1#5	4/1#1	0	1	0	0	0	0
1/1#5	5/3#0	0	0	0	0	0	0
1/1#5	4/1#2	0	0	0	0	0	0
1/1#5	X/3#0	0	6	0	0	0	0
1/1#5	Y/3#0	0	2	0	0	0	0
1/1#5	X/3#1	0	2	0	0	0	0
2/2#5	1/1#6	0	0	0	0	0	0
2/2#5	2/5#1	0	0	0	0	0	0
2/2#5	1/1#7	0	0	0	0	0	0
2/2#5	2/2#6	0	0	0	0	0	0
2/2#5	1/1#8	0	2	0	0	0	0
2/2#5	2/2#7	0	0	0	0	0	0
2/2#5	1/1#9	0	0	0	0	0	0
2/2#5	2/5#2	0	0	0	0	0	0
2/2#5	2/2#8	0	7	0	0	0	0
2/2#5	3/2#0	0	0	0	0	0	0
2/2#5	3/4#0	0	1	0	0	0	0
2/2#5	3/2#1	0	2	0	0	0	0
2/2#5	4/1#0	0	1	0	0	0	0
2/2#5	4/1#1	0	1	0	0	0	0
2/2#5	5/3#0	0	0	0	0	0	0
2/2#5	4/1#2	0	0	0	0	0	0
2/2#5	X/3#0	0	6	0	0	0	0
2/2#5	Y/3#0	0	2	0	0	0	0
2/2#5	X/3#1	0	2	0	0	0	0
1/1#6	2/5#1	0	0	0	0	0	0
1/1#6	1/1#7	0	0	0	0	0	0
1/1#6	2/2#6	0	0	0	0	0	0
1/1#6	1/1#8	0	2	0	0	0	0
1/1#6	2/2#7	0	0	0	0	0	0
1/1#6	1/1#9	0	0	0	0	0	0
1/1#6	2/5#2	0	0	0	0	0	0
1/1#6	2/2#8	0	7	0	0	0	0
1/1#6	3/2#0	0	0	0	0	0	0
1/1#6	3/4#0	0	1	0	0	0	0
1/1#6	3/2#1	0	2	0	0	0	0
1/1#6	4/1#0	0	1	0	0	0	0
1/1#6	4/1#1	0	1	0	0	0	0
1/1#6	5/3#0	0	0	0	0	0	0
1/1#6	4/1#2	0	0	0	0	0	0
1/1#6	X/3#0	0	6	0	0	0	0
1/1#6	Y/3#0	0	2	0	0	0	0
1/1#6	X/3#1	0	2	0	0	0	0
2/5#1	1/1#7	0	0	0	0	0	0
2/5#1	2/2#6	0	0	0	0	0	0
2/5#1	1/1#8	0	2	0	0	0	0
2/5#1	2/2#7	0	0	0	0	0	0
2/5#1	1/1#9	0	0	0	0	0	0
2/5#1	2/5#2	0	0	0	0	0	0
2/5#1	2/2#8	0	7	0	0	0	0
2/5#1	3/2#0	0	0	0	0	0	0
2/5#1	3/4#0	0	1	0	0	0	0
2/5#1	3/2#1	0	2	0	0	0	0
2/5#1	4/1#0	0	1	0	0	0	0
2/5#1	4/1#1	0	1	0	0	0	0
2/5#1	5/3#0	0	0	0	0	0	0
2/5#1	4/1#2	0	0	0	0	0	0
2/5#1	X/3#0	0	6	0	0	0	0
2/5#1	Y/3#0	0	2	0	0	0	0
2/5#1	X/3#1	0	2	0	0	0	0
1/1#7	2/2#6	0	0	0	0	0	0
1/1#7	1/1#8	0	2	0	0	0	0
1/1#7	2/2#7	0	0	0	0	0	0
1/1#7	1/1#9	0	0	0	0	0	0
1/1#7	2/5#2	0	0	0	0	0	0
1/1#7	2/2#8	0	7	0	0	0	0
1/1#7	3/2#0	0	0	0	0	0	0
1/1#7	3/4#0	0	1	0	0	0	0
1/1#7	3/2#1	0	2	0	0	0	0
1/1#7	4/1#0	0	1	0	0	0	0
1/1#7	4/1#1	0	1	0	0	0	0
1/1#7	5/3#0	0	0	0	0	0	0
1/1#7	4/1#2	0	0	0	0	0	0
1/1#7	X/3#0	0	6	0	0	0	0
1/1#7	Y/3#0	0	2	0	0	0	0
1/1#7	X/3#1	0	2	0	0	0	0
2/2#6	1/1#8	0	2	0	0	0	0
2/2#6	2/2#7	0	0	0	0	0	0
2/2#6	1/1#9	0	0	0	0	0	0
2/2#6	2/5#2	0	0	0	0	0	0
2/2#6	2/2#8	0	7	0	0	0	0
2/2#6	3/2#0	0	0	0	0	0	0
2/2#6	3/4#0	0	1	0	0	0	0
2/2#6	3/2#1	0	2	0	0	0	0
2/2#6	4/1#0	0	1	0	0	0	0
2/2#6	4/1#1	0	1	0	0	0	0
2/2#6	5/3#0	0	0	0	0	0	0
2/2#6	4/1#2	0	0	0	0	0	0
2/2#6	X/3#0	0	6	0	0	0	0
2/2#6	Y/3#0	0	2	0	0	0	0
2/2#6	X/3#1	0	2	0	0	0	0
1/1#8	2/2#7	2	0	0	0	0	0
1/1#8	1/1#9	2	0	0	0	0	0
1/1#8	2/5#2	2	0	0	0	0	0
1/1#8	2/2#8	2	7	2	0.2857142857	0.5523557399	0
1/1#8	3/2#0	2	0	0	0	0	0
1/1#8	3/4#0	2	1	1	0.5	0.7057887804	0
1/1#8	3/2#1	2	2	1	0.3333333333	0.4962616822	0
1/1#8	4/1#0	2	1	1	0.5	0.7057887804	1
1/1#8	4/1#1	2	1	1	0.5	0.7057887804	1
1/1#8	5/3#0	2	0	0	0	0	0
1/1#8	4/1#2	2	0	0	0	0	0
1/1#8	X/3#0	2	6	2	0.3333333333	0.5730173729	0
1/1#8	Y/3#0	2	2	1	0.3333333333	0.4962616822	0
1/1#8	X/3#1	2	2	1	0.3333333333	0.4962616822	1
2/2#7	1/1#9	0	0	0	0	0	0
2/2#7	2/5#2	0	0	0	0	0	0
2/2#7	2/2#8	0	7	0	0	0	0
2/2#7	3/2#0	0	0	0	0	0	0
2/2#7	3/4#0	0	1	0	0	0	0
2/2#7	3/2#1	0	2	0	0	0	0
2/2#7	4/1#0	0	1	0	0	0	0
2/2#7	4/1#1	0	1	0	0	0	0
2/2#7	5/3#0	0	0	0	0	0	0
2/2#7	4/1#2	0	0	0	0	0	0
2/2#7	X/3#0	0	6	0	0	0	0
2/2#7	Y/3#0	0	2	0	0	0	0
2/2#7	X/3#1	0	2	0	0	0	0
1/1#9	2/5#2	0	0	0	0	0	0
1/1#9	2/2#8	0	7	0	0	0	0
1/1#9	3/2#0	0	0	0	0	0	0
1/1#9	3/4#0	0	1	0	0	0	0
1/1#9	3/2#1	0	2	0	0	0	0
1/1#9	4/1#0	0	1	0	0	0	0
1/1#9	4/1#1	0	1	0	0	0	0
1/1#9	5/3#0	0	0	0	0	0	0
1/1#9	4/1#2	0	0	0	0	0	0
1/1#9	X/3#0	0	6	0	0	0	0
1/1#9	Y/3#0	0	2	0	0	0	0
1/1#9	X/3#1	0	2	0	0	0	0
2/5#2	2/2#8	0	7	0	0	0	0
2/5#2	3/2#0	0	0	0	0	0	0
2/5#2	3/4#0	0	1	0	0	0	0
2/5#2	3/2#1	0	2	0	0	0	0
2/5#2	4/1#0	0	1	0	0	0	0
2/5#2	4/1#1	0	1	0	0	0	0
2/5#2	5/3#0	0	0	0	0	0	0
2/5#2	4/1#2	0	0	0	0	0	0
2/5#2	X/3#0	0	6	0	0	0	0
2/5#2	Y/3#0	0	2	0	0	0	0
2/5#2	X/3#1	0	2	0	0	0	0
2/2#8	3/2#0	7	0	0	0	0	0
2/2#8	3/4#0	7	1	1	0.1428571429	0.3874479964	0
2/2#8	3/2#1	7	2	2	0.2857142857	0.5489574319	0
2/2#8	4/1#0	7	1	1	0.1428571429	0.3922449716	0
2/2#8	4/1#1	7	1	1	0.1428571429	0.3922449716	0
2/2#8	5/3#0	7	0	0	0	0	0
2/2#8	4/1#2	7	0	0	0	0	0
2/2#8	X/3#0	7	6	6	0.8571428571	0.9599886971	0
2/2#8	Y/3#0	7	2	2	0.2857142857	0.5489574319	0
2/2#8	X/3#1	7	2	2	0.2857142857	0.5489574319	0
3/2#0	3/4#0	0	1	0	0	0	0
3/2#0	3/2#1	0	2	0	0	0	0
3/2#0	4/1#0	0	1	0	0	0	0
3/2#0	4/1#1	0	1	0	0	0	0
3/2#0	5/3#0	0	0	0	0	0	0
3/2#0	4/1#2	0	0	0	0	0	0
3/2#0	X/3#0	0	6	0	0	0	0
3/2#0	Y/3#0	0	2	0	0	0	0
3/2#0	X/3#1	0	2	0	0	0	0
3/4#0	3/2#1	1	2	1	0.5	0.7057887804	0
3/4#0	4/1#0	1	1	0	0	-0.003724394786	0
3/4#0	4/1#1	1	1	0	0	-0.003724394786	0
3/4#0	5/3#0	1	0	0	0	0	0
3/4#0	4/1#2	1	0	0	0	0	0
3/4#0	X/3#0	1	6	1	0.1666666667	0.4044292328	0
3/4#0	Y/3#0	1	2	1	0.5	0.7057887804	1
3/4#0	X/3#1	1	2	1	0.5	0.7057887804	0
3/2#1	4/1#0	2	1	0	0	-0.005276925461	0
3/2#1	4/1#1	2	1	0	0	-0.005276925461	0
3/2#1	5/3#0	2	0	0	0	0	0
3/2#1	4/1#2	2	0	0	0	0	0
3/2#1	X/3#0	2	6	2	0.3333333333	0.5730173729	0
3/2#1	Y/3#0	2	2	1	0.3333333333	0.4962616822	0
3/2#1	X/3#1	2	2	2	1	1	1
4/1#0	4/1#1	1	1	1	1	1	1
4/1#0	5/3#0	1	0	0	0	0	0
4/1#0	4/1#2	1	0	0	0	0	0
4/1#0	X/3#0	1	6	1	0.1666666667	0.4044292328	0
4/1#0	Y/3#0	1	2	0	0	-0.005276925461	0
4/1#0	X/3#1	1	2	0	0	-0.005276925461	0
4/1#1	5/3#0	1	0	0	0	0	0
4/1#1	4/1#2	1	0	0	0	0	0
4/1#1	X/3#0	1	6	1	0.1666666667	0.4044292328	0
4/1#1	Y/3#0	1	2	0	0	-0.005276925461	0
4/1#1	X/3#1	1	2	0	0	-0.005276925461	0
5/3#0	4/1#2	0	0	0	0	0	0
5/3#0	X/3#0	0	6	0	0	0	0
5/3#0	Y/3#0	0	2	0	0	0	0
5/3#0	X/3#1	0	2	0	0	0	0
4/1#2	X/3#0	0	6	0	0	0	0
4/1#2	Y/3#0	0	2	0	0	0	0
4/1#2	X/3#1	0	2	0	0	0	0
X/3#0	Y/3#0	6	2	2	0.3333333333	0.5730173729	0
X/3#0	X/3#1	6	2	2	0.3333333333	0.5730173729	0
Y/3#0	X/3#1	2	2	1	0.3333333333	0.4962616822	0
