rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
25	x038543	x037861	0.284977	0.862069	page	0.096000	0.256000	0.173857	2.245528	0.00990099	17.531250	0.093750	0.838837	1	0
26	x005079	x037856	0.284200	0.649123	page	0.054054	0.351351	0.328879	2.197193	0.029703	13.923077	0.076923	0.717157	1	0
27	x000107	x001424	0.283866	0.878788	page	0.033784	0.209459	0.119804	3.179647	0.00990099	21.935484	0.000000	0.607189	1	1
28	x001428	x018500	0.283555	0.892473	page	0.060241	0.156627	0.080603	2.528614	0.00990099	16.230769	0.192308	0.681456	3	0
29	x042801	x037857	0.283524	0.770115	page	0.029851	0.283582	0.254074	3.284930	0.00990099	27.842105	0.000000	0.822329	0	0
30	x001429	x000104	0.283119	0.873418	page	0.064748	0.215827	0.121624	3.025364	0.00990099	17.366667	0.066667	0.560676	0	2
31	x042801	x037858	0.282757	0.770115	page	0.029851	0.194030	0.184352	2.054325	0.039604	20.153846	0.000000	0.897467	1	0
32	x019941	x038542	0.281184	0.750000	page	0.016667	0.150000	0.133871	2.457116	0.019802	32.000000	0.000000	0.512081	1	0
33	x042105	x000104	0.280765	0.714286	page	0.060000	0.240000	0.182029	2.241388	0.049505	22.666667	0.083333	0.471685	1	0
34	x018498	x038543	0.280237	0.862069	page	0.041667	0.154762	0.106762	3.373859	0.00990099	21.615385	0.000000	0.639987	0	1
35	x038537	x037861	0.280213	0.864865	page	0.054688	0.296875	0.189732	2.460775	0.019802	21.368421	0.052632	0.788100	2	1
36	x000109	x038540	0.279400	0.870130	page	0.022388	0.164179	0.061615	1.857187	0.0594059	29.590909	0.000000	0.626469	1	0
37	x025398	x001424	0.279076	0.875000	page	0.028571	0.150000	0.067241	1.798208	0.0693069	27.428571	0.000000	0.626049	1	0
38	x018500	x038536	0.278734	0.871795	page	0.035088	0.152047	0.041753	3.510682	0.00990099	22.115385	0.000000	0.636752	0	0
39	x000108	x001427	0.278291	0.883041	page	0.019737	0.184211	0.091495	2.377584	0.029703	28.142857	0.000000	0.621935	2	0
40	x018876	x042104	0.277934	0.722222	page	0.053333	0.160000	0.102308	4.340459	0.00990099	20.750000	0.000000	0.381180	0	1
41	x002104	x017891	0.276258	0.682540	page	0.000000	0.209302	0.185206	2.695732	0.019802	29.555556	0.000000	0.437460	1	0
42	x000107	x001428	0.275839	0.880952	page	0.047297	0.202703	0.136438	3.008420	0.00990099	19.733333	0.000000	0.654945	0	1
43	x041260	x000106	0.275662	0.696970	page	0.021739	0.217391	0.198161	4.034981	0.00990099	31.800000	0.000000	0.476686	0	0
44	x002336	x037859	0.275045	0.682540	page	0.093023	0.372093	0.358394	3.409374	0.00990099	20.437500	0.187500	0.743050	0	0
45	x002106	x000107	0.274749	0.687500	page	0.022727	0.181818	0.168305	2.623966	0.00990099	20.250000	0.000000	0.545483	1	0
46	x042807	x037860	0.273646	0.791667	page	0.065789	0.223684	0.200036	1.579052	0.0990099	18.588235	0.000000	0.865754	1	0
47	x018502	x038540	0.273416	0.886364	page	0.048780	0.164634	0.030019	1.718035	0.0990099	18.629630	0.000000	0.647332	1	0
48	x016896	x037858	0.273064	0.636364	page	0.028571	0.342857	0.323502	2.238495	0.029703	17.833333	0.000000	0.859591	1	0
49	x000110	x025398	0.272685	0.875000	page	0.040541	0.195946	0.074517	3.136416	0.00990099	23.413793	0.000000	0.597447	0	4
50	x041263	x037860	0.272572	0.642857	page	0.055556	0.305556	0.298799	2.345208	0.00990099	18.272727	0.000000	0.833134	1	0
51	x016902	x038537	0.272188	0.696970	page	0.021739	0.173913	0.158288	2.527722	0.039604	29.000000	0.000000	0.525300	1	0
52	x000110	x037862	0.271862	0.880952	page	0.006757	0.270270	0.192039	1.766052	0.0594059	28.750000	0.000000	0.873962	2	0
53	x019943	x037860	0.271748	0.718310	page	0.058824	0.235294	0.225159	2.069897	0.039604	19.333333	0.083333	0.861231	1	0
54	x018874	x037861	0.271190	0.824561	page	0.063830	0.212766	0.173480	1.538407	0.0990099	18.150000	0.250000	0.806863	2	0
55	x018872	x037858	0.271105	0.793814	page	0.064935	0.350649	0.289359	2.697780	0.00990099	24.592593	0.111111	0.830194	0	1
56	x017411	x018501	0.271026	0.780220	page	0.028169	0.140845	0.126859	2.052632	0.049505	22.800000	0.000000	0.542255	1	0
57	x025397	x037858	0.270982	0.877301	page	0.090909	0.342657	0.226528	2.329536	0.00990099	18.857143	0.122449	0.788764	1	5
58	x025398	x001426	0.270542	0.869281	page	0.021429	0.185714	0.110526	3.071555	0.00990099	22.038462	0.000000	0.592031	1	1
59	x015283	x025398	0.270164	0.500000	page	0.100000	0.400000	0.392857	3.720657	0.00990099	17.125000	0.000000	0.489702	1	0
60	x000109	x025395	0.270036	0.870130	page	0.044776	0.208955	0.153400	2.826813	0.019802	23.821429	0.000000	0.610252	1	1
61	x017409	x037863	0.268963	0.791667	page	0.078947	0.263158	0.234688	2.916738	0.00990099	20.950000	0.000000	0.809576	0	1
62	x017415	x025399	0.268928	0.831933	page	0.000000	0.141414	0.082155	1.841311	0.0693069	25.071429	0.000000	0.580319	1	0
63	x000109	x037861	0.268096	0.870130	page	0.029851	0.291045	0.183902	2.135424	0.029703	22.435897	0.000000	0.763346	1	0
64	x020023	x037859	0.267930	0.775281	page	0.028986	0.217391	0.186569	1.582088	0.0693069	24.000000	0.000000	0.753317	1	0
65	x017891	x038541	0.267517	0.805825	page	0.048193	0.192771	0.108264	1.688296	0.0594059	22.500000	0.000000	0.546063	1	0
66	x042105	x001431	0.267255	0.714286	page	0.020000	0.200000	0.165278	2.185093	0.049505	30.900000	0.000000	0.511914	1	0
67	x000110	x037861	0.267100	0.880952	page	0.020270	0.229730	0.147587	1.853414	0.0594059	24.500000	0.000000	0.800597	2	0
68	x041259	x037857	0.267055	0.710145	page	0.020408	0.326531	0.303580	2.310129	0.029703	21.625000	0.000000	0.792281	1	0
69	x017413	x001428	0.267000	0.797980	page	0.025316	0.189873	0.159753	1.593408	0.0891089	29.533333	0.000000	0.615883	1	0
70	x041119	x037863	0.266935	0.795918	page	0.038462	0.256410	0.210147	1.797164	0.0693069	27.000000	0.000000	0.782811	2	0
71	x042807	x042804	0.266928	0.784946	page	0.013158	0.144737	0.089942	2.845026	0.00990099	23.909091	0.000000	0.447775	1	0
72	x041114	x001427	0.266738	0.759036	page	0.015873	0.222222	0.189110	1.649645	0.0891089	27.928571	0.000000	0.557185	2	0
73	x041112	x037856	0.266723	0.770115	page	0.044776	0.298507	0.257309	2.175995	0.039604	17.450000	0.000000	0.724951	1	0
74	x018877	x017889	0.266371	0.772727	page	0.023810	0.083333	0.053922	2.454954	0.019802	26.142857	0.000000	0.468502	1	0
75	x042105	x038536	0.266313	0.714286	page	0.000000	0.200000	0.141176	2.208725	0.0594059	24.100000	0.000000	0.496341	1	0
76	x017409	x001431	0.265578	0.791667	page	0.039474	0.171053	0.143275	1.700749	0.0891089	23.000000	0.000000	0.554901	1	0
77	x025392	x038542	0.265110	0.861111	page	0.028777	0.136691	0.056045	1.722509	0.0693069	18.631579	0.000000	0.602613	1	0
78	x016902	x001431	0.265106	0.696970	page	0.000000	0.282609	0.254831	3.418979	0.00990099	29.384615	0.000000	0.520692	0	2
79	x041118	x001431	0.264827	0.791667	page	0.000000	0.223684	0.140351	2.302239	0.039604	25.882353	0.000000	0.523717	2	0
80	x000105	x038541	0.264513	0.866667	page	0.015385	0.115385	0.066089	1.628903	0.0990099	25.800000	0.000000	0.608067	2	0
81	x031623	x038543	0.264314	0.555556	page	0.040000	0.280000	0.272000	3.449462	0.00990099	29.571429	0.000000	0.497163	1	0
82	x019936	x037862	0.264281	0.759036	page	0.000000	0.238095	0.207483	1.577703	0.108911	24.466667	0.000000	0.866189	1	0
83	x001429	x038536	0.264154	0.871795	page	0.057554	0.179856	0.091621	2.551543	0.00990099	21.280000	0.000000	0.598606	1	0
84	x041116	x001430	0.263905	0.795918	page	0.051282	0.192308	0.137886	1.599374	0.0693069	23.200000	0.000000	0.546470	1	0
85	x017409	x001424	0.263808	0.791667	page	0.039474	0.184211	0.156624	2.450885	0.019802	21.357143	0.000000	0.558181	1	0
86	x020016	x018501	0.263685	0.818182	page	0.022222	0.133333	0.091375	1.851096	0.049505	22.833333	0.000000	0.574767	1	0
87	x041113	x037861	0.263637	0.777778	page	0.042857	0.257143	0.200000	1.316550	0.148515	23.277778	0.000000	0.775556	1	0
88	x024804	x037859	0.263533	0.655172	page	0.052632	0.342105	0.311283	1.699204	0.0891089	23.769231	0.000000	0.737587	1	0
89	x000108	x025398	0.263374	0.875000	page	0.026316	0.144737	0.051880	2.326391	0.039604	23.681818	0.000000	0.597335	2	0
90	x041117	x001429	0.263080	0.780220	page	0.028169	0.183099	0.154322	1.593891	0.108911	22.230769	0.000000	0.516253	1	0
91	x017415	x000109	0.262693	0.831933	page	0.030303	0.151515	0.121664	2.363621	0.019802	25.600000	0.000000	0.583755	1	0
92	x037857	x041118	0.262673	0.791667	page	0.009836	0.098361	-0.164797	2.322669	0.029703	22.533333	0.000000	0.767347	2	0
93	x020021	x037859	0.262204	0.821429	page	0.043478	0.271739	0.196397	2.635910	0.019802	25.280000	0.000000	0.764894	0	0
94	x040222	x000107	0.261855	0.534884	page	0.000000	0.304348	0.297591	3.499784	0.00990099	39.285714	0.000000	0.512188	1	0
95	x018879	x037851	0.261411	0.789474	page	0.021978	0.120879	0.094212	1.942065	0.039604	18.545455	0.000000	0.442954	1	0
96	x038541	x018500	0.260214	0.876543	page	0.035211	0.154930	0.078906	1.418617	0.0990099	20.227273	0.000000	0.627024	1	0
97	x041260	x038538	0.260174	0.696970	page	0.043478	0.260870	0.225409	2.765643	0.00990099	25.083333	0.000000	0.489640	1	0
98	x016897	x000108	0.259988	0.733333	page	0.000000	0.200000	0.160526	1.875963	0.0594059	33.000000	0.000000	0.499454	1	0
99	x017415	x018874	0.259688	0.824561	page	0.010101	0.101010	0.069095	1.847521	0.0792079	21.600000	0.000000	0.522418	1	0
100	x017409	x037851	0.259576	0.789474	page	0.013158	0.092105	0.078772	2.033983	0.029703	28.000000	0.000000	0.459200	1	0
