sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x000008 x000078	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	252,67	false	false	true	
x000008 x000097	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,70	false	false	true	
x000008 x000098	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,76	false	false	true	
x000008 x000099	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,62	false	false	true	
x000008 x000100	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	252,66	false	false	true	
x000008 x000221	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,35	false	false	true	
x000008 x000222	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,26	false	false	true	
x000008 x000476	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,15	false	false	true	
x000008 x000478	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,11	false	false	true	
x000008 x000479	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	252,16	false	false	true	
x000008 x000480	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	252,12	false	false	true	
x000008 x001037	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	252,9	false	false	true	
x000009 x000055	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	256,132	false	false	true	
x000009 x000076	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	256,65	false	false	true	
x000009 x000079	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	256,75	false	false	true	
x000009 x000080	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	256,76	false	false	true	
x000009 x000096	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	256,69	false	false	true	
x000009 x000097	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	256,70	false	false	true	
x000009 x000098	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	256,76	false	false	true	
x000009 x000099	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	256,62	false	false	true	
x000009 x000100	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	256,66	false	false	true	
x000009 x000427	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	256,19	false	false	true	
x000010 x000080	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	233,76	false	false	true	
x000010 x000096	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	233,69	false	false	true	
x000010 x000097	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	233,70	false	false	true	
x000010 x000099	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	233,62	false	false	true	
x000010 x000222	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	233,26	false	false	true	
x000010 x000479	2	4	4	3	3	3	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	233,16	false	false	true	
x000010 x000659	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	233,8	false	false	true	
x000011 x000005	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	240,394	false	false	true	
x000011 x000006	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,241	false	false	true	
x000011 x000008	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	240,252	false	false	true	
x000011 x000026	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,203	false	false	true	
x000011 x000045	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,139	false	false	true	
x000012 x000000	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	229,363	false	false	true	
x000012 x000001	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	229,409	false	false	true	
x000013 x000000	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	258,363	false	false	true	
x000013 x000004	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	258,375	false	false	true	
x000013 x000008	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	258,252	false	false	true	
x000013 x000009	2	8	8	6	3	3	1	0.375	2.4056390622295662	GROUP_CONSISTENT	ambiguous-transcription	258,256	false	false	true	
x000014 x000009	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	231,256	false	false	true	
x000014 x000010	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	231,233	false	false	true	
x000016 x000000	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	224,363	false	false	true	
x000016 x000001	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	224,409	false	false	true	
x000016 x000002	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	224,402	false	false	true	
x000016 x000003	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	224,382	false	false	true	
x000016 x000004	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	224,375	false	false	true	
x000016 x000005	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	224,394	false	false	true	
x000016 x000029	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	224,233	false	false	true	
x000017 x000000	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	202,363	false	false	true	
x000017 x000001	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	202,409	false	false	true	
x000017 x000002	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	202,402	false	false	true	
x000017 x000003	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	202,382	false	false	true	
x000017 x000004	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	202,375	false	false	true	
x000017 x000005	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	202,394	false	false	true	
x000017 x000027	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	202,202	false	false	true	
x000018 x000000	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	230,363	false	false	true	
x000018 x000001	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	230,409	false	false	true	
x000018 x000003	2	12	12	11	3	3	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	230,382	false	false	true	
x000018 x000004	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	230,375	false	false	true	
x000018 x000005	2	12	12	10	4	4	1	0.16666666666666666	3.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	230,394	false	false	true	
x000019 x000000	2	11	11	9	4	4	1	0.18181818181818182	3.0957952550009344	GROUP_CONSISTENT	ambiguous-transcription	237,363	false	false	true	
x000019 x000001	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	237,409	false	false	true	
x000019 x000002	2	10	10	8	4	4	1	0.2	2.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	237,402	false	false	true	
x000019 x000003	2	12	12	11	3	3	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	237,382	false	false	true	
x000019 x000004	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	237,375	false	false	true	
x000019 x000005	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	237,394	false	false	true	
x000019 x000026	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	237,203	false	false	true	
x000019 x000029	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	237,233	false	false	true	
x000020 x000001	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	220,409	false	false	true	
x000020 x000002	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	220,402	false	false	true	
x000020 x000003	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	220,382	false	false	true	
x000020 x000004	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	220,375	false	false	true	
x000020 x000005	2	14	14	12	3	3	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	220,394	false	false	true	
x000020 x000030	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	220,223	false	false	true	
x000021 x000002	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	215,402	false	false	true	
x000021 x000005	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	215,394	false	false	true	
x000022 x000005	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	210,394	false	false	true	
x000022 x000116	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	210,49	false	false	true	
x000022 x000117	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	210,58	false	false	true	
x000023 x000000	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	241,363	false	false	true	
x000023 x000004	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	241,375	false	false	true	
x000023 x000117	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	241,58	false	false	true	
x000024 x000000	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	226,363	false	false	true	
x000024 x000001	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	226,409	false	false	true	
x000024 x000002	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	226,402	false	false	true	
x000024 x000003	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	226,382	false	false	true	
x000024 x000117	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	226,58	false	false	true	
x000025 x000000	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	201,363	false	false	true	
x000025 x000004	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	201,375	false	false	true	
x000027 x000295	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	202,25	false	false	true	
x000031 x000054	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	143,103	false	false	true	
x000031 x000055	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,132	false	false	true	
x000031 x000066	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	143,109	false	false	true	
x000031 x000070	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	143,85	false	false	true	
x000032 x000051	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	132,101	false	false	true	
x000032 x000055	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	132,132	false	false	true	
x000032 x000066	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	132,109	false	false	true	
x000032 x000068	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	132,90	false	false	true	
x000033 x000052	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	150,112	false	false	true	
x000033 x000053	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	150,126	false	false	true	
x000033 x000054	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	150,103	false	false	true	
x000033 x000067	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	150,79	false	false	true	
x000033 x000069	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	150,98	false	false	true	
x000034 x000052	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	147,112	false	false	true	
x000034 x000053	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	147,126	false	false	true	
x000034 x000066	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	147,109	false	false	true	
x000034 x000067	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	147,79	false	false	true	
x000034 x000069	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	147,98	false	false	true	
x000034 x000070	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	147,85	false	false	true	
x000035 x000051	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	125,101	false	false	true	
x000035 x000053	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	125,126	false	false	true	
x000036 x000000	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	133,363	false	false	true	
x000036 x000001	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	133,409	false	false	true	
x000036 x000002	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	133,402	false	false	true	
x000036 x000003	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	133,382	false	false	true	
x000036 x000004	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,375	false	false	true	
x000036 x000005	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	133,394	false	false	true	
x000037 x000000	2	9	9	9	3	3	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	146,363	false	false	true	
x000037 x000003	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	146,382	false	false	true	
x000037 x000004	2	10	10	8	4	4	1	0.2	2.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	146,375	false	false	true	
x000037 x000005	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	146,394	false	false	true	
x000038 x000000	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	111,363	false	false	true	
x000038 x000002	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	111,402	false	false	true	
x000038 x000003	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	111,382	false	false	true	
x000038 x000030	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	111,223	false	false	true	
x000039 x000000	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	137,363	false	false	true	
x000039 x000001	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	137,409	false	false	true	
x000039 x000002	2	7	7	5	3	3	1	0.2857142857142857	2.2359263506290326	GROUP_CONSISTENT	ambiguous-transcription	137,402	false	false	true	
x000039 x000003	2	9	9	7	3	3	1	0.2222222222222222	2.725480556997868	GROUP_CONSISTENT	ambiguous-transcription	137,382	false	false	true	
x000039 x000005	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	137,394	false	false	true	
x000039 x000028	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	137,230	false	false	true	
x000039 x000030	2	5	5	4	4	4	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	137,223	false	false	true	
x000040 x000001	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	152,409	false	false	true	
x000040 x000002	2	10	10	8	4	4	1	0.2	2.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	152,402	false	false	true	
x000040 x000003	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	152,382	false	false	true	
x000040 x000004	2	7	7	6	3	3	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	152,375	false	false	true	
x000040 x000005	2	9	9	9	3	3	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	152,394	false	false	true	
x000040 x000026	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	152,203	false	false	true	
x000040 x000029	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	152,233	false	false	true	
x000042 x000051	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	134,101	false	false	true	
x000042 x000053	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	134,126	false	false	true	
x000042 x000079	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	134,75	false	false	true	
x000046 x000002	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	128,402	false	false	true	
x000046 x000008	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	128,252	false	false	true	
x000046 x000034	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	128,147	false	false	true	
x000047 x000008	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	133,252	false	false	true	
x000047 x000009	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,256	false	false	true	
x000047 x000041	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,131	false	false	true	
x000049 x000042	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	133,134	false	false	true	
x000049 x000044	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	133,130	false	false	true	
x000050 x000008	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	127,252	false	false	true	
x000051 x000030	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	101,223	false	false	true	
x000053 x000028	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	126,230	false	false	true	
x000058 x000100	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	113,66	false	false	true	
x000071 x000027	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	83,202	false	false	true	
x000071 x000029	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	83,233	false	false	true	
x000071 x000030	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	83,223	false	false	true	
x000073 x000027	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	76,202	false	false	true	
x000074 x000029	2	5	5	4	4	4	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	73,233	false	false	true	
x000074 x000030	2	6	6	5	2	2	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	73,223	false	false	true	
x000086 x000000	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	67,363	false	false	true	
x000086 x000002	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	67,402	false	false	true	
x000087 x000000	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	86,363	false	false	true	
x000087 x000002	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	86,402	false	false	true	
x000087 x000003	2	7	7	4	2	2	1	0.42857142857142855	1.8423709931771088	GROUP_CONSISTENT	ambiguous-transcription	86,382	false	false	true	
x000089 x000005	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	78,394	false	false	true	
x000126 x000069	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	50,98	false	false	true	
x000128 x000053	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	50,126	false	false	true	
x000137 x000045	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	43,139	false	false	true	
x000156 x000004	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	39,375	false	false	true	
x000158 x000003	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	41,382	false	false	true	
x000159 x000004	2	7	7	6	4	4	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	41,375	false	false	true	
x000160 x000004	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	34,375	false	false	true	
x000172 x000000	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	39,363	false	false	true	
x000175 x000002	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	37,402	false	false	true	
x000175 x000003	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	37,382	false	false	true	
x000175 x000005	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	37,394	false	false	true	
x000193 x000005	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	30,394	false	false	true	
x000222 x000164	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	26,37	false	false	true	
x000661 x000448	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	13,16	false	false	true	
x000756 x000538	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	10,18	false	false	true	
