permutation_id	hapax_count	sample_size	hapax_fraction	stream_seed
84	71	112	0.633928571	3864895635724476092
85	70	112	0.625000000	3864895635724476092
86	73	112	0.651785714	3864895635724476092
87	73	112	0.651785714	3864895635724476092
88	69	112	0.616071429	3864895635724476092
89	74	112	0.660714286	3864895635724476092
90	77	112	0.687500000	3864895635724476092
91	62	112	0.553571429	3864895635724476092
92	71	112	0.633928571	3864895635724476092
93	68	112	0.607142857	3864895635724476092
94	66	112	0.589285714	3864895635724476092
95	70	112	0.625000000	3864895635724476092
96	75	112	0.669642857	3864895635724476092
97	69	112	0.616071429	3864895635724476092
98	70	112	0.625000000	3864895635724476092
99	73	112	0.651785714	3864895635724476092
100	73	112	0.651785714	3864895635724476092
101	63	112	0.562500000	3864895635724476092
102	61	112	0.544642857	3864895635724476092
103	70	112	0.625000000	3864895635724476092
104	64	112	0.571428571	3864895635724476092
105	67	112	0.598214286	3864895635724476092
106	74	112	0.660714286	3864895635724476092
107	62	112	0.553571429	3864895635724476092
108	68	112	0.607142857	3864895635724476092
109	63	112	0.562500000	3864895635724476092
110	68	112	0.607142857	3864895635724476092
111	71	112	0.633928571	3864895635724476092
112	69	112	0.616071429	3864895635724476092
113	62	112	0.553571429	3864895635724476092
114	68	112	0.607142857	3864895635724476092
115	62	112	0.553571429	3864895635724476092
116	61	112	0.544642857	3864895635724476092
117	67	112	0.598214286	3864895635724476092
118	61	112	0.544642857	3864895635724476092
119	74	112	0.660714286	3864895635724476092
120	71	112	0.633928571	3864895635724476092
121	73	112	0.651785714	3864895635724476092
122	68	112	0.607142857	3864895635724476092
123	71	112	0.633928571	3864895635724476092
124	75	112	0.669642857	3864895635724476092
125	65	112	0.580357143	3864895635724476092
126	71	112	0.633928571	3864895635724476092
127	60	112	0.535714286	3864895635724476092
128	61	112	0.544642857	3864895635724476092
129	73	112	0.651785714	3864895635724476092
130	64	112	0.571428571	3864895635724476092
131	65	112	0.580357143	3864895635724476092
132	76	112	0.678571429	3864895635724476092
133	64	112	0.571428571	3864895635724476092
134	72	112	0.642857143	3864895635724476092
135	66	112	0.589285714	3864895635724476092
136	66	112	0.589285714	3864895635724476092
137	71	112	0.633928571	3864895635724476092
138	62	112	0.553571429	3864895635724476092
139	69	112	0.616071429	3864895635724476092
140	65	112	0.580357143	3864895635724476092
141	62	112	0.553571429	3864895635724476092
142	65	112	0.580357143	3864895635724476092
143	63	112	0.562500000	3864895635724476092
144	70	112	0.625000000	3864895635724476092
145	55	112	0.491071429	3864895635724476092
146	68	112	0.607142857	3864895635724476092
147	68	112	0.607142857	3864895635724476092
148	71	112	0.633928571	3864895635724476092
149	69	112	0.616071429	3864895635724476092
150	76	112	0.678571429	3864895635724476092
151	69	112	0.616071429	3864895635724476092
152	64	112	0.571428571	3864895635724476092
153	60	112	0.535714286	3864895635724476092
154	68	112	0.607142857	3864895635724476092
155	61	112	0.544642857	3864895635724476092
156	69	112	0.616071429	3864895635724476092
157	67	112	0.598214286	3864895635724476092
158	64	112	0.571428571	3864895635724476092
159	74	112	0.660714286	3864895635724476092
160	66	112	0.589285714	3864895635724476092
161	63	112	0.562500000	3864895635724476092
162	65	112	0.580357143	3864895635724476092
163	61	112	0.544642857	3864895635724476092
164	71	112	0.633928571	3864895635724476092
165	63	112	0.562500000	3864895635724476092
166	68	112	0.607142857	3864895635724476092
167	65	112	0.580357143	3864895635724476092
168	67	112	0.598214286	3864895635724476092
169	66	112	0.589285714	3864895635724476092
170	66	112	0.589285714	3864895635724476092
171	71	112	0.633928571	3864895635724476092
172	69	112	0.616071429	3864895635724476092
173	66	112	0.589285714	3864895635724476092
174	67	112	0.598214286	3864895635724476092
175	71	112	0.633928571	3864895635724476092
176	73	112	0.651785714	3864895635724476092
177	73	112	0.651785714	3864895635724476092
178	65	112	0.580357143	3864895635724476092
179	65	112	0.580357143	3864895635724476092
180	69	112	0.616071429	3864895635724476092
181	66	112	0.589285714	3864895635724476092
182	66	112	0.589285714	3864895635724476092
183	64	112	0.571428571	3864895635724476092
184	67	112	0.598214286	3864895635724476092
185	72	112	0.642857143	3864895635724476092
186	72	112	0.642857143	3864895635724476092
187	69	112	0.616071429	3864895635724476092
188	75	112	0.669642857	3864895635724476092
189	68	112	0.607142857	3864895635724476092
190	65	112	0.580357143	3864895635724476092
191	68	112	0.607142857	3864895635724476092
192	65	112	0.580357143	3864895635724476092
193	68	112	0.607142857	3864895635724476092
194	68	112	0.607142857	3864895635724476092
195	70	112	0.625000000	3864895635724476092
196	69	112	0.616071429	3864895635724476092
197	77	112	0.687500000	3864895635724476092
198	62	112	0.553571429	3864895635724476092
199	73	112	0.651785714	3864895635724476092
200	71	112	0.633928571	3864895635724476092
201	65	112	0.580357143	3864895635724476092
202	67	112	0.598214286	3864895635724476092
203	75	112	0.669642857	3864895635724476092
204	70	112	0.625000000	3864895635724476092
205	70	112	0.625000000	3864895635724476092
206	58	112	0.517857143	3864895635724476092
207	65	112	0.580357143	3864895635724476092
208	68	112	0.607142857	3864895635724476092
209	69	112	0.616071429	3864895635724476092
210	63	112	0.562500000	3864895635724476092
211	74	112	0.660714286	3864895635724476092
212	68	112	0.607142857	3864895635724476092
213	79	112	0.705357143	3864895635724476092
214	66	112	0.589285714	3864895635724476092
215	72	112	0.642857143	3864895635724476092
216	70	112	0.625000000	3864895635724476092
217	69	112	0.616071429	3864895635724476092
218	64	112	0.571428571	3864895635724476092
219	69	112	0.616071429	3864895635724476092
220	62	112	0.553571429	3864895635724476092
221	68	112	0.607142857	3864895635724476092
222	71	112	0.633928571	3864895635724476092
223	66	112	0.589285714	3864895635724476092
224	62	112	0.553571429	3864895635724476092
225	69	112	0.616071429	3864895635724476092
226	68	112	0.607142857	3864895635724476092
227	73	112	0.651785714	3864895635724476092
228	66	112	0.589285714	3864895635724476092
229	74	112	0.660714286	3864895635724476092
230	70	112	0.625000000	3864895635724476092
231	70	112	0.625000000	3864895635724476092
232	67	112	0.598214286	3864895635724476092
233	61	112	0.544642857	3864895635724476092
234	66	112	0.589285714	3864895635724476092
235	76	112	0.678571429	3864895635724476092
236	71	112	0.633928571	3864895635724476092
237	64	112	0.571428571	3864895635724476092
238	69	112	0.616071429	3864895635724476092
239	68	112	0.607142857	3864895635724476092
240	74	112	0.660714286	3864895635724476092
241	67	112	0.598214286	3864895635724476092
242	63	112	0.562500000	3864895635724476092
243	67	112	0.598214286	3864895635724476092
244	65	112	0.580357143	3864895635724476092
245	68	112	0.607142857	3864895635724476092
246	67	112	0.598214286	3864895635724476092
247	65	112	0.580357143	3864895635724476092
248	67	112	0.598214286	3864895635724476092
249	69	112	0.616071429	3864895635724476092
250	65	112	0.580357143	3864895635724476092
251	66	112	0.589285714	3864895635724476092
252	72	112	0.642857143	3864895635724476092
253	65	112	0.580357143	3864895635724476092
254	71	112	0.633928571	3864895635724476092
255	73	112	0.651785714	3864895635724476092
256	75	112	0.669642857	3864895635724476092
257	71	112	0.633928571	3864895635724476092
258	62	112	0.553571429	3864895635724476092
259	68	112	0.607142857	3864895635724476092
260	70	112	0.625000000	3864895635724476092
261	60	112	0.535714286	3864895635724476092
262	65	112	0.580357143	3864895635724476092
263	64	112	0.571428571	3864895635724476092
264	74	112	0.660714286	3864895635724476092
265	66	112	0.589285714	3864895635724476092
266	65	112	0.580357143	3864895635724476092
267	68	112	0.607142857	3864895635724476092
268	72	112	0.642857143	3864895635724476092
269	67	112	0.598214286	3864895635724476092
270	78	112	0.696428571	3864895635724476092
271	69	112	0.616071429	3864895635724476092
272	61	112	0.544642857	3864895635724476092
273	69	112	0.616071429	3864895635724476092
274	72	112	0.642857143	3864895635724476092
275	74	112	0.660714286	3864895635724476092
276	66	112	0.589285714	3864895635724476092
277	73	112	0.651785714	3864895635724476092
278	75	112	0.669642857	3864895635724476092
279	71	112	0.633928571	3864895635724476092
280	70	112	0.625000000	3864895635724476092
281	70	112	0.625000000	3864895635724476092
282	69	112	0.616071429	3864895635724476092
283	67	112	0.598214286	3864895635724476092
284	74	112	0.660714286	3864895635724476092
285	70	112	0.625000000	3864895635724476092
286	73	112	0.651785714	3864895635724476092
287	71	112	0.633928571	3864895635724476092
288	69	112	0.616071429	3864895635724476092
289	78	112	0.696428571	3864895635724476092
290	68	112	0.607142857	3864895635724476092
291	62	112	0.553571429	3864895635724476092
292	74	112	0.660714286	3864895635724476092
293	67	112	0.598214286	3864895635724476092
294	69	112	0.616071429	3864895635724476092
295	71	112	0.633928571	3864895635724476092
296	75	112	0.669642857	3864895635724476092
297	76	112	0.678571429	3864895635724476092
298	66	112	0.589285714	3864895635724476092
299	75	112	0.669642857	3864895635724476092
300	72	112	0.642857143	3864895635724476092
301	66	112	0.589285714	3864895635724476092
302	79	112	0.705357143	3864895635724476092
303	66	112	0.589285714	3864895635724476092
304	71	112	0.633928571	3864895635724476092
305	66	112	0.589285714	3864895635724476092
306	69	112	0.616071429	3864895635724476092
307	76	112	0.678571429	3864895635724476092
308	71	112	0.633928571	3864895635724476092
309	73	112	0.651785714	3864895635724476092
310	63	112	0.562500000	3864895635724476092
311	76	112	0.678571429	3864895635724476092
312	62	112	0.553571429	3864895635724476092
313	73	112	0.651785714	3864895635724476092
314	71	112	0.633928571	3864895635724476092
315	74	112	0.660714286	3864895635724476092
316	69	112	0.616071429	3864895635724476092
317	75	112	0.669642857	3864895635724476092
318	75	112	0.669642857	3864895635724476092
319	62	112	0.553571429	3864895635724476092
320	74	112	0.660714286	3864895635724476092
321	73	112	0.651785714	3864895635724476092
322	68	112	0.607142857	3864895635724476092
323	74	112	0.660714286	3864895635724476092
324	72	112	0.642857143	3864895635724476092
325	69	112	0.616071429	3864895635724476092
326	72	112	0.642857143	3864895635724476092
327	66	112	0.589285714	3864895635724476092
328	76	112	0.678571429	3864895635724476092
329	74	112	0.660714286	3864895635724476092
330	74	112	0.660714286	3864895635724476092
331	69	112	0.616071429	3864895635724476092
332	72	112	0.642857143	3864895635724476092
333	63	112	0.562500000	3864895635724476092
334	67	112	0.598214286	3864895635724476092
335	71	112	0.633928571	3864895635724476092
336	71	112	0.633928571	3864895635724476092
337	73	112	0.651785714	3864895635724476092
338	71	112	0.633928571	3864895635724476092
339	58	112	0.517857143	3864895635724476092
340	67	112	0.598214286	3864895635724476092
341	66	112	0.589285714	3864895635724476092
342	59	112	0.526785714	3864895635724476092
343	66	112	0.589285714	3864895635724476092
344	64	112	0.571428571	3864895635724476092
345	64	112	0.571428571	3864895635724476092
346	65	112	0.580357143	3864895635724476092
347	74	112	0.660714286	3864895635724476092
348	72	112	0.642857143	3864895635724476092
349	72	112	0.642857143	3864895635724476092
350	62	112	0.553571429	3864895635724476092
351	73	112	0.651785714	3864895635724476092
352	68	112	0.607142857	3864895635724476092
353	68	112	0.607142857	3864895635724476092
354	66	112	0.589285714	3864895635724476092
355	62	112	0.553571429	3864895635724476092
356	69	112	0.616071429	3864895635724476092
357	61	112	0.544642857	3864895635724476092
358	69	112	0.616071429	3864895635724476092
359	70	112	0.625000000	3864895635724476092
360	50	112	0.446428571	3864895635724476092
361	73	112	0.651785714	3864895635724476092
362	76	112	0.678571429	3864895635724476092
363	65	112	0.580357143	3864895635724476092
364	70	112	0.625000000	3864895635724476092
365	64	112	0.571428571	3864895635724476092
366	71	112	0.633928571	3864895635724476092
367	70	112	0.625000000	3864895635724476092
368	74	112	0.660714286	3864895635724476092
369	69	112	0.616071429	3864895635724476092
370	68	112	0.607142857	3864895635724476092
371	76	112	0.678571429	3864895635724476092
372	67	112	0.598214286	3864895635724476092
373	66	112	0.589285714	3864895635724476092
374	70	112	0.625000000	3864895635724476092
375	74	112	0.660714286	3864895635724476092
376	67	112	0.598214286	3864895635724476092
377	69	112	0.616071429	3864895635724476092
378	65	112	0.580357143	3864895635724476092
379	65	112	0.580357143	3864895635724476092
380	73	112	0.651785714	3864895635724476092
381	72	112	0.642857143	3864895635724476092
382	60	112	0.535714286	3864895635724476092
383	79	112	0.705357143	3864895635724476092
384	71	112	0.633928571	3864895635724476092
385	68	112	0.607142857	3864895635724476092
386	72	112	0.642857143	3864895635724476092
387	73	112	0.651785714	3864895635724476092
388	68	112	0.607142857	3864895635724476092
389	76	112	0.678571429	3864895635724476092
390	56	112	0.500000000	3864895635724476092
391	73	112	0.651785714	3864895635724476092
392	71	112	0.633928571	3864895635724476092
393	69	112	0.616071429	3864895635724476092
394	69	112	0.616071429	3864895635724476092
395	78	112	0.696428571	3864895635724476092
396	74	112	0.660714286	3864895635724476092
397	71	112	0.633928571	3864895635724476092
398	66	112	0.589285714	3864895635724476092
399	64	112	0.571428571	3864895635724476092
400	67	112	0.598214286	3864895635724476092
401	69	112	0.616071429	3864895635724476092
402	67	112	0.598214286	3864895635724476092
403	77	112	0.687500000	3864895635724476092
404	70	112	0.625000000	3864895635724476092
405	62	112	0.553571429	3864895635724476092
406	66	112	0.589285714	3864895635724476092
407	58	112	0.517857143	3864895635724476092
408	64	112	0.571428571	3864895635724476092
409	69	112	0.616071429	3864895635724476092
410	70	112	0.625000000	3864895635724476092
411	70	112	0.625000000	3864895635724476092
412	75	112	0.669642857	3864895635724476092
413	68	112	0.607142857	3864895635724476092
414	63	112	0.562500000	3864895635724476092
415	68	112	0.607142857	3864895635724476092
416	71	112	0.633928571	3864895635724476092
417	56	112	0.500000000	3864895635724476092
418	76	112	0.678571429	3864895635724476092
419	64	112	0.571428571	3864895635724476092
420	77	112	0.687500000	3864895635724476092
421	67	112	0.598214286	3864895635724476092
422	60	112	0.535714286	3864895635724476092
423	67	112	0.598214286	3864895635724476092
424	73	112	0.651785714	3864895635724476092
425	63	112	0.562500000	3864895635724476092
426	67	112	0.598214286	3864895635724476092
427	70	112	0.625000000	3864895635724476092
428	67	112	0.598214286	3864895635724476092
429	62	112	0.553571429	3864895635724476092
430	69	112	0.616071429	3864895635724476092
431	65	112	0.580357143	3864895635724476092
432	62	112	0.553571429	3864895635724476092
433	67	112	0.598214286	3864895635724476092
434	66	112	0.589285714	3864895635724476092
435	74	112	0.660714286	3864895635724476092
436	67	112	0.598214286	3864895635724476092
437	68	112	0.607142857	3864895635724476092
438	62	112	0.553571429	3864895635724476092
439	66	112	0.589285714	3864895635724476092
440	62	112	0.553571429	3864895635724476092
441	65	112	0.580357143	3864895635724476092
442	73	112	0.651785714	3864895635724476092
443	75	112	0.669642857	3864895635724476092
444	64	112	0.571428571	3864895635724476092
445	68	112	0.607142857	3864895635724476092
446	69	112	0.616071429	3864895635724476092
447	68	112	0.607142857	3864895635724476092
448	68	112	0.607142857	3864895635724476092
449	71	112	0.633928571	3864895635724476092
450	71	112	0.633928571	3864895635724476092
451	58	112	0.517857143	3864895635724476092
452	73	112	0.651785714	3864895635724476092
453	71	112	0.633928571	3864895635724476092
454	64	112	0.571428571	3864895635724476092
455	68	112	0.607142857	3864895635724476092
456	75	112	0.669642857	3864895635724476092
457	65	112	0.580357143	3864895635724476092
458	68	112	0.607142857	3864895635724476092
459	64	112	0.571428571	3864895635724476092
460	66	112	0.589285714	3864895635724476092
461	66	112	0.589285714	3864895635724476092
462	64	112	0.571428571	3864895635724476092
463	67	112	0.598214286	3864895635724476092
464	70	112	0.625000000	3864895635724476092
465	65	112	0.580357143	3864895635724476092
466	67	112	0.598214286	3864895635724476092
467	73	112	0.651785714	3864895635724476092
468	60	112	0.535714286	3864895635724476092
469	64	112	0.571428571	3864895635724476092
470	57	112	0.508928571	3864895635724476092
471	55	112	0.491071429	3864895635724476092
472	74	112	0.660714286	3864895635724476092
473	70	112	0.625000000	3864895635724476092
474	70	112	0.625000000	3864895635724476092
475	69	112	0.616071429	3864895635724476092
476	67	112	0.598214286	3864895635724476092
477	68	112	0.607142857	3864895635724476092
478	65	112	0.580357143	3864895635724476092
479	65	112	0.580357143	3864895635724476092
480	59	112	0.526785714	3864895635724476092
481	68	112	0.607142857	3864895635724476092
482	70	112	0.625000000	3864895635724476092
483	63	112	0.562500000	3864895635724476092
484	62	112	0.553571429	3864895635724476092
485	68	112	0.607142857	3864895635724476092
486	68	112	0.607142857	3864895635724476092
487	66	112	0.589285714	3864895635724476092
488	72	112	0.642857143	3864895635724476092
489	65	112	0.580357143	3864895635724476092
490	62	112	0.553571429	3864895635724476092
491	76	112	0.678571429	3864895635724476092
492	71	112	0.633928571	3864895635724476092
493	69	112	0.616071429	3864895635724476092
494	66	112	0.589285714	3864895635724476092
495	69	112	0.616071429	3864895635724476092
496	70	112	0.625000000	3864895635724476092
497	70	112	0.625000000	3864895635724476092
498	68	112	0.607142857	3864895635724476092
499	69	112	0.616071429	3864895635724476092
500	70	112	0.625000000	3864895635724476092
501	75	112	0.669642857	3864895635724476092
502	69	112	0.616071429	3864895635724476092
503	68	112	0.607142857	3864895635724476092
504	73	112	0.651785714	3864895635724476092
505	61	112	0.544642857	3864895635724476092
506	65	112	0.580357143	3864895635724476092
507	63	112	0.562500000	3864895635724476092
508	60	112	0.535714286	3864895635724476092
509	72	112	0.642857143	3864895635724476092
510	66	112	0.589285714	3864895635724476092
511	65	112	0.580357143	3864895635724476092
512	60	112	0.535714286	3864895635724476092
513	68	112	0.607142857	3864895635724476092
514	74	112	0.660714286	3864895635724476092
515	65	112	0.580357143	3864895635724476092
516	73	112	0.651785714	3864895635724476092
517	68	112	0.607142857	3864895635724476092
518	74	112	0.660714286	3864895635724476092
519	66	112	0.589285714	3864895635724476092
520	72	112	0.642857143	3864895635724476092
521	68	112	0.607142857	3864895635724476092
522	63	112	0.562500000	3864895635724476092
523	66	112	0.589285714	3864895635724476092
524	64	112	0.571428571	3864895635724476092
525	68	112	0.607142857	3864895635724476092
526	68	112	0.607142857	3864895635724476092
527	64	112	0.571428571	3864895635724476092
528	74	112	0.660714286	3864895635724476092
529	68	112	0.607142857	3864895635724476092
530	71	112	0.633928571	3864895635724476092
531	71	112	0.633928571	3864895635724476092
532	72	112	0.642857143	3864895635724476092
533	69	112	0.616071429	3864895635724476092
534	73	112	0.651785714	3864895635724476092
535	74	112	0.660714286	3864895635724476092
536	67	112	0.598214286	3864895635724476092
537	73	112	0.651785714	3864895635724476092
538	74	112	0.660714286	3864895635724476092
539	60	112	0.535714286	3864895635724476092
540	73	112	0.651785714	3864895635724476092
541	72	112	0.642857143	3864895635724476092
542	68	112	0.607142857	3864895635724476092
543	76	112	0.678571429	3864895635724476092
544	77	112	0.687500000	3864895635724476092
545	61	112	0.544642857	3864895635724476092
546	72	112	0.642857143	3864895635724476092
547	73	112	0.651785714	3864895635724476092
548	69	112	0.616071429	3864895635724476092
549	66	112	0.589285714	3864895635724476092
550	69	112	0.616071429	3864895635724476092
551	67	112	0.598214286	3864895635724476092
552	73	112	0.651785714	3864895635724476092
553	72	112	0.642857143	3864895635724476092
554	73	112	0.651785714	3864895635724476092
555	72	112	0.642857143	3864895635724476092
556	68	112	0.607142857	3864895635724476092
557	72	112	0.642857143	3864895635724476092
558	65	112	0.580357143	3864895635724476092
559	69	112	0.616071429	3864895635724476092
560	68	112	0.607142857	3864895635724476092
561	65	112	0.580357143	3864895635724476092
562	72	112	0.642857143	3864895635724476092
563	73	112	0.651785714	3864895635724476092
564	66	112	0.589285714	3864895635724476092
565	69	112	0.616071429	3864895635724476092
566	69	112	0.616071429	3864895635724476092
567	73	112	0.651785714	3864895635724476092
568	66	112	0.589285714	3864895635724476092
569	66	112	0.589285714	3864895635724476092
570	67	112	0.598214286	3864895635724476092
571	64	112	0.571428571	3864895635724476092
572	67	112	0.598214286	3864895635724476092
573	65	112	0.580357143	3864895635724476092
574	73	112	0.651785714	3864895635724476092
575	73	112	0.651785714	3864895635724476092
576	67	112	0.598214286	3864895635724476092
577	75	112	0.669642857	3864895635724476092
578	72	112	0.642857143	3864895635724476092
579	68	112	0.607142857	3864895635724476092
580	65	112	0.580357143	3864895635724476092
581	67	112	0.598214286	3864895635724476092
582	64	112	0.571428571	3864895635724476092
583	67	112	0.598214286	3864895635724476092
584	75	112	0.669642857	3864895635724476092
585	66	112	0.589285714	3864895635724476092
586	71	112	0.633928571	3864895635724476092
587	75	112	0.669642857	3864895635724476092
588	71	112	0.633928571	3864895635724476092
589	63	112	0.562500000	3864895635724476092
590	72	112	0.642857143	3864895635724476092
591	69	112	0.616071429	3864895635724476092
592	65	112	0.580357143	3864895635724476092
593	66	112	0.589285714	3864895635724476092
594	62	112	0.553571429	3864895635724476092
595	63	112	0.562500000	3864895635724476092
596	59	112	0.526785714	3864895635724476092
597	71	112	0.633928571	3864895635724476092
598	73	112	0.651785714	3864895635724476092
599	75	112	0.669642857	3864895635724476092
600	76	112	0.678571429	3864895635724476092
601	71	112	0.633928571	3864895635724476092
602	73	112	0.651785714	3864895635724476092
603	68	112	0.607142857	3864895635724476092
604	66	112	0.589285714	3864895635724476092
605	67	112	0.598214286	3864895635724476092
606	72	112	0.642857143	3864895635724476092
607	57	112	0.508928571	3864895635724476092
608	63	112	0.562500000	3864895635724476092
609	63	112	0.562500000	3864895635724476092
610	75	112	0.669642857	3864895635724476092
611	62	112	0.553571429	3864895635724476092
612	64	112	0.571428571	3864895635724476092
613	73	112	0.651785714	3864895635724476092
614	70	112	0.625000000	3864895635724476092
615	65	112	0.580357143	3864895635724476092
616	64	112	0.571428571	3864895635724476092
617	65	112	0.580357143	3864895635724476092
618	64	112	0.571428571	3864895635724476092
619	66	112	0.589285714	3864895635724476092
620	69	112	0.616071429	3864895635724476092
621	64	112	0.571428571	3864895635724476092
622	70	112	0.625000000	3864895635724476092
623	61	112	0.544642857	3864895635724476092
624	63	112	0.562500000	3864895635724476092
625	66	112	0.589285714	3864895635724476092
626	72	112	0.642857143	3864895635724476092
627	70	112	0.625000000	3864895635724476092
628	63	112	0.562500000	3864895635724476092
629	69	112	0.616071429	3864895635724476092
630	67	112	0.598214286	3864895635724476092
631	70	112	0.625000000	3864895635724476092
632	69	112	0.616071429	3864895635724476092
633	73	112	0.651785714	3864895635724476092
634	71	112	0.633928571	3864895635724476092
635	72	112	0.642857143	3864895635724476092
636	67	112	0.598214286	3864895635724476092
637	66	112	0.589285714	3864895635724476092
638	65	112	0.580357143	3864895635724476092
639	72	112	0.642857143	3864895635724476092
640	66	112	0.589285714	3864895635724476092
641	79	112	0.705357143	3864895635724476092
642	66	112	0.589285714	3864895635724476092
643	71	112	0.633928571	3864895635724476092
644	64	112	0.571428571	3864895635724476092
645	62	112	0.553571429	3864895635724476092
646	70	112	0.625000000	3864895635724476092
647	69	112	0.616071429	3864895635724476092
648	65	112	0.580357143	3864895635724476092
649	65	112	0.580357143	3864895635724476092
650	70	112	0.625000000	3864895635724476092
651	68	112	0.607142857	3864895635724476092
652	70	112	0.625000000	3864895635724476092
653	62	112	0.553571429	3864895635724476092
654	67	112	0.598214286	3864895635724476092
655	71	112	0.633928571	3864895635724476092
656	72	112	0.642857143	3864895635724476092
657	67	112	0.598214286	3864895635724476092
658	78	112	0.696428571	3864895635724476092
659	68	112	0.607142857	3864895635724476092
660	66	112	0.589285714	3864895635724476092
661	72	112	0.642857143	3864895635724476092
662	65	112	0.580357143	3864895635724476092
663	70	112	0.625000000	3864895635724476092
664	68	112	0.607142857	3864895635724476092
665	75	112	0.669642857	3864895635724476092
666	71	112	0.633928571	3864895635724476092
667	69	112	0.616071429	3864895635724476092
668	75	112	0.669642857	3864895635724476092
669	73	112	0.651785714	3864895635724476092
670	75	112	0.669642857	3864895635724476092
671	56	112	0.500000000	3864895635724476092
672	75	112	0.669642857	3864895635724476092
673	77	112	0.687500000	3864895635724476092
674	69	112	0.616071429	3864895635724476092
675	70	112	0.625000000	3864895635724476092
676	65	112	0.580357143	3864895635724476092
677	67	112	0.598214286	3864895635724476092
678	72	112	0.642857143	3864895635724476092
679	69	112	0.616071429	3864895635724476092
680	69	112	0.616071429	3864895635724476092
681	69	112	0.616071429	3864895635724476092
682	72	112	0.642857143	3864895635724476092
683	65	112	0.580357143	3864895635724476092
684	63	112	0.562500000	3864895635724476092
685	76	112	0.678571429	3864895635724476092
686	74	112	0.660714286	3864895635724476092
687	72	112	0.642857143	3864895635724476092
688	73	112	0.651785714	3864895635724476092
689	63	112	0.562500000	3864895635724476092
690	71	112	0.633928571	3864895635724476092
691	64	112	0.571428571	3864895635724476092
692	70	112	0.625000000	3864895635724476092
693	68	112	0.607142857	3864895635724476092
694	66	112	0.589285714	3864895635724476092
695	68	112	0.607142857	3864895635724476092
696	59	112	0.526785714	3864895635724476092
