block_a	block_b	edges_a	edges_b	intersection	edge_jaccard	degree_rank_correlation	scc_overlap
G0/generic#1	G1/generic#12	14	14	7	0.3333333333	0.4969282724	0
G0/generic#1	G2/generic#12	14	12	8	0.4444444444	0.624128789	0
G0/generic#1	G3/generic#12	14	21	11	0.4583333333	0.6348062789	1
G0/generic#1	G0/generic#13	14	15	12	0.7058823529	0.8040485962	0
G0/generic#1	G1/generic#13	14	15	7	0.3181818182	0.5383165163	0
G0/generic#1	G2/generic#13	14	15	7	0.3181818182	0.4699184078	0
G0/generic#1	G3/generic#13	14	12	8	0.4444444444	0.6412130873	0
G0/generic#1	G0/generic#14	14	15	12	0.7058823529	0.8131264608	0
G0/generic#1	G1/generic#14	14	16	8	0.3636363636	0.4636342602	0
G0/generic#1	G2/generic#14	14	18	11	0.5238095238	0.6309838616	0
G0/generic#1	G3/generic#14	14	11	8	0.4705882353	0.6089155966	0
G0/generic#1	G0/generic#15	14	16	8	0.3636363636	0.4718509018	0
G0/generic#1	G1/generic#15	14	19	11	0.5	0.6084207087	0
G0/generic#1	G2/generic#15	14	19	12	0.5714285714	0.7085849208	0
G0/generic#1	G3/generic#15	14	9	6	0.3529411765	0.513127826	0
G1/generic#1	G2/generic#1	10	9	7	0.5833333333	0.6883244493	0
G1/generic#1	G3/generic#1	10	6	3	0.2307692308	0.4189408262	0
G1/generic#1	G0/generic#2	10	15	8	0.4705882353	0.6021973676	0
G1/generic#1	G1/generic#2	10	12	7	0.4666666667	0.6197949835	0
G1/generic#1	G2/generic#2	10	13	7	0.4375	0.5753096971	0
G1/generic#1	G3/generic#2	10	20	7	0.3043478261	0.4684851186	0
G1/generic#1	G0/generic#3	10	20	9	0.4285714286	0.6163548483	0
G1/generic#1	G1/generic#3	10	10	8	0.6666666667	0.7451299525	0
G1/generic#1	G2/generic#3	10	12	6	0.375	0.5025667759	0
G1/generic#1	G3/generic#3	10	9	7	0.5833333333	0.6623063973	0
G1/generic#1	G0/generic#4	10	5	3	0.25	0.4068941668	0
G1/generic#1	G1/generic#4	10	9	7	0.5833333333	0.7026416674	1
G1/generic#1	G2/generic#4	10	12	6	0.375	0.5025667759	0
G1/generic#1	G3/generic#4	10	8	4	0.2857142857	0.4759773744	0
G1/generic#1	G0/generic#5	10	8	5	0.3846153846	0.4743902396	0
G1/generic#1	G1/generic#5	10	8	6	0.5	0.6883244493	0
G1/generic#1	G2/generic#5	10	5	4	0.3636363636	0.5233353189	0
G1/generic#1	G3/generic#5	10	9	5	0.3571428571	0.4392034781	0
G1/generic#1	G0/generic#6	10	17	8	0.4210526316	0.5550291134	0
G1/generic#1	G1/generic#6	10	11	6	0.4	0.5173571314	0
G1/generic#1	G2/generic#6	10	8	7	0.6363636364	0.7174876893	0
G1/generic#1	G3/generic#6	10	7	5	0.4166666667	0.5185461379	0
G1/generic#1	G0/generic#7	10	9	6	0.4615384615	0.5912340588	0
G1/generic#1	G1/generic#7	10	10	6	0.4285714286	0.5342009899	0
G1/generic#1	G2/generic#7	10	15	7	0.3888888889	0.5601194902	0
G1/generic#1	G3/generic#7	10	9	5	0.3571428571	0.4737103172	0
G1/generic#1	G0/generic#8	10	6	1	0.06666666667	0.1246512973	0
G1/generic#1	G1/generic#8	10	9	4	0.2666666667	0.4102710964	0
G1/generic#1	G2/generic#8	10	5	4	0.3636363636	0.5233353189	0
G1/generic#1	G3/generic#8	10	9	5	0.3571428571	0.4552209126	0
G1/generic#1	G0/generic#9	10	8	3	0.2	0.3868817789	0
G1/generic#1	G1/generic#9	10	12	7	0.4666666667	0.6202479792	0
G1/generic#1	G2/generic#9	10	17	8	0.4210526316	0.6254669223	0
G1/generic#1	G3/generic#9	10	14	9	0.6	0.7580474967	0
G1/generic#1	G0/generic#10	10	12	5	0.2941176471	0.3987560036	0
G1/generic#1	G1/generic#10	10	7	1	0.0625	0.1241809816	0
G1/generic#1	G2/generic#10	10	9	6	0.4615384615	0.6367821201	0
G1/generic#1	G3/generic#10	10	13	7	0.4375	0.576657572	0
G1/generic#1	G0/generic#11	10	15	7	0.3888888889	0.5583322761	0
G1/generic#1	G1/generic#11	10	8	6	0.5	0.6156501118	0
G1/generic#1	G2/generic#11	10	10	6	0.4285714286	0.5342009899	0
G1/generic#1	G3/generic#11	10	19	8	0.380952381	0.5239683244	0
G1/generic#1	G0/generic#12	10	16	6	0.3	0.4426244584	0
G1/generic#1	G1/generic#12	10	14	5	0.2631578947	0.4097339821	0
G1/generic#1	G2/generic#12	10	12	4	0.2222222222	0.3750497332	0
G1/generic#1	G3/generic#12	10	21	9	0.4090909091	0.6412444827	0
G1/generic#1	G0/generic#13	10	15	9	0.5625	0.756787808	0
G1/generic#1	G1/generic#13	10	15	7	0.3888888889	0.5748388633	0
G1/generic#1	G2/generic#13	10	15	8	0.4705882353	0.651181177	0
G1/generic#1	G3/generic#13	10	12	5	0.2941176471	0.3847714593	0
G1/generic#1	G0/generic#14	10	15	7	0.3888888889	0.5614346943	0
G1/generic#1	G1/generic#14	10	16	6	0.3	0.4334671627	0
G1/generic#1	G2/generic#14	10	18	9	0.4736842105	0.6767320299	0
G1/generic#1	G3/generic#14	10	11	7	0.5	0.6999074645	0
G1/generic#1	G0/generic#15	10	16	9	0.5294117647	0.7065632326	0
G1/generic#1	G1/generic#15	10	19	8	0.380952381	0.6009103314	0
G1/generic#1	G2/generic#15	10	19	8	0.380952381	0.5800028561	0
G1/generic#1	G3/generic#15	10	9	6	0.4615384615	0.5928584196	0
G2/generic#1	G3/generic#1	9	6	2	0.1538461538	0.3054666428	1
G2/generic#1	G0/generic#2	9	15	9	0.6	0.7324383282	0
G2/generic#1	G1/generic#2	9	12	5	0.3125	0.4320443201	0
G2/generic#1	G2/generic#2	9	13	5	0.2941176471	0.4594558351	0
G2/generic#1	G3/generic#2	9	20	6	0.2608695652	0.4756927773	0
G2/generic#1	G0/generic#3	9	20	8	0.380952381	0.5383996504	0
G2/generic#1	G1/generic#3	9	10	7	0.5833333333	0.6883244493	0
G2/generic#1	G2/generic#3	9	12	5	0.3125	0.4320443201	0
G2/generic#1	G3/generic#3	9	9	7	0.6363636364	0.73729473	0
G2/generic#1	G0/generic#4	9	5	3	0.2727272727	0.4538920044	0
G2/generic#1	G1/generic#4	9	9	5	0.3846153846	0.4909449488	0
G2/generic#1	G2/generic#4	9	12	5	0.3125	0.4320443201	0
