mechanism_id	scaling_policy_id	corpus_scale	replicate	metric_id	n	range	stability
f01_speculum_core	LITERAL_RESET_V1	SMALL	0	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	0	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	0	cs7/edit-distance-x-structural-distance	3	0.029597	PARTIALLY_STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	EF1_GIANT_COMPONENT_SHARE	3	0.000248	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	EF1_ISOLATE_SHARE	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LP4_PREFIX_ATTACHMENT_NMI	3	0.023777	PARTIALLY_STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LP4_SUFFIX_ATTACHMENT_NMI	3	0.018687	PARTIALLY_STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_core	LITERAL_RESET_V1	SMALL	1	cs7/edit-distance-x-structural-distance	3	0.030265	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	EF1_GIANT_COMPONENT_SHARE	3	0.000031	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	EF1_ISOLATE_SHARE	3	0.000031	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.005579	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LP4_PREFIX_ATTACHMENT_NMI	3	0.009799	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LP4_SUFFIX_ATTACHMENT_NMI	3	0.014696	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	0	cs7/edit-distance-x-structural-distance	3	0.022447	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	EF1_GIANT_COMPONENT_SHARE	3	0.000031	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	EF1_ISOLATE_SHARE	3	0.000031	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.005579	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LP4_PREFIX_ATTACHMENT_NMI	3	0.009799	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LP4_SUFFIX_ATTACHMENT_NMI	3	0.014696	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	LARGE	1	cs7/edit-distance-x-structural-distance	3	0.061001	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	EF1_GIANT_COMPONENT_SHARE	3	0.007812	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LP4_PREFIX_ATTACHMENT_NMI	3	0.016366	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LP4_SUFFIX_ATTACHMENT_NMI	3	0.003694	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	0	cs7/edit-distance-x-structural-distance	3	0.025047	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	EF1_GIANT_COMPONENT_SHARE	3	0.007812	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LP4_PREFIX_ATTACHMENT_NMI	3	0.016366	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LP4_SUFFIX_ATTACHMENT_NMI	3	0.003694	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	MEDIUM	1	cs7/edit-distance-x-structural-distance	3	0.026336	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	EF1_GIANT_COMPONENT_SHARE	3	0.000248	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	EF1_ISOLATE_SHARE	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LP4_PREFIX_ATTACHMENT_NMI	3	0.023777	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LP4_SUFFIX_ATTACHMENT_NMI	3	0.018687	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	0	cs7/edit-distance-x-structural-distance	3	0.029925	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	EF1_GIANT_COMPONENT_SHARE	3	0.000248	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	EF1_ISOLATE_SHARE	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LP4_PREFIX_ATTACHMENT_NMI	3	0.023777	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LP4_SUFFIX_ATTACHMENT_NMI	3	0.018687	PARTIALLY_STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	SMALL	1	cs7/edit-distance-x-structural-distance	3	0.027600	PARTIALLY_STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	EF1_GIANT_COMPONENT_SHARE	3	0.003906	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LP4_PREFIX_ATTACHMENT_NMI	3	0.006356	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LP4_SUFFIX_ATTACHMENT_NMI	3	0.007427	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	LS4_WITHIN_LINE_EXACT_REPETITION	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	cs6/family-diversity-x-line-length	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	0	cs7/edit-distance-x-structural-distance	3	0.032726	PARTIALLY_STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	2DL1_LAYOUT_POSITION_MI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	BP1_BOUNDARY_TOKEN_NMI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	EF1_GIANT_COMPONENT_SHARE	3	0.003906	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	LP4_PREFIX_ATTACHMENT_NMI	3	0.006356	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	LP4_SUFFIX_ATTACHMENT_NMI	3	0.007427	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	LS1_LINE_LENGTH_CV	3	0.000000	STABLE
f08_serpens_core	LITERAL_RESET_V1	LARGE	1	LS2_POSITIONAL_LEXICON_NMI	3	0.000000	STABLE
