mechanism_id	scaling_policy_id	corpus_id	replicate	metric_id	n	range	convergence
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LP4_PREFIX_ATTACHMENT_NMI	2	0.051516	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LP4_SUFFIX_ATTACHMENT_NMI	2	0.068500	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Astafiev	1	cs7/edit-distance-x-structural-distance	2	0.031510	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	EF1_GIANT_COMPONENT_SHARE	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	EF1_ISOLATE_SHARE	2	0.007812	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LP4_PREFIX_ATTACHMENT_NMI	2	0.057746	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LP4_SUFFIX_ATTACHMENT_NMI	2	0.063105	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	cs7/edit-distance-x-structural-distance	2	0.004240	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF1_GIANT_COMPONENT_SHARE	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF1_ISOLATE_SHARE	2	0.007812	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LP4_PREFIX_ATTACHMENT_NMI	2	0.057746	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LP4_SUFFIX_ATTACHMENT_NMI	2	0.063105	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	cs7/edit-distance-x-structural-distance	2	0.018085	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF1_GIANT_COMPONENT_SHARE	2	0.000031	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF1_ISOLATE_SHARE	2	0.007843	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.005579	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LP4_PREFIX_ATTACHMENT_NMI	2	0.064314	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LP4_SUFFIX_ATTACHMENT_NMI	2	0.052096	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	cs7/edit-distance-x-structural-distance	2	0.005463	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF1_GIANT_COMPONENT_SHARE	2	0.000031	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF1_ISOLATE_SHARE	2	0.007843	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.005579	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LP4_PREFIX_ATTACHMENT_NMI	2	0.064314	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LP4_SUFFIX_ATTACHMENT_NMI	2	0.052096	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	cs7/edit-distance-x-structural-distance	2	0.033012	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF1_GIANT_COMPONENT_SHARE	2	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF1_ISOLATE_SHARE	2	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LP4_PREFIX_ATTACHMENT_NMI	2	0.051516	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LP4_SUFFIX_ATTACHMENT_NMI	2	0.068500	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	cs7/edit-distance-x-structural-distance	2	0.020850	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF1_GIANT_COMPONENT_SHARE	2	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF1_ISOLATE_SHARE	2	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LP4_PREFIX_ATTACHMENT_NMI	2	0.051516	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LP4_SUFFIX_ATTACHMENT_NMI	2	0.068500	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	cs7/edit-distance-x-structural-distance	2	0.056737	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF1_GIANT_COMPONENT_SHARE	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF1_ISOLATE_SHARE	2	0.007812	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LP4_PREFIX_ATTACHMENT_NMI	2	0.057746	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LP4_SUFFIX_ATTACHMENT_NMI	2	0.063105	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	cs7/edit-distance-x-structural-distance	2	0.009242	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF1_GIANT_COMPONENT_SHARE	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF1_ISOLATE_SHARE	2	0.007812	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LP4_PREFIX_ATTACHMENT_NMI	2	0.057746	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LP4_SUFFIX_ATTACHMENT_NMI	2	0.063105	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	cs7/edit-distance-x-structural-distance	2	0.016470	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF1_GIANT_COMPONENT_SHARE	2	0.000031	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF1_ISOLATE_SHARE	2	0.007843	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LP4_PREFIX_ATTACHMENT_NMI	2	0.064314	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LP4_SUFFIX_ATTACHMENT_NMI	2	0.052096	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	cs7/edit-distance-x-structural-distance	2	0.007205	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF1_GIANT_COMPONENT_SHARE	2	0.000031	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF1_ISOLATE_SHARE	2	0.007843	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LP4_PREFIX_ATTACHMENT_NMI	2	0.064314	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LP4_SUFFIX_ATTACHMENT_NMI	2	0.052096	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	cs7/edit-distance-x-structural-distance	2	0.029159	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF1_GIANT_COMPONENT_SHARE	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF1_ISOLATE_SHARE	2	0.015625	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF2_GLOBAL_CLUSTERING	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF3_DEGREE_FREQUENCY_SPEARMAN	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LP1_RULE_SUPPORT_GINI	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LP4_PREFIX_ATTACHMENT_NMI	2	0.066698	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LP4_SUFFIX_ATTACHMENT_NMI	2	0.059281	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LS1_LINE_LENGTH_CV	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LS2_POSITIONAL_LEXICON_NMI	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LS4_WITHIN_LINE_EXACT_REPETITION	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	cs6/family-diversity-x-line-length	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	cs7/edit-distance-x-structural-distance	2	0.010689	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	2DL1_LAYOUT_POSITION_MI	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	BP1_BOUNDARY_TOKEN_NMI	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	EF1_GIANT_COMPONENT_SHARE	2	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	EF1_ISOLATE_SHARE	2	0.015625	PARTIALLY_CONVERGED
