sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x018874 x037856	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	94,504	false	false	true	
x018874 x037857	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	94,483	false	false	true	
x018874 x037858	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	94,367	false	false	true	
x018874 x037859	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	94,339	false	false	true	
x018875 x037856	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	97,504	false	false	true	
x018875 x037857	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	97,483	false	false	true	
x018875 x037858	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	97,367	false	false	true	
x018875 x037859	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	97,339	false	false	true	
x018876 x037856	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	73,504	false	false	true	
x018876 x037859	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	73,339	false	false	true	
x018877 x037858	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	67,367	false	false	true	
x018877 x037862	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	67,125	false	false	true	
x018878 x037858	2	4	4	3	2	2	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	36,367	false	false	true	
x019714 x037856	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	13,504	false	false	true	
x019939 x000106	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	60,191	false	false	true	
x020016 x019936	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	157,122	false	false	true	
x020016 x019937	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	157,72	false	false	true	
x020016 x041112	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	157,119	false	false	true	
x020016 x041113	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	157,103	false	false	true	
x020016 x041115	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	157,79	false	false	true	
x020016 x041116	2	9	9	8	3	3	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	157,63	false	false	true	
x020017 x019936	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	133,122	false	false	true	
x020017 x019938	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,80	false	false	true	
x020017 x041112	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,119	false	false	true	
x020018 x019937	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	124,72	false	false	true	
x020018 x019939	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	124,60	false	false	true	
x020018 x041114	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	124,102	false	false	true	
x020018 x041115	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	124,79	false	false	true	
x020019 x019936	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	95,122	false	false	true	
x020019 x019937	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	95,72	false	false	true	
x020019 x041113	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	95,103	false	false	true	
x020019 x041114	2	4	4	3	2	2	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	95,102	false	false	true	
x020020 x019936	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	84,122	false	false	true	
x020020 x041115	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	84,79	false	false	true	
x020021 x041114	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	52,102	false	false	true	
x022954 x038539	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	40,167	false	false	true	
x023520 x023922	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	16,14	false	false	true	
x025392 x000107	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	250,162	false	false	true	
x025392 x017888	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	250,100	false	false	true	
x025392 x020019	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	250,95	false	false	true	
x025392 x037856	2	13	13	12	4	4	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	250,504	false	false	true	
x025392 x037857	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	250,483	false	false	true	
x025392 x037858	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	250,367	false	false	true	
x025392 x037859	2	11	11	10	3	3	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	250,339	false	false	true	
x025392 x037860	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	250,238	false	false	true	
x025392 x037861	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	250,203	false	false	true	
x025393 x037856	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	194,504	false	false	true	
x025393 x037857	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	194,483	false	false	true	
x025393 x037858	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	194,367	false	false	true	
x025393 x037859	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	194,339	false	false	true	
x025393 x037860	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	194,238	false	false	true	
x025394 x000107	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	189,162	false	false	true	
x025394 x037856	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	189,504	false	false	true	
x025394 x037857	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	189,483	false	false	true	
x025394 x037859	2	10	10	9	3	3	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	189,339	false	false	true	
x025394 x037860	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	189,238	false	false	true	
x025394 x037861	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	189,203	false	false	true	
x025394 x037862	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	189,125	false	false	true	
x025395 x000104	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	169,238	false	false	true	
x025395 x037856	2	7	7	6	4	4	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	169,504	false	false	true	
x025395 x037857	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	169,483	false	false	true	
x025395 x037858	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	169,367	false	false	true	
x025395 x037859	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	169,339	false	false	true	
x025396 x037856	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	133,504	false	false	true	
x025396 x037857	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	133,483	false	false	true	
x025396 x037858	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	133,367	false	false	true	
x025396 x037860	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	133,238	false	false	true	
x025397 x000107	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	84,162	false	false	true	
x025397 x037857	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	84,483	false	false	true	
x025398 x017889	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	60,103	false	false	true	
x025528 x037856	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	43,504	false	false	true	
x025529 x037856	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	37,504	false	false	true	
x025529 x037857	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	37,483	false	false	true	
x025530 x037857	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	33,483	false	false	true	
x025530 x037858	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	33,367	false	false	true	
x025531 x037857	2	4	4	3	2	2	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	22,483	false	false	true	
x025546 x025394	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	20,189	false	false	true	
x031704 x017408	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	50,144	false	false	true	
x031704 x017409	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	50,135	false	false	true	
x031704 x018500	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	50,146	false	false	true	
x031705 x017413	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	42,42	false	false	true	
x031709 x017996	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	28,19	false	false	true	
x037848 x018496	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,270	false	false	true	
x037848 x018498	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,209	false	false	true	
x037848 x020020	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,84	false	false	true	
x037848 x037857	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	139,483	false	false	true	
x037849 x017408	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	131,144	false	false	true	
x037849 x018498	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	131,209	false	false	true	
x037850 x018498	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	90,209	false	false	true	
x037850 x037856	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	90,504	false	false	true	
x037852 x018497	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	71,250	false	false	true	
x037952 x019940	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	57,57	false	false	true	
x037952 x041112	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	57,119	false	false	true	
x038536 x002978	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,49	false	false	true	
x038536 x022459	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,7	false	false	true	
x038536 x037856	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	240,504	false	false	true	
x038536 x037857	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	240,483	false	false	true	
x038536 x037858	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,367	false	false	true	
x038536 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	240,339	false	false	true	
x038537 x002976	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	196,55	false	false	true	
x038537 x002977	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	196,60	false	false	true	
x038537 x037857	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	196,483	false	false	true	
x038538 x002976	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	208,55	false	false	true	
x038538 x002977	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	208,60	false	false	true	
x038538 x037856	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	208,504	false	false	true	
x038538 x037857	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	208,483	false	false	true	
x038538 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	208,339	false	false	true	
x038539 x002977	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	167,60	false	false	true	
x038539 x037856	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	167,504	false	false	true	
x038539 x037857	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	167,483	false	false	true	
x038540 x037857	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	114,483	false	false	true	
x038543 x037856	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	31,504	false	false	true	
x040216 x037857	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	46,483	false	false	true	
x040216 x037859	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	46,339	false	false	true	
x040218 x037858	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	35,367	false	false	true	
x040219 x037860	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	26,238	false	false	true	
x040220 x037859	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	25,339	false	false	true	
x040221 x037859	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	13,339	false	false	true	
x041112 x000105	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	119,183	false	false	true	
x041114 x000106	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	102,191	false	false	true	
x041257 x016897	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	64,66	false	false	true	
x042104 x000105	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	94,183	false	false	true	
x042104 x000108	2	4	4	3	2	2	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	94,125	false	false	true	
x042104 x000109	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	94,105	false	false	true	
x042105 x000104	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	77,238	false	false	true	
x042800 x017379	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	109,52	false	false	true	
