segment_count	segment	checkpoint_n	vocabulary_size	heaps_beta	beta_effective	new_type_rate
8	1	100	94	0.83956517506024109	0	0.49615666178623719
8	1	200	176	0.83956517506024109	0.9048427669596617	0.49615666178623719
8	1	500	405	0.83956517506024109	0.90953999978125655	0.49615666178623719
8	1	1000	725	0.83956517506024109	0.84005908713031008	0.49615666178623719
8	1	2000	1268	0.83956517506024109	0.80650184523711022	0.49615666178623719
8	1	4000	2139	0.83956517506024109	0.7543817370256376	0.49615666178623719
8	1	5464	2711	0.83956517506024109	0.75982430143404367	0.49615666178623719
8	2	100	93	0.82875864668823496	0	0.47913616398243047
8	2	200	180	0.82875864668823496	0.95269428522164401	0.47913616398243047
8	2	500	393	0.82875864668823496	0.85218886737173105	0.47913616398243047
8	2	1000	693	0.82875864668823496	0.8183260398786073	0.47913616398243047
8	2	2000	1219	0.82875864668823496	0.81477086848299773	0.47913616398243047
8	2	4000	2065	0.82875864668823496	0.76044365568659555	0.47913616398243047
8	2	5464	2618	0.82875864668823496	0.76079035929857963	0.47913616398243047
8	3	100	94	0.84395205168349907	0	0.49981698389458273
8	3	200	178	0.84395205168349907	0.92114457928876137	0.49981698389458273
8	3	500	389	0.84395205168349907	0.85321805201204848	0.49981698389458273
8	3	1000	725	0.84395205168349907	0.89821083991610529	0.49981698389458273
8	3	2000	1277	0.84395205168349907	0.81670562480042708	0.49981698389458273
8	3	4000	2188	0.84395205168349907	0.77685421308983271	0.49981698389458273
8	3	5464	2731	0.84395205168349907	0.71077065636080139	0.49981698389458273
8	4	100	93	0.83503224331999226	0	0.47931918008784774
8	4	200	181	0.83503224331999226	0.96068707597517511	0.47931918008784774
8	4	500	390	0.83503224331999226	0.83777962731079592	0.47931918008784774
8	4	1000	707	0.83503224331999226	0.85823609105978849	0.47931918008784774
8	4	2000	1285	0.83503224331999226	0.86198623927184159	0.47931918008784774
8	4	4000	2125	0.83503224331999226	0.72569448183118468	0.47931918008784774
8	4	5464	2619	0.83503224331999226	0.67018158250586224	0.47931918008784774
8	5	100	92	0.83737857072827138	0	0.47529282576866766
8	5	200	168	0.83737857072827138	0.86875546672174797	0.47529282576866766
8	5	500	395	0.83737857072827138	0.93302459116794778	0.47529282576866766
8	5	1000	700	0.83737857072827138	0.82550226876786281	0.47529282576866766
8	5	2000	1201	0.83737857072827138	0.77880932387330559	0.47529282576866766
8	5	4000	2091	0.83737857072827138	0.79995691088394461	0.47529282576866766
8	5	5464	2597	0.83737857072827138	0.69484998797644382	0.47529282576866766
8	6	100	92	0.82929614692366826	0	0.46065153733528552
8	6	200	169	0.82929614692366826	0.8773174802251722	0.46065153733528552
8	6	500	381	0.82929614692366826	0.88716455588385545	0.46065153733528552
8	6	1000	689	0.82929614692366826	0.85471298521096906	0.46065153733528552
8	6	2000	1184	0.82929614692366826	0.78109319292465795	0.46065153733528552
8	6	4000	2021	0.82929614692366826	0.77140024075078595	0.46065153733528552
8	6	5464	2517	0.82929614692366826	0.70370180806464588	0.46065153733528552
8	7	100	92	0.82254876408320077	0	0.45526075022872825
8	7	200	171	0.82254876408320077	0.89429055882888642	0.45526075022872825
8	7	500	393	0.82254876408320077	0.90816814622205433	0.45526075022872825
8	7	1000	693	0.82254876408320077	0.8183260398786073	0.45526075022872825
8	7	2000	1185	0.82254876408320077	0.77395980164840694	0.45526075022872825
8	7	4000	1973	0.82254876408320077	0.73550389693793783	0.45526075022872825
8	7	5465	2488	0.82254876408320077	0.74317981805883637	0.45526075022872825
